State,Abbreviation,FIPS,Year,Annual Change (%),HPI,HPI with 1990 base,HPI with 2000 base,
Florida,FL,12,1982,-0.15,151.43,71.59,53.67,
Florida,FL,12,1983,14.24,173.00,81.79,61.32,
Florida,FL,12,1984,2.63,177.55,83.94,62.93,
Florida,FL,12,1985,0.92,179.19,84.72,63.51,
Florida,FL,12,1986,3.99,186.34,88.10,66.04,
Florida,FL,12,1987,2.42,190.85,90.23,67.64,
Florida,FL,12,1988,4.68,199.78,94.45,70.81,
Florida,FL,12,1989,4.12,208.01,98.35,73.73,
Florida,FL,12,1990,1.68,211.51,100.00,74.97,
Florida,FL,12,1991,1.42,214.52,101.42,76.03,
Florida,FL,12,1992,2.08,218.98,103.53,77.61,
Florida,FL,12,1993,1.78,222.88,105.38,79.00,
Florida,FL,12,1994,0.86,224.79,106.28,79.67,
Florida,FL,12,1995,2.62,230.69,109.07,81.76,
Florida,FL,12,1996,2.47,236.37,111.75,83.78,
Florida,FL,12,1997,2.82,243.03,114.90,86.14,
Florida,FL,12,1998,4.03,252.83,119.53,89.61,
Florida,FL,12,1999,3.45,261.54,123.65,92.70,
Florida,FL,12,2000,7.88,282.15,133.40,100.00,
Florida,FL,12,2001,9.67,309.44,146.30,109.67,
Florida,FL,12,2002,9.27,338.11,159.85,119.83,
Florida,FL,12,2003,8.48,366.77,173.40,129.99,
Florida,FL,12,2004,16.35,426.73,201.75,151.25,
Florida,FL,12,2005,27.03,542.09,256.29,192.13,
Florida,FL,12,2006,16.01,628.89,297.33,222.89,
Florida,FL,12,2007,-2.85,610.96,288.85,216.54,
Florida,FL,12,2008,-15.56,515.89,243.90,182.84,
Florida,FL,12,2009,-17.74,424.34,200.62,150.40,
Florida,FL,12,2010,-9.89,382.36,180.77,135.52,
Florida,FL,12,2011,-7.31,354.41,167.56,125.61,
Florida,FL,12,2012,-1.02,350.79,165.85,124.33,
Florida,FL,12,2013,7.43,376.87,178.18,133.57,
Florida,FL,12,2014,10.40,416.07,196.71,147.47,
Florida,FL,12,2015,8.93,453.21,214.27,160.63,
Florida,FL,12,2016,9.24,495.08,234.07,175.47,
Florida,FL,12,2017,8.42,536.75,253.77,190.24,
Florida,FL,12,2018,8.07,580.05,274.24,205.59,
Florida,FL,12,2019,5.48,611.86,289.28,216.86,
Florida,FL,12,2020,5.00,642.46,303.75,227.71,
Florida,FL,12,2021,15.60,742.69,351.13,263.23,
Florida,FL,12,2022,23.95,920.53,435.21,326.26,
Florida,FL,12,2023,8.98,1003.18,474.29,355.55,
Florida,FL,12,2024,3.29,1036.16,489.88,367.24,
Georgia,GA,13,1975,,100.00,45.69,32.06,
Georgia,GA,13,1976,4.00,104.00,47.51,33.35,
Georgia,GA,13,1977,3.09,107.21,48.98,34.37,
Georgia,GA,13,1978,8.11,115.90,52.95,37.16,
Georgia,GA,13,1979,9.86,127.32,58.17,40.82,
Georgia,GA,13,1980,10.97,141.29,64.55,45.30,
Georgia,GA,13,1981,8.32,153.04,69.92,49.07,
Georgia,GA,13,1982,5.84,161.98,74.00,51.94,
Georgia,GA,13,1983,2.86,166.61,76.12,53.42,
Georgia,GA,13,1984,6.10,176.77,80.76,56.68,
Georgia,GA,13,1985,4.87,185.39,84.70,59.44,
Georgia,GA,13,1986,5.84,196.22,89.65,62.92,
Georgia,GA,13,1987,4.56,205.17,93.73,65.78,
Georgia,GA,13,1988,4.19,213.77,97.67,68.54,
Georgia,GA,13,1989,2.13,218.33,99.75,70.01,
Georgia,GA,13,1990,0.25,218.88,100.00,70.18,
Georgia,GA,13,1991,0.50,219.98,100.50,70.53,
Georgia,GA,13,1992,1.74,223.80,102.25,71.76,
Georgia,GA,13,1993,1.87,227.99,104.16,73.10,
Georgia,GA,13,1994,2.23,233.08,106.49,74.73,
Georgia,GA,13,1995,3.85,242.05,110.59,77.61,
Georgia,GA,13,1996,4.01,251.75,115.02,80.72,
Georgia,GA,13,1997,4.45,262.96,120.14,84.32,
Georgia,GA,13,1998,4.86,275.74,125.98,88.41,
Georgia,GA,13,1999,5.56,291.07,132.98,93.33,
Georgia,GA,13,2000,7.15,311.88,142.49,100.00,
Georgia,GA,13,2001,6.14,331.01,151.23,106.14,
Georgia,GA,13,2002,3.70,343.25,156.82,110.06,
Georgia,GA,13,2003,2.11,350.48,160.12,112.38,
Georgia,GA,13,2004,4.17,365.09,166.80,117.06,
Georgia,GA,13,2005,5.47,385.06,175.92,123.47,
Georgia,GA,13,2006,4.64,402.93,184.09,129.20,
Georgia,GA,13,2007,2.43,412.71,188.55,132.33,
Georgia,GA,13,2008,-1.98,404.55,184.83,129.71,
Georgia,GA,13,2009,-4.94,384.57,175.70,123.31,
Georgia,GA,13,2010,-8.30,352.63,161.11,113.07,
Georgia,GA,13,2011,-7.51,326.16,149.01,104.58,
Georgia,GA,13,2012,-5.05,309.69,141.49,99.30,
Georgia,GA,13,2013,3.79,321.43,146.85,103.07,
Georgia,GA,13,2014,7.77,346.41,158.27,111.07,
Georgia,GA,13,2015,5.85,366.67,167.52,117.57,
Georgia,GA,13,2016,6.12,389.11,177.77,124.76,
Georgia,GA,13,2017,6.08,412.78,188.59,132.35,
Georgia,GA,13,2018,7.54,443.90,202.81,142.33,
Georgia,GA,13,2019,5.73,469.32,214.42,150.48,
Georgia,GA,13,2020,4.11,488.59,223.22,156.66,
Georgia,GA,13,2021,12.91,551.69,252.05,176.89,
Georgia,GA,13,2022,20.51,664.85,303.75,213.18,
Georgia,GA,13,2023,8.39,720.65,329.24,231.07,
Georgia,GA,13,2024,4.78,755.12,344.99,242.12,
Hawaii,HI,15,1975,,100.00,23.53,24.24,
Hawaii,HI,15,1976,0.11,100.11,23.56,24.27,
Hawaii,HI,15,1977,7.34,107.46,25.28,26.05,
Hawaii,HI,15,1978,13.38,121.83,28.67,29.53,
Hawaii,HI,15,1979,26.89,154.59,36.37,37.47,
Hawaii,HI,15,1980,21.19,187.35,44.08,45.41,
Hawaii,HI,15,1981,-30.66,129.90,30.56,31.49,
Hawaii,HI,15,1982,32.36,171.93,40.45,41.68,
Hawaii,HI,15,1983,13.91,195.85,46.08,47.48,
Hawaii,HI,15,1984,3.45,202.61,47.67,49.11,
Hawaii,HI,15,1985,4.63,211.99,49.88,51.39,
Hawaii,HI,15,1986,3.29,218.96,51.52,53.08,
Hawaii,HI,15,1987,8.13,236.77,55.71,57.39,
Hawaii,HI,15,1988,17.31,277.75,65.35,67.33,
Hawaii,HI,15,1989,25.72,349.19,82.16,84.64,
Hawaii,HI,15,1990,21.71,425.01,100.00,103.02,
Hawaii,HI,15,1991,9.93,467.20,109.93,113.25,
Hawaii,HI,15,1992,0.45,469.29,110.42,113.76,
Hawaii,HI,15,1993,-0.37,467.54,110.01,113.33,
Hawaii,HI,15,1994,-0.22,466.53,109.77,113.09,
Hawaii,HI,15,1995,-1.87,457.82,107.72,110.98,
Hawaii,HI,15,1996,-3.96,439.69,103.46,106.58,
Hawaii,HI,15,1997,-7.89,404.98,95.29,98.17,
Hawaii,HI,15,1998,-0.27,403.90,95.03,97.91,
Hawaii,HI,15,1999,-0.90,400.28,94.18,97.03,
Hawaii,HI,15,2000,3.06,412.53,97.06,100.00,
Hawaii,HI,15,2001,7.54,443.62,104.38,107.54,
Hawaii,HI,15,2002,6.73,473.49,111.41,114.78,
Hawaii,HI,15,2003,9.35,517.76,121.82,125.51,
Hawaii,HI,15,2004,20.87,625.79,147.24,151.70,
Hawaii,HI,15,2005,26.58,792.10,186.37,192.01,
Hawaii,HI,15,2006,14.70,908.58,213.78,220.24,
Hawaii,HI,15,2007,1.70,924.07,217.42,224.00,
Hawaii,HI,15,2008,-3.76,889.31,209.25,215.57,
Hawaii,HI,15,2009,-10.48,796.12,187.32,192.99,
Hawaii,HI,15,2010,-4.27,762.15,179.33,184.75,
Hawaii,HI,15,2011,-1.81,748.37,176.08,181.41,
Hawaii,HI,15,2012,0.69,753.55,177.30,182.67,
Hawaii,HI,15,2013,4.45,787.05,185.19,190.79,
Hawaii,HI,15,2014,7.81,848.49,199.64,205.68,
Hawaii,HI,15,2015,5.47,894.93,210.57,216.94,
Hawaii,HI,15,2016,6.47,952.85,224.20,230.98,
Hawaii,HI,15,2017,3.62,987.36,232.32,239.34,
Hawaii,HI,15,2018,4.58,1032.55,242.95,250.30,
Hawaii,HI,15,2019,2.91,1062.56,250.01,257.57,
Hawaii,HI,15,2020,-0.03,1062.22,249.93,257.49,
Hawaii,HI,15,2021,7.98,1146.96,269.87,278.03,
Hawaii,HI,15,2022,18.88,1363.53,320.82,330.53,
Hawaii,HI,15,2023,7.31,1463.16,344.27,354.68,
Hawaii,HI,15,2024,3.00,1507.13,354.61,365.34,
Idaho,ID,16,1975,,100.00,50.74,32.89,
Idaho,ID,16,1976,5.15,105.15,53.36,34.59,
Idaho,ID,16,1977,12.49,118.29,60.02,38.91,
Idaho,ID,16,1978,17.14,138.56,70.31,45.57,
Idaho,ID,16,1979,9.23,151.34,76.79,49.78,
Idaho,ID,16,1980,4.95,158.84,80.60,52.25,
Idaho,ID,16,1981,1.79,161.69,82.04,53.18,
Idaho,ID,16,1982,2.16,165.19,83.82,54.33,
Idaho,ID,16,1983,2.28,168.96,85.73,55.57,
Idaho,ID,16,1984,2.85,173.78,88.18,57.16,
Idaho,ID,16,1985,1.39,176.20,89.41,57.96,
Idaho,ID,16,1986,0.80,177.61,90.12,58.42,
Idaho,ID,16,1987,-0.52,176.68,89.65,58.11,
Idaho,ID,16,1988,-0.56,175.70,89.15,57.79,
Idaho,ID,16,1989,4.47,183.55,93.14,60.37,
Idaho,ID,16,1990,7.37,197.08,100.00,64.82,
Idaho,ID,16,1991,5.65,208.21,105.65,68.48,
Idaho,ID,16,1992,5.53,219.72,111.49,72.27,
Idaho,ID,16,1993,8.59,238.59,121.07,78.48,
Idaho,ID,16,1994,6.09,253.13,128.44,83.26,
Idaho,ID,16,1995,6.71,270.12,137.06,88.85,
Idaho,ID,16,1996,2.59,277.12,140.62,91.15,
Idaho,ID,16,1997,2.72,284.67,144.45,93.63,
Idaho,ID,16,1998,2.52,291.85,148.09,95.99,
Idaho,ID,16,1999,1.95,297.54,150.97,97.86,
Idaho,ID,16,2000,2.18,304.03,154.27,100.00,
Idaho,ID,16,2001,4.41,317.45,161.08,104.41,
Idaho,ID,16,2002,2.49,325.36,165.09,107.01,
Idaho,ID,16,2003,2.55,333.64,169.30,109.74,
Idaho,ID,16,2004,6.72,356.08,180.68,117.12,
Idaho,ID,16,2005,15.76,412.19,209.15,135.58,
Idaho,ID,16,2006,16.66,480.86,244.00,158.16,
Idaho,ID,16,2007,5.46,507.10,257.31,166.79,
Idaho,ID,16,2008,-2.14,496.26,251.81,163.23,
Idaho,ID,16,2009,-7.46,459.23,233.02,151.05,
Idaho,ID,16,2010,-10.59,410.62,208.35,135.06,
Idaho,ID,16,2011,-8.72,374.83,190.20,123.29,
Idaho,ID,16,2012,0.19,375.55,190.56,123.52,
Idaho,ID,16,2013,5.18,395.00,200.43,129.92,
Idaho,ID,16,2014,6.85,422.04,214.15,138.82,
Idaho,ID,16,2015,5.78,446.44,226.53,146.84,
Idaho,ID,16,2016,7.42,479.57,243.34,157.74,
Idaho,ID,16,2017,9.29,524.14,265.96,172.40,
Idaho,ID,16,2018,12.10,587.54,298.13,193.25,
Idaho,ID,16,2019,11.17,653.14,331.41,214.83,
Idaho,ID,16,2020,8.67,709.78,360.15,233.46,
Idaho,ID,16,2021,22.90,872.32,442.63,286.92,
Idaho,ID,16,2022,20.02,1046.97,531.25,344.36,
Idaho,ID,16,2023,-0.25,1044.31,529.90,343.49,
Idaho,ID,16,2024,3.90,1085.04,550.57,356.88,
Illinois,IL,17,1975,,100.00,38.25,26.98,
Illinois,IL,17,1976,11.21,111.21,42.53,30.01,
Illinois,IL,17,1977,17.39,130.55,49.93,35.22,
Illinois,IL,17,1978,17.69,153.65,58.77,41.46,
Illinois,IL,17,1979,2.44,157.40,60.20,42.47,
Illinois,IL,17,1980,0.01,157.40,60.20,42.47,
Illinois,IL,17,1981,4.53,164.53,62.93,44.39,
Illinois,IL,17,1982,-12.31,144.27,55.18,38.93,
Illinois,IL,17,1983,15.13,166.10,63.53,44.82,
Illinois,IL,17,1984,5.57,175.35,67.07,47.31,
Illinois,IL,17,1985,4.14,182.60,69.84,49.27,
Illinois,IL,17,1986,6.25,194.02,74.21,52.35,
Illinois,IL,17,1987,7.80,209.15,80.00,56.43,
Illinois,IL,17,1988,10.61,231.34,88.48,62.42,
Illinois,IL,17,1989,7.91,249.63,95.48,67.36,
Illinois,IL,17,1990,4.74,261.45,100.00,70.54,
Illinois,IL,17,1991,3.30,270.07,103.30,72.87,
Illinois,IL,17,1992,2.53,276.91,105.91,74.71,
Illinois,IL,17,1993,2.78,284.62,108.86,76.79,
Illinois,IL,17,1994,3.59,294.83,112.77,79.55,
Illinois,IL,17,1995,4.67,308.60,118.03,83.27,
Illinois,IL,17,1996,2.96,317.73,121.52,85.73,
Illinois,IL,17,1997,3.02,327.32,125.19,88.32,
Illinois,IL,17,1998,2.21,334.53,127.95,90.26,
Illinois,IL,17,1999,3.57,346.49,132.52,93.49,
Illinois,IL,17,2000,6.97,370.62,141.75,100.00,
Illinois,IL,17,2001,5.60,391.39,149.70,105.60,
Illinois,IL,17,2002,4.97,410.83,157.13,110.85,
Illinois,IL,17,2003,3.57,425.50,162.74,114.81,
Illinois,IL,17,2004,7.68,458.18,175.24,123.63,
Illinois,IL,17,2005,9.16,500.16,191.30,134.95,
Illinois,IL,17,2006,5.76,528.95,202.31,142.72,
Illinois,IL,17,2007,1.30,535.81,204.94,144.57,
Illinois,IL,17,2008,-2.99,519.79,198.81,140.25,
Illinois,IL,17,2009,-8.30,476.67,182.32,128.61,
Illinois,IL,17,2010,-6.35,446.42,170.74,120.45,
Illinois,IL,17,2011,-5.25,423.00,161.79,114.13,
Illinois,IL,17,2012,-2.78,411.22,157.28,110.95,
Illinois,IL,17,2013,0.18,411.97,157.57,111.16,
Illinois,IL,17,2014,3.71,427.26,163.42,115.28,
Illinois,IL,17,2015,3.00,440.08,168.32,118.74,
Illinois,IL,17,2016,2.84,452.60,173.11,122.12,
Illinois,IL,17,2017,2.58,464.29,177.58,125.27,
Illinois,IL,17,2018,2.36,475.27,181.78,128.24,
Illinois,IL,17,2019,2.61,487.65,186.52,131.58,
Illinois,IL,17,2020,1.06,492.82,188.49,132.97,
Illinois,IL,17,2021,7.75,531.01,203.10,143.28,
Illinois,IL,17,2022,12.18,595.67,227.83,160.72,
Illinois,IL,17,2023,7.21,638.60,244.25,172.31,
Illinois,IL,17,2024,7.23,684.80,261.92,184.77,
Indiana,IN,18,1975,,100.00,44.28,30.60,
Indiana,IN,18,1976,5.44,105.44,46.69,32.27,
Indiana,IN,18,1977,12.15,118.25,52.36,36.19,
Indiana,IN,18,1978,16.52,137.78,61.01,42.16,
Indiana,IN,18,1979,13.11,155.85,69.01,47.69,
Indiana,IN,18,1980,4.74,163.24,72.28,49.95,
Indiana,IN,18,1981,4.11,169.94,75.25,52.00,
Indiana,IN,18,1982,-4.70,161.96,71.71,49.56,
Indiana,IN,18,1983,6.43,172.37,76.32,52.75,
Indiana,IN,18,1984,1.76,175.40,77.66,53.67,
Indiana,IN,18,1985,3.45,181.45,80.34,55.53,
Indiana,IN,18,1986,4.64,189.88,84.07,58.10,
Indiana,IN,18,1987,4.23,197.91,87.63,60.56,
Indiana,IN,18,1988,5.67,209.14,92.60,64.00,
Indiana,IN,18,1989,4.66,218.90,96.92,66.98,
Indiana,IN,18,1990,3.18,225.85,100.00,69.11,
Indiana,IN,18,1991,3.51,233.77,103.51,71.54,
Indiana,IN,18,1992,2.99,240.77,106.61,73.68,
Indiana,IN,18,1993,3.24,248.56,110.06,76.06,
Indiana,IN,18,1994,3.85,258.14,114.30,78.99,
Indiana,IN,18,1995,5.48,272.29,120.56,83.32,
Indiana,IN,18,1996,4.28,283.95,125.73,86.89,
Indiana,IN,18,1997,4.15,295.73,130.94,90.50,
Indiana,IN,18,1998,3.41,305.83,135.41,93.59,
Indiana,IN,18,1999,2.97,314.90,139.43,96.36,
Indiana,IN,18,2000,3.77,326.79,144.69,100.00,
Indiana,IN,18,2001,4.24,340.65,150.83,104.24,
Indiana,IN,18,2002,1.97,347.38,153.81,106.30,
Indiana,IN,18,2003,1.36,352.10,155.90,107.75,
Indiana,IN,18,2004,2.40,360.54,159.64,110.33,
Indiana,IN,18,2005,3.53,373.29,165.28,114.23,
Indiana,IN,18,2006,1.83,380.12,168.31,116.32,
Indiana,IN,18,2007,1.11,384.36,170.19,117.62,
Indiana,IN,18,2008,-0.63,381.96,169.12,116.88,
Indiana,IN,18,2009,-2.19,373.61,165.42,114.33,
Indiana,IN,18,2010,-2.45,364.44,161.37,111.52,
Indiana,IN,18,2011,-1.85,357.69,158.38,109.46,
Indiana,IN,18,2012,-0.55,355.71,157.50,108.85,
Indiana,IN,18,2013,0.95,359.08,158.99,109.88,
Indiana,IN,18,2014,2.38,367.64,162.78,112.50,
Indiana,IN,18,2015,3.29,379.72,168.13,116.20,
Indiana,IN,18,2016,3.50,392.99,174.01,120.26,
Indiana,IN,18,2017,4.51,410.71,181.85,125.68,
Indiana,IN,18,2018,6.71,438.27,194.06,134.12,
Indiana,IN,18,2019,5.47,462.23,204.66,141.45,
Indiana,IN,18,2020,4.05,480.94,212.95,147.17,
Indiana,IN,18,2021,11.98,538.55,238.46,164.80,
Indiana,IN,18,2022,15.23,620.56,274.77,189.90,
Indiana,IN,18,2023,8.04,670.42,296.85,205.16,
Indiana,IN,18,2024,5.49,707.23,313.15,216.42,
Iowa,IA,19,1975,,100.00,53.11,34.01,
Iowa,IA,19,1976,13.04,113.04,60.04,38.44,
Iowa,IA,19,1977,11.85,126.44,67.16,43.00,
Iowa,IA,19,1978,13.64,143.69,76.32,48.87,
Iowa,IA,19,1979,10.37,158.59,84.23,53.93,
Iowa,IA,19,1980,0.88,159.99,84.97,54.41,
Iowa,IA,19,1981,-5.52,151.16,80.28,51.41,
Iowa,IA,19,1982,-2.43,147.50,78.34,50.16,
Iowa,IA,19,1983,7.84,159.06,84.48,54.09,
Iowa,IA,19,1984,1.19,160.95,85.48,54.73,
Iowa,IA,19,1985,1.71,163.70,86.94,55.67,
Iowa,IA,19,1986,1.05,165.42,87.86,56.25,
Iowa,IA,19,1987,0.77,166.70,88.54,56.69,
Iowa,IA,19,1988,2.01,170.06,90.32,57.83,
Iowa,IA,19,1989,5.67,179.70,95.44,61.11,
Iowa,IA,19,1990,4.78,188.28,100.00,64.03,
Iowa,IA,19,1991,4.25,196.29,104.25,66.75,
Iowa,IA,19,1992,3.21,202.59,107.60,68.89,
Iowa,IA,19,1993,4.94,212.60,112.91,72.30,
Iowa,IA,19,1994,5.68,224.68,119.33,76.41,
Iowa,IA,19,1995,6.58,239.47,127.18,81.43,
Iowa,IA,19,1996,3.96,248.96,132.22,84.66,
Iowa,IA,19,1997,3.96,258.81,137.46,88.01,
Iowa,IA,19,1998,4.26,269.83,143.31,91.76,
Iowa,IA,19,1999,3.89,280.32,148.88,95.33,
Iowa,IA,19,2000,4.90,294.06,156.18,100.00,
Iowa,IA,19,2001,4.67,307.80,163.48,104.67,
Iowa,IA,19,2002,2.82,316.47,168.08,107.62,
Iowa,IA,19,2003,2.31,323.77,171.96,110.10,
Iowa,IA,19,2004,4.28,337.62,179.31,114.81,
Iowa,IA,19,2005,4.79,353.78,187.90,120.31,
Iowa,IA,19,2006,2.85,363.88,193.26,123.74,
Iowa,IA,19,2007,1.81,370.47,196.76,125.98,
Iowa,IA,19,2008,0.42,372.02,197.59,126.51,
Iowa,IA,19,2009,-0.54,370.03,196.53,125.83,
Iowa,IA,19,2010,-1.01,366.28,194.54,124.56,
Iowa,IA,19,2011,-0.60,364.07,193.36,123.81,
Iowa,IA,19,2012,0.47,365.77,194.27,124.39,
Iowa,IA,19,2013,1.39,370.87,196.97,126.12,
Iowa,IA,19,2014,2.32,379.49,201.55,129.05,
Iowa,IA,19,2015,2.70,389.72,206.98,132.53,
Iowa,IA,19,2016,3.42,403.04,214.06,137.06,
Iowa,IA,19,2017,3.83,418.49,222.27,142.31,
Iowa,IA,19,2018,3.73,434.11,230.56,147.62,
Iowa,IA,19,2019,3.14,447.76,237.81,152.27,
Iowa,IA,19,2020,1.71,455.43,241.88,154.87,
Iowa,IA,19,2021,8.05,492.07,261.34,167.33,
Iowa,IA,19,2022,12.68,554.44,294.47,188.54,
Iowa,IA,19,2023,7.16,594.13,315.55,202.04,
Iowa,IA,19,2024,5.14,624.69,331.78,212.43,
Kansas,KS,20,1975,,100.00,53.35,35.84,
Kansas,KS,20,1976,7.83,107.83,57.53,38.64,
Kansas,KS,20,1977,12.22,121.00,64.56,43.36,
Kansas,KS,20,1978,12.23,135.81,72.45,48.67,
Kansas,KS,20,1979,10.24,149.71,79.87,53.65,
Kansas,KS,20,1980,7.23,160.54,85.65,57.53,
Kansas,KS,20,1981,1.91,163.61,87.28,58.63,
Kansas,KS,20,1982,1.85,166.64,88.90,59.72,
Kansas,KS,20,1983,2.75,171.22,91.35,61.36,
Kansas,KS,20,1984,0.61,172.27,91.91,61.74,
Kansas,KS,20,1985,0.42,173.00,92.30,62.00,
Kansas,KS,20,1986,3.56,179.17,95.59,64.21,
Kansas,KS,20,1987,1.97,182.69,97.46,65.47,
Kansas,KS,20,1988,0.94,184.40,98.38,66.08,
Kansas,KS,20,1989,1.61,187.38,99.97,67.15,
Kansas,KS,20,1990,0.03,187.44,100.00,67.17,
Kansas,KS,20,1991,0.96,189.24,100.96,67.82,
Kansas,KS,20,1992,1.90,192.83,102.88,69.11,
Kansas,KS,20,1993,2.67,197.98,105.62,70.95,
Kansas,KS,20,1994,5.48,208.83,111.41,74.84,
Kansas,KS,20,1995,6.53,222.46,118.68,79.72,
Kansas,KS,20,1996,3.96,231.26,123.38,82.88,
Kansas,KS,20,1997,4.39,241.42,128.80,86.52,
Kansas,KS,20,1998,4.09,251.30,134.07,90.06,
Kansas,KS,20,1999,4.83,263.44,140.55,94.41,
Kansas,KS,20,2000,5.92,279.04,148.87,100.00,
Kansas,KS,20,2001,4.83,292.50,156.05,104.83,
Kansas,KS,20,2002,3.47,302.65,161.47,108.46,
Kansas,KS,20,2003,1.96,308.59,164.64,110.59,
Kansas,KS,20,2004,3.96,320.81,171.15,114.97,
Kansas,KS,20,2005,4.49,335.22,178.84,120.13,
Kansas,KS,20,2006,3.36,346.48,184.85,124.17,
Kansas,KS,20,2007,2.22,354.17,188.95,126.93,
Kansas,KS,20,2008,-0.32,353.05,188.36,126.53,
Kansas,KS,20,2009,-1.13,349.07,186.23,125.10,
Kansas,KS,20,2010,-1.18,344.95,184.03,123.62,
Kansas,KS,20,2011,-1.72,339.01,180.86,121.49,
Kansas,KS,20,2012,-0.48,337.39,180.00,120.91,
Kansas,KS,20,2013,0.90,340.41,181.61,121.99,
Kansas,KS,20,2014,2.81,349.99,186.72,125.43,
Kansas,KS,20,2015,3.08,360.77,192.47,129.29,
Kansas,KS,20,2016,4.02,375.27,200.21,134.49,
Kansas,KS,20,2017,4.41,391.81,209.03,140.41,
Kansas,KS,20,2018,4.92,411.10,219.32,147.33,
Kansas,KS,20,2019,3.99,427.49,228.07,153.20,
Kansas,KS,20,2020,3.91,444.21,236.99,159.19,
Kansas,KS,20,2021,10.53,490.99,261.95,175.96,
Kansas,KS,20,2022,14.01,559.77,298.64,200.61,
Kansas,KS,20,2023,7.35,600.89,320.58,215.34,
Kansas,KS,20,2024,6.00,636.92,339.80,228.25,
Kentucky,KY,21,1975,,100.00,45.89,30.73,
Kentucky,KY,21,1976,4.05,104.05,47.75,31.97,
Kentucky,KY,21,1977,8.48,112.88,51.79,34.68,
Kentucky,KY,21,1978,15.61,130.50,59.88,40.10,
Kentucky,KY,21,1979,12.87,147.29,67.59,45.26,
Kentucky,KY,21,1980,4.79,154.34,70.82,47.42,
Kentucky,KY,21,1981,3.07,159.08,73.00,48.88,
Kentucky,KY,21,1982,1.93,162.16,74.41,49.83,
Kentucky,KY,21,1983,3.13,167.23,76.74,51.39,
Kentucky,KY,21,1984,1.73,170.12,78.06,52.27,
Kentucky,KY,21,1985,3.06,175.32,80.45,53.87,
Kentucky,KY,21,1986,4.24,182.76,83.86,56.16,
Kentucky,KY,21,1987,4.19,190.42,87.38,58.51,
Kentucky,KY,21,1988,6.15,202.13,92.75,62.11,
Kentucky,KY,21,1989,4.94,212.11,97.33,65.18,
Kentucky,KY,21,1990,2.74,217.93,100.00,66.96,
Kentucky,KY,21,1991,2.76,223.94,102.76,68.81,
Kentucky,KY,21,1992,2.72,230.03,105.55,70.68,
Kentucky,KY,21,1993,3.18,237.35,108.91,72.93,
Kentucky,KY,21,1994,5.27,249.85,114.65,76.77,
Kentucky,KY,21,1995,6.16,265.25,121.71,81.50,
Kentucky,KY,21,1996,3.89,275.57,126.45,84.68,
Kentucky,KY,21,1997,4.36,287.60,131.97,88.37,
Kentucky,KY,21,1998,3.54,297.79,136.64,91.50,
Kentucky,KY,21,1999,4.03,309.79,142.15,95.19,
Kentucky,KY,21,2000,5.05,325.44,149.33,100.00,
Kentucky,KY,21,2001,4.18,339.03,155.57,104.18,
Kentucky,KY,21,2002,2.60,347.84,159.61,106.88,
Kentucky,KY,21,2003,2.41,356.22,163.46,109.46,
Kentucky,KY,21,2004,4.30,371.54,170.48,114.16,
Kentucky,KY,21,2005,5.17,390.74,179.30,120.07,
Kentucky,KY,21,2006,3.29,403.60,185.20,124.02,
Kentucky,KY,21,2007,2.05,411.86,188.99,126.56,
Kentucky,KY,21,2008,0.51,413.95,189.95,127.20,
Kentucky,KY,21,2009,-1.53,407.60,187.03,125.25,
Kentucky,KY,21,2010,-1.36,402.06,184.49,123.54,
Kentucky,KY,21,2011,-1.50,396.01,181.71,121.68,
Kentucky,KY,21,2012,-0.08,395.68,181.56,121.58,
Kentucky,KY,21,2013,0.58,397.97,182.61,122.29,
Kentucky,KY,21,2014,1.64,404.50,185.61,124.29,
Kentucky,KY,21,2015,3.06,416.86,191.28,128.09,
Kentucky,KY,21,2016,3.75,432.50,198.46,132.90,
Kentucky,KY,21,2017,4.80,453.27,207.99,139.28,
Kentucky,KY,21,2018,4.44,473.42,217.23,145.47,
Kentucky,KY,21,2019,4.15,493.05,226.24,151.50,
Kentucky,KY,21,2020,3.68,511.19,234.56,157.07,
Kentucky,KY,21,2021,10.24,563.56,258.59,173.17,
Kentucky,KY,21,2022,14.28,644.01,295.51,197.89,
Kentucky,KY,21,2023,8.12,696.31,319.51,213.96,
Kentucky,KY,21,2024,6.25,739.83,339.48,227.33,
Louisiana,LA,22,1975,,100.00,52.03,34.02,
Louisiana,LA,22,1976,9.53,109.53,56.98,37.26,
Louisiana,LA,22,1977,10.16,120.66,62.77,41.05,
Louisiana,LA,22,1978,18.15,142.56,74.17,48.50,
Louisiana,LA,22,1979,22.34,174.41,90.74,59.33,
Louisiana,LA,22,1980,8.64,189.48,98.58,64.46,
Louisiana,LA,22,1981,10.80,209.94,109.22,71.42,
Louisiana,LA,22,1982,3.21,216.68,112.73,73.72,
Louisiana,LA,22,1983,0.91,218.66,113.76,74.39,
Louisiana,LA,22,1984,0.34,219.41,114.15,74.64,
Louisiana,LA,22,1985,-3.21,212.37,110.49,72.25,
Louisiana,LA,22,1986,-1.12,210.00,109.25,71.44,
Louisiana,LA,22,1987,-3.98,201.64,104.90,68.60,
Louisiana,LA,22,1988,-6.61,188.31,97.97,64.06,
Louisiana,LA,22,1989,0.62,189.48,98.58,64.46,
Louisiana,LA,22,1990,1.44,192.21,100.00,65.39,
Louisiana,LA,22,1991,2.61,197.22,102.61,67.10,
