"","Observation Date","Closing Price (USD)","Unemployment Rate (%)","CPI","Median Household Income (USD)","Median Housing Price (USD)"
"57",1928-03-22,18.6000003814697,NA,NA,NA,NA
"58",1928-03-23,18.7800006866455,NA,NA,NA,NA
"59",1928-03-26,19.0499992370605,NA,NA,NA,NA
"60",1928-03-27,18.9400005340576,NA,NA,NA,NA
"61",1928-03-28,18.8899993896484,NA,NA,NA,NA
"62",1928-03-29,18.9500007629395,NA,NA,NA,NA
"63",1928-03-30,19.2800006866455,NA,NA,NA,NA
"64",1928-04-02,18.9099998474121,NA,NA,NA,NA
"65",1928-04-03,19.0200004577637,NA,NA,NA,NA
"66",1928-04-04,18.9899997711182,NA,NA,NA,NA
"67",1928-04-05,19.2299995422363,NA,NA,NA,NA
"68",1928-04-09,19.2700004577637,NA,NA,NA,NA
"69",1928-04-10,19.1000003814697,NA,NA,NA,NA
"70",1928-04-11,19.4400005340576,NA,NA,NA,NA
"71",1928-04-12,19.4099998474121,NA,NA,NA,NA
"72",1928-04-13,19.7299995422363,NA,NA,NA,NA
"73",1928-04-16,19.6800003051758,NA,NA,NA,NA
"74",1928-04-17,19.5200004577637,NA,NA,NA,NA
"75",1928-04-18,19.5200004577637,NA,NA,NA,NA
"76",1928-04-19,19.6299991607666,NA,NA,NA,NA
"77",1928-04-20,19.3400001525879,NA,NA,NA,NA
"78",1928-04-23,19.1499996185303,NA,NA,NA,NA
"79",1928-04-24,19.25,NA,NA,NA,NA
"80",1928-04-25,19.3299999237061,NA,NA,NA,NA
"81",1928-04-26,19.4699993133545,NA,NA,NA,NA
"82",1928-04-27,19.6800003051758,NA,NA,NA,NA
"83",1928-04-30,19.75,NA,NA,NA,NA
"84",1928-05-01,19.7800006866455,NA,NA,NA,NA
"85",1928-05-02,19.8299999237061,NA,NA,NA,NA
"86",1928-05-03,19.9300003051758,NA,NA,NA,NA
"87",1928-05-04,20.2399997711182,NA,NA,NA,NA
"88",1928-05-07,20.4099998474121,NA,NA,NA,NA
"89",1928-05-08,20.2700004577637,NA,NA,NA,NA
"90",1928-05-09,20.2399997711182,NA,NA,NA,NA
"91",1928-05-10,20.2099990844727,NA,NA,NA,NA
"92",1928-05-11,20.3600006103516,NA,NA,NA,NA
"93",1928-05-14,20.4400005340576,NA,NA,NA,NA
"94",1928-05-15,20.3899993896484,NA,NA,NA,NA
"95",1928-05-16,20.0499992370605,NA,NA,NA,NA
"96",1928-05-17,20.1200008392334,NA,NA,NA,NA
"97",1928-05-18,19.9200000762939,NA,NA,NA,NA
"98",1928-05-21,19.6299991607666,NA,NA,NA,NA
"99",1928-05-22,19.3600006103516,NA,NA,NA,NA
"100",1928-05-23,19.75,NA,NA,NA,NA
"101",1928-05-24,19.8700008392334,NA,NA,NA,NA
"102",1928-05-25,19.8999996185303,NA,NA,NA,NA
"103",1928-05-28,19.5699996948242,NA,NA,NA,NA
"104",1928-05-29,19.8199996948242,NA,NA,NA,NA
"105",1928-05-31,20,NA,NA,NA,NA
"106",1928-06-01,20.0699996948242,NA,NA,NA,NA
"107",1928-06-04,19.7999992370605,NA,NA,NA,NA
"108",1928-06-05,19.8500003814697,NA,NA,NA,NA
"109",1928-06-06,19.6599998474121,NA,NA,NA,NA
"110",1928-06-07,19.6100006103516,NA,NA,NA,NA
"111",1928-06-08,19.3700008392334,NA,NA,NA,NA
"112",1928-06-11,18.6800003051758,NA,NA,NA,NA
"113",1928-06-12,18.3400001525879,NA,NA,NA,NA
"114",1928-06-13,18.8899993896484,NA,NA,NA,NA
"115",1928-06-14,19.0499992370605,NA,NA,NA,NA
"116",1928-06-15,18.7399997711182,NA,NA,NA,NA
"117",1928-06-18,18.3999996185303,NA,NA,NA,NA
"118",1928-06-19,18.3400001525879,NA,NA,NA,NA
"119",1928-06-20,18.5699996948242,NA,NA,NA,NA
"120",1928-06-21,18.5599994659424,NA,NA,NA,NA
"121",1928-06-22,18.5400009155273,NA,NA,NA,NA
"122",1928-06-25,18.4699993133545,NA,NA,NA,NA
"123",1928-06-26,18.6800003051758,NA,NA,NA,NA
"124",1928-06-27,18.8600006103516,NA,NA,NA,NA
"125",1928-06-28,19.0699996948242,NA,NA,NA,NA
"126",1928-06-29,19.1399993896484,NA,NA,NA,NA
"127",1928-07-02,18.9799995422363,NA,NA,NA,NA
"128",1928-07-03,19.2900009155273,NA,NA,NA,NA
"129",1928-07-05,19.4799995422363,NA,NA,NA,NA
"130",1928-07-06,19.3899993896484,NA,NA,NA,NA
"131",1928-07-09,19.4599990844727,NA,NA,NA,NA
"132",1928-07-10,19.4300003051758,NA,NA,NA,NA
"133",1928-07-11,18.9500007629395,NA,NA,NA,NA
"134",1928-07-12,18.8099994659424,NA,NA,NA,NA
"135",1928-07-13,18.9599990844727,NA,NA,NA,NA
"136",1928-07-16,18.7000007629395,NA,NA,NA,NA
"137",1928-07-17,18.7999992370605,NA,NA,NA,NA
"138",1928-07-18,19.0300006866455,NA,NA,NA,NA
"139",1928-07-19,18.9899997711182,NA,NA,NA,NA
"140",1928-07-20,19.0300006866455,NA,NA,NA,NA
"141",1928-07-23,19.1200008392334,NA,NA,NA,NA
"142",1928-07-24,19.0900001525879,NA,NA,NA,NA
"143",1928-07-25,19.2000007629395,NA,NA,NA,NA
"144",1928-07-26,19.2399997711182,NA,NA,NA,NA
"145",1928-07-27,19.4200000762939,NA,NA,NA,NA
"146",1928-07-30,19.4699993133545,NA,NA,NA,NA
"147",1928-07-31,19.4300003051758,NA,NA,NA,NA
"148",1928-08-01,19.4200000762939,NA,NA,NA,NA
"149",1928-08-02,19.3299999237061,NA,NA,NA,NA
"150",1928-08-03,19.3600006103516,NA,NA,NA,NA
"151",1928-08-06,19.5799999237061,NA,NA,NA,NA
"152",1928-08-07,19.4899997711182,NA,NA,NA,NA
"153",1928-08-08,19.25,NA,NA,NA,NA
"154",1928-08-09,19.2999992370605,NA,NA,NA,NA
"155",1928-08-10,19.25,NA,NA,NA,NA
"156",1928-08-13,19.2900009155273,NA,NA,NA,NA
"157",1928-08-14,19.1299991607666,NA,NA,NA,NA
"158",1928-08-15,19.4699993133545,NA,NA,NA,NA
"159",1928-08-16,19.6100006103516,NA,NA,NA,NA
"160",1928-08-17,19.6399993896484,NA,NA,NA,NA
"161",1928-08-20,19.7700004577637,NA,NA,NA,NA
"162",1928-08-21,20.0200004577637,NA,NA,NA,NA
"163",1928-08-22,20,NA,NA,NA,NA
"164",1928-08-23,20.0200004577637,NA,NA,NA,NA
"165",1928-08-24,20.3400001525879,NA,NA,NA,NA
"166",1928-08-27,20.3799991607666,NA,NA,NA,NA
"167",1928-08-28,20.5400009155273,NA,NA,NA,NA
"168",1928-08-29,20.5799999237061,NA,NA,NA,NA
"169",1928-08-30,20.6100006103516,NA,NA,NA,NA
"170",1928-08-31,20.8700008392334,NA,NA,NA,NA
"171",1928-09-04,20.9699993133545,NA,NA,NA,NA
"172",1928-09-05,21.0699996948242,NA,NA,NA,NA
"173",1928-09-06,20.9400005340576,NA,NA,NA,NA
"174",1928-09-07,21.0900001525879,NA,NA,NA,NA
"175",1928-09-10,20.9200000762939,NA,NA,NA,NA
"176",1928-09-11,21.0799999237061,NA,NA,NA,NA
"177",1928-09-12,21.1599998474121,NA,NA,NA,NA
"178",1928-09-13,21.1399993896484,NA,NA,NA,NA
"179",1928-09-14,21.1399993896484,NA,NA,NA,NA
"180",1928-09-17,21.3299999237061,NA,NA,NA,NA
"181",1928-09-18,21.1800003051758,NA,NA,NA,NA
"182",1928-09-19,21.1800003051758,NA,NA,NA,NA
"183",1928-09-20,21.2199993133545,NA,NA,NA,NA
"184",1928-09-21,21.3600006103516,NA,NA,NA,NA
"185",1928-09-24,21.4300003051758,NA,NA,NA,NA
"186",1928-09-25,21.4099998474121,NA,NA,NA,NA
"187",1928-09-26,21.3999996185303,NA,NA,NA,NA
"188",1928-09-27,21.1299991607666,NA,NA,NA,NA
"189",1928-09-28,21.1399993896484,NA,NA,NA,NA
"190",1928-10-01,21.3600006103516,NA,NA,NA,NA
"191",1928-10-02,21.2600002288818,NA,NA,NA,NA
"192",1928-10-03,21.1900005340576,NA,NA,NA,NA
"193",1928-10-04,21.2600002288818,NA,NA,NA,NA
"194",1928-10-05,21.2199993133545,NA,NA,NA,NA
"195",1928-10-08,21.1100006103516,NA,NA,NA,NA
"196",1928-10-09,21.1800003051758,NA,NA,NA,NA
"197",1928-10-10,21.4099998474121,NA,NA,NA,NA
"198",1928-10-11,21.5100002288818,NA,NA,NA,NA
"199",1928-10-15,21.6499996185303,NA,NA,NA,NA
"200",1928-10-16,21.7199993133545,NA,NA,NA,NA
"201",1928-10-17,21.7900009155273,NA,NA,NA,NA
"202",1928-10-18,21.8400001525879,NA,NA,NA,NA
"203",1928-10-19,21.9599990844727,NA,NA,NA,NA
"204",1928-10-22,21.8099994659424,NA,NA,NA,NA
"205",1928-10-23,21.9500007629395,NA,NA,NA,NA
"206",1928-10-24,21.9899997711182,NA,NA,NA,NA
"207",1928-10-25,21.9099998474121,NA,NA,NA,NA
"208",1928-10-26,21.6499996185303,NA,NA,NA,NA
"209",1928-10-29,22,NA,NA,NA,NA
"210",1928-10-30,21.7600002288818,NA,NA,NA,NA
"211",1928-10-31,21.6800003051758,NA,NA,NA,NA
"212",1928-11-01,21.9899997711182,NA,NA,NA,NA
"213",1928-11-02,21.9500007629395,NA,NA,NA,NA
"214",1928-11-05,22.2399997711182,NA,NA,NA,NA
"215",1928-11-07,22.2399997711182,NA,NA,NA,NA
"216",1928-11-08,22.3899993896484,NA,NA,NA,NA
"217",1928-11-09,22.5499992370605,NA,NA,NA,NA
"218",1928-11-12,22.8400001525879,NA,NA,NA,NA
"219",1928-11-13,22.9099998474121,NA,NA,NA,NA
"220",1928-11-14,22.9099998474121,NA,NA,NA,NA
"221",1928-11-15,23.0300006866455,NA,NA,NA,NA
"222",1928-11-16,23.3700008392334,NA,NA,NA,NA
"223",1928-11-19,23.3700008392334,NA,NA,NA,NA
"224",1928-11-20,23.5699996948242,NA,NA,NA,NA
"225",1928-11-21,23.2199993133545,NA,NA,NA,NA
"226",1928-11-22,23.5200004577637,NA,NA,NA,NA
"227",1928-11-23,23.7000007629395,NA,NA,NA,NA
"228",1928-11-26,23.7999992370605,NA,NA,NA,NA
"229",1928-11-27,23.9099998474121,NA,NA,NA,NA
"230",1928-11-28,24.1900005340576,NA,NA,NA,NA
"231",1928-11-30,24.2800006866455,NA,NA,NA,NA
"232",1928-12-03,23.8500003814697,NA,NA,NA,NA
"233",1928-12-04,23.9099998474121,NA,NA,NA,NA
"234",1928-12-05,23.8099994659424,NA,NA,NA,NA
"235",1928-12-06,22.9099998474121,NA,NA,NA,NA
"236",1928-12-07,22.3600006103516,NA,NA,NA,NA
"237",1928-12-10,22.3099994659424,NA,NA,NA,NA
"238",1928-12-11,22.7399997711182,NA,NA,NA,NA
"239",1928-12-12,22.5200004577637,NA,NA,NA,NA
"240",1928-12-13,22.4799995422363,NA,NA,NA,NA
"241",1928-12-14,22.5300006866455,NA,NA,NA,NA
"242",1928-12-17,22.4400005340576,NA,NA,NA,NA
"243",1928-12-18,22.7000007629395,NA,NA,NA,NA
"244",1928-12-19,22.9799995422363,NA,NA,NA,NA
"245",1928-12-20,23.0699996948242,NA,NA,NA,NA
"246",1928-12-21,23.3299999237061,NA,NA,NA,NA
"247",1928-12-24,23.5400009155273,NA,NA,NA,NA
"248",1928-12-26,23.4400005340576,NA,NA,NA,NA
"249",1928-12-27,23.6399993896484,NA,NA,NA,NA
"250",1928-12-28,23.9799995422363,NA,NA,NA,NA
"251",1928-12-31,24.3500003814697,NA,NA,NA,NA
"252",1929-01-02,24.8099994659424,NA,NA,NA,NA
"253",1929-01-03,24.8600006103516,NA,NA,NA,NA
"254",1929-01-04,24.8500003814697,NA,NA,NA,NA
"255",1929-01-07,24.25,NA,NA,NA,NA
"256",1929-01-08,24.1700000762939,NA,NA,NA,NA
"257",1929-01-09,24.5400009155273,NA,NA,NA,NA
"258",1929-01-10,24.5799999237061,NA,NA,NA,NA
"259",1929-01-11,24.5400009155273,NA,NA,NA,NA
"260",1929-01-14,24.5900001525879,NA,NA,NA,NA
"261",1929-01-15,24.2299995422363,NA,NA,NA,NA
"262",1929-01-16,24.5599994659424,NA,NA,NA,NA
"263",1929-01-17,24.6900005340576,NA,NA,NA,NA
"264",1929-01-18,24.7700004577637,NA,NA,NA,NA
"265",1929-01-21,24.8600006103516,NA,NA,NA,NA
"266",1929-01-22,25.0699996948242,NA,NA,NA,NA
"267",1929-01-23,25.2199993133545,NA,NA,NA,NA
"268",1929-01-24,25.0599994659424,NA,NA,NA,NA
"269",1929-01-25,25.4799995422363,NA,NA,NA,NA
"270",1929-01-28,25.3500003814697,NA,NA,NA,NA
"271",1929-01-29,25.3600006103516,NA,NA,NA,NA
"272",1929-01-30,25.4500007629395,NA,NA,NA,NA
"273",1929-01-31,25.7399997711182,NA,NA,NA,NA
"274",1929-02-01,25.8400001525879,NA,NA,NA,NA
"275",1929-02-04,25.6399993896484,NA,NA,NA,NA
"276",1929-02-05,25.7000007629395,NA,NA,NA,NA
"277",1929-02-06,25.4899997711182,NA,NA,NA,NA
"278",1929-02-07,24.7099990844727,NA,NA,NA,NA
"279",1929-02-08,24.4400005340576,NA,NA,NA,NA
"280",1929-02-11,24.9799995422363,NA,NA,NA,NA
"281",1929-02-13,24.9500007629395,NA,NA,NA,NA
"282",1929-02-14,24.8500003814697,NA,NA,NA,NA
"283",1929-02-15,24.3500003814697,NA,NA,NA,NA
"284",1929-02-18,24.3899993896484,NA,NA,NA,NA
"285",1929-02-19,24.3799991607666,NA,NA,NA,NA
"286",1929-02-20,24.5900001525879,NA,NA,NA,NA
"287",1929-02-21,24.8600006103516,NA,NA,NA,NA
"288",1929-02-25,24.9099998474121,NA,NA,NA,NA
"289",1929-02-26,24.9500007629395,NA,NA,NA,NA
"290",1929-02-27,25.25,NA,NA,NA,NA
"291",1929-02-28,25.5900001525879,NA,NA,NA,NA
"292",1929-03-01,25.8299999237061,NA,NA,NA,NA
"293",1929-03-04,25.4899997711182,NA,NA,NA,NA
"294",1929-03-05,25.3199996948242,NA,NA,NA,NA
"295",1929-03-06,24.9200000762939,NA,NA,NA,NA
"296",1929-03-07,25.1499996185303,NA,NA,NA,NA
"297",1929-03-08,25.3099994659424,NA,NA,NA,NA
"298",1929-03-11,24.9500007629395,NA,NA,NA,NA
"299",1929-03-12,24.9699993133545,NA,NA,NA,NA
"300",1929-03-13,25.2399997711182,NA,NA,NA,NA
"301",1929-03-14,25.7299995422363,NA,NA,NA,NA
"302",1929-03-15,26.0799999237061,NA,NA,NA,NA
"303",1929-03-18,26.0400009155273,NA,NA,NA,NA
"304",1929-03-19,26.0300006866455,NA,NA,NA,NA
"305",1929-03-20,26.0200004577637,NA,NA,NA,NA
"306",1929-03-21,25.8999996185303,NA,NA,NA,NA
"307",1929-03-22,25.5499992370605,NA,NA,NA,NA
"308",1929-03-25,24.5100002288818,NA,NA,NA,NA
"309",1929-03-26,24.3500003814697,NA,NA,NA,NA
"310",1929-03-27,25.0900001525879,NA,NA,NA,NA
"311",1929-03-28,25.5300006866455,NA,NA,NA,NA
"312",1929-04-01,24.8799991607666,NA,NA,NA,NA
"313",1929-04-02,25.1700000762939,NA,NA,NA,NA
"314",1929-04-03,24.8600006103516,NA,NA,NA,NA
"315",1929-04-04,25.2999992370605,NA,NA,NA,NA
"316",1929-04-05,25.0499992370605,NA,NA,NA,NA
"317",1929-04-08,24.8299999237061,NA,NA,NA,NA
"318",1929-04-09,24.6299991607666,NA,NA,NA,NA
"319",1929-04-10,24.7800006866455,NA,NA,NA,NA
"320",1929-04-11,25.0599994659424,NA,NA,NA,NA
"321",1929-04-12,25.1499996185303,NA,NA,NA,NA
"322",1929-04-15,25,NA,NA,NA,NA
"323",1929-04-16,25.0599994659424,NA,NA,NA,NA
"324",1929-04-17,25.3199996948242,NA,NA,NA,NA
"325",1929-04-18,25.4300003051758,NA,NA,NA,NA
"326",1929-04-19,25.4099998474121,NA,NA,NA,NA
"327",1929-04-22,25.7000007629395,NA,NA,NA,NA
"328",1929-04-23,25.8500003814697,NA,NA,NA,NA
"329",1929-04-24,25.75,NA,NA,NA,NA
"330",1929-04-25,25.6299991607666,NA,NA,NA,NA
"331",1929-04-26,25.5799999237061,NA,NA,NA,NA
"332",1929-04-29,25.5300006866455,NA,NA,NA,NA
"333",1929-04-30,25.9400005340576,NA,NA,NA,NA
"334",1929-05-01,25.9899997711182,NA,NA,NA,NA
"335",1929-05-02,26.1100006103516,NA,NA,NA,NA
"336",1929-05-03,26.3700008392334,NA,NA,NA,NA
"337",1929-05-06,26.3199996948242,NA,NA,NA,NA
"338",1929-05-07,26.0699996948242,NA,NA,NA,NA
"339",1929-05-08,26.1800003051758,NA,NA,NA,NA
"340",1929-05-09,26.0200004577637,NA,NA,NA,NA
"341",1929-05-10,26.3400001525879,NA,NA,NA,NA
"342",1929-05-13,25.6399993896484,NA,NA,NA,NA
"343",1929-05-14,25.9500007629395,NA,NA,NA,NA
"344",1929-05-15,25.8400001525879,NA,NA,NA,NA
"345",1929-05-16,25.9699993133545,NA,NA,NA,NA
"346",1929-05-17,26.0900001525879,NA,NA,NA,NA
"347",1929-05-20,25.3899993896484,NA,NA,NA,NA
"348",1929-05-21,25.7000007629395,NA,NA,NA,NA
"349",1929-05-22,24.7600002288818,NA,NA,NA,NA
"350",1929-05-23,25.3099994659424,NA,NA,NA,NA
"351",1929-05-24,25.1200008392334,NA,NA,NA,NA
"352",1929-05-27,24.2000007629395,NA,NA,NA,NA
"353",1929-05-28,24.5900001525879,NA,NA,NA,NA
"354",1929-05-29,24.6200008392334,NA,NA,NA,NA
"355",1929-05-31,24.8299999237061,NA,NA,NA,NA
"356",1929-06-03,25.2700004577637,NA,NA,NA,NA
"357",1929-06-04,25.6399993896484,NA,NA,NA,NA
"358",1929-06-05,25.5900001525879,NA,NA,NA,NA
"359",1929-06-06,25.6399993896484,NA,NA,NA,NA
"360",1929-06-07,25.5300006866455,NA,NA,NA,NA
"361",1929-06-10,25.2700004577637,NA,NA,NA,NA
"362",1929-06-11,25.4300003051758,NA,NA,NA,NA
"363",1929-06-12,25.4500007629395,NA,NA,NA,NA
"364",1929-06-13,25.8400001525879,NA,NA,NA,NA
"365",1929-06-14,25.9300003051758,NA,NA,NA,NA
"366",1929-06-17,26.4099998474121,NA,NA,NA,NA
"367",1929-06-18,26.4200000762939,NA,NA,NA,NA
"368",1929-06-19,26.3199996948242,NA,NA,NA,NA
"369",1929-06-20,26.4699993133545,NA,NA,NA,NA
"370",1929-06-21,26.6200008392334,NA,NA,NA,NA
"371",1929-06-24,26.6200008392334,NA,NA,NA,NA
"372",1929-06-25,26.8999996185303,NA,NA,NA,NA
"373",1929-06-26,27.0599994659424,NA,NA,NA,NA
"374",1929-06-27,27.1100006103516,NA,NA,NA,NA
"375",1929-06-28,27.4099998474121,NA,NA,NA,NA
"376",1929-07-01,27.7700004577637,NA,NA,NA,NA
"377",1929-07-02,28.0599994659424,NA,NA,NA,NA
"378",1929-07-03,28.1800003051758,NA,NA,NA,NA
"379",1929-07-05,28.3199996948242,NA,NA,NA,NA
"380",1929-07-08,28.3700008392334,NA,NA,NA,NA
"381",1929-07-09,28.2800006866455,NA,NA,NA,NA
"382",1929-07-10,28.2000007629395,NA,NA,NA,NA
"383",1929-07-11,28.2600002288818,NA,NA,NA,NA
"384",1929-07-12,28.5699996948242,NA,NA,NA,NA
"385",1929-07-15,28.4500007629395,NA,NA,NA,NA
"386",1929-07-16,28.6499996185303,NA,NA,NA,NA
"387",1929-07-17,28.7199993133545,NA,NA,NA,NA
"388",1929-07-18,28.6599998474121,NA,NA,NA,NA
"389",1929-07-19,28.7600002288818,NA,NA,NA,NA
"390",1929-07-22,28.4300003051758,NA,NA,NA,NA
"391",1929-07-23,28.8299999237061,NA,NA,NA,NA
"392",1929-07-24,28.6399993896484,NA,NA,NA,NA
"393",1929-07-25,28.7700004577637,NA,NA,NA,NA
"394",1929-07-26,28.6599998474121,NA,NA,NA,NA
"395",1929-07-29,28.1800003051758,NA,NA,NA,NA
"396",1929-07-30,28.5,NA,NA,NA,NA
"397",1929-07-31,28.8799991607666,NA,NA,NA,NA
"398",1929-08-01,29.0799999237061,NA,NA,NA,NA
"399",1929-08-02,29.5599994659424,NA,NA,NA,NA
"400",1929-08-05,29.5400009155273,NA,NA,NA,NA
"401",1929-08-06,29.4300003051758,NA,NA,NA,NA
"402",1929-08-07,29.1299991607666,NA,NA,NA,NA
"403",1929-08-08,29.4699993133545,NA,NA,NA,NA
"404",1929-08-09,28.3799991607666,NA,NA,NA,NA
"405",1929-08-12,29.2700004577637,NA,NA,NA,NA
"406",1929-08-13,29.5300006866455,NA,NA,NA,NA
"407",1929-08-14,29.6200008392334,NA,NA,NA,NA
"408",1929-08-15,29.6700000762939,NA,NA,NA,NA
"409",1929-08-16,30.2199993133545,NA,NA,NA,NA
"410",1929-08-19,30.5,NA,NA,NA,NA
"411",1929-08-20,30.6800003051758,NA,NA,NA,NA
"412",1929-08-21,30.5499992370605,NA,NA,NA,NA
"413",1929-08-22,30.7900009155273,NA,NA,NA,NA
"414",1929-08-23,31.0900001525879,NA,NA,NA,NA
"415",1929-08-26,31.0699996948242,NA,NA,NA,NA
"416",1929-08-27,31.0499992370605,NA,NA,NA,NA
"417",1929-08-28,30.9899997711182,NA,NA,NA,NA
"418",1929-08-29,31.2900009155273,NA,NA,NA,NA
"419",1929-08-30,31.7099990844727,NA,NA,NA,NA
"420",1929-09-03,31.8199996948242,NA,NA,NA,NA
"421",1929-09-04,31.7199993133545,NA,NA,NA,NA
"422",1929-09-05,31.0200004577637,NA,NA,NA,NA
"423",1929-09-06,31.8299999237061,NA,NA,NA,NA
"424",1929-09-09,31.6700000762939,NA,NA,NA,NA
"425",1929-09-10,31.1000003814697,NA,NA,NA,NA
"426",1929-09-11,31.5300006866455,NA,NA,NA,NA
"427",1929-09-12,31.1700000762939,NA,NA,NA,NA
"428",1929-09-13,31.3799991607666,NA,NA,NA,NA
"429",1929-09-16,31.8600006103516,NA,NA,NA,NA
"430",1929-09-17,31.6000003814697,NA,NA,NA,NA
"431",1929-09-18,31.6800003051758,NA,NA,NA,NA
"432",1929-09-19,31.7299995422363,NA,NA,NA,NA
"433",1929-09-20,31.3899993896484,NA,NA,NA,NA
"434",1929-09-23,31.3799991607666,NA,NA,NA,NA
"435",1929-09-24,30.7999992370605,NA,NA,NA,NA
"436",1929-09-25,30.8500003814697,NA,NA,NA,NA
"437",1929-09-26,31.1299991607666,NA,NA,NA,NA
"438",1929-09-27,30.2700004577637,NA,NA,NA,NA
"439",1929-09-30,30.1599998474121,NA,NA,NA,NA
"440",1929-10-01,29.9799995422363,NA,NA,NA,NA
"441",1929-10-02,30.2000007629395,NA,NA,NA,NA
"442",1929-10-03,28.9500007629395,NA,NA,NA,NA
"443",1929-10-04,28.6499996185303,NA,NA,NA,NA
"444",1929-10-07,30.4400005340576,NA,NA,NA,NA
"445",1929-10-08,30.3400001525879,NA,NA,NA,NA
"446",1929-10-09,30.2700004577637,NA,NA,NA,NA
"447",1929-10-10,30.8099994659424,NA,NA,NA,NA
"448",1929-10-11,30.7600002288818,NA,NA,NA,NA
"449",1929-10-14,30.5499992370605,NA,NA,NA,NA
"450",1929-10-15,30.2999992370605,NA,NA,NA,NA
"451",1929-10-16,29.2399997711182,NA,NA,NA,NA
"452",1929-10-17,29.6900005340576,NA,NA,NA,NA
"453",1929-10-18,28.8400001525879,NA,NA,NA,NA
"454",1929-10-21,27.7299995422363,NA,NA,NA,NA
"455",1929-10-22,28.2700004577637,NA,NA,NA,NA
"456",1929-10-23,26.6000003814697,NA,NA,NA,NA
"457",1929-10-24,25.75,NA,NA,NA,NA
"458",1929-10-25,26.1200008392334,NA,NA,NA,NA
"459",1929-10-28,22.7399997711182,NA,NA,NA,NA
"460",1929-10-29,20.4300003051758,NA,NA,NA,NA
"461",1929-10-30,22.9899997711182,NA,NA,NA,NA
"462",1929-10-31,24.1499996185303,NA,NA,NA,NA
"463",1929-11-04,22.8799991607666,NA,NA,NA,NA
"464",1929-11-06,20.6100006103516,NA,NA,NA,NA
"465",1929-11-07,21.3700008392334,NA,NA,NA,NA
