Series,"12-1985","01-1986","02-1986","03-1986","04-1986","05-1986","06-1986","07-1986","08-1986","09-1986","10-1986","11-1986","12-1986","01-1987","02-1987","03-1987","04-1987","05-1987","06-1987","07-1987","08-1987","09-1987","10-1987","11-1987","12-1987","01-1988","02-1988","03-1988","04-1988","05-1988","06-1988","07-1988","08-1988","09-1988","10-1988","11-1988","12-1988","01-1989","02-1989","03-1989","04-1989","05-1989","06-1989","07-1989","08-1989","09-1989","10-1989","11-1989","12-1989","01-1990","02-1990","03-1990","04-1990","05-1990","06-1990","07-1990","08-1990","09-1990","10-1990","11-1990","12-1990","01-1991","02-1991","03-1991","04-1991","05-1991","06-1991","07-1991","08-1991","09-1991","10-1991","11-1991","12-1991","01-1992","02-1992","03-1992","04-1992","05-1992","06-1992","07-1992","08-1992","09-1992","10-1992","11-1992","12-1992","01-1993","02-1993","03-1993","04-1993","05-1993","06-1993","07-1993","08-1993","09-1993","10-1993","11-1993","12-1993","01-1994","02-1994","03-1994","04-1994","05-1994","06-1994","07-1994","08-1994","09-1994","10-1994","11-1994","12-1994","01-1995","02-1995","03-1995","04-1995","05-1995","06-1995","07-1995","08-1995","09-1995","10-1995","11-1995","12-1995","01-1996","02-1996","03-1996","04-1996","05-1996","06-1996","07-1996","08-1996","09-1996","10-1996","11-1996","12-1996","01-1997","02-1997","03-1997","04-1997","05-1997","06-1997","07-1997","08-1997","09-1997","10-1997","11-1997","12-1997","01-1998","02-1998","03-1998","04-1998","05-1998","06-1998","07-1998","08-1998","09-1998","10-1998","11-1998","12-1998","01-1999","02-1999","03-1999","04-1999","05-1999","06-1999","07-1999","08-1999","09-1999","10-1999","11-1999","12-1999","01-2000","02-2000","03-2000","04-2000","05-2000","06-2000","07-2000","08-2000","09-2000","10-2000","11-2000","12-2000","01-2001","02-2001","03-2001","04-2001","05-2001","06-2001","07-2001","08-2001","09-2001","10-2001","11-2001","12-2001","01-2002","02-2002","03-2002","04-2002","05-2002","06-2002","07-2002","08-2002","09-2002","10-2002","11-2002","12-2002","01-2003","02-2003","03-2003","04-2003","05-2003","06-2003","07-2003","08-2003","09-2003","10-2003","11-2003","12-2003","01-2004","02-2004","03-2004","04-2004","05-2004","06-2004","07-2004","08-2004","09-2004","10-2004","11-2004","12-2004","01-2005","02-2005","03-2005","04-2005","05-2005","06-2005","07-2005","08-2005","09-2005","10-2005","11-2005","12-2005","01-2006","02-2006","03-2006","04-2006","05-2006","06-2006","07-2006","08-2006","09-2006","10-2006","11-2006","12-2006","01-2007","02-2007","03-2007","04-2007","05-2007","06-2007","07-2007","08-2007","09-2007","10-2007","11-2007","12-2007","01-2008","02-2008","03-2008","04-2008","05-2008","06-2008","07-2008","08-2008","09-2008","10-2008","11-2008","12-2008","01-2009","02-2009","03-2009","04-2009","05-2009","06-2009","07-2009","08-2009","09-2009","10-2009","11-2009","12-2009","01-2010","02-2010","03-2010","04-2010","05-2010","06-2010","07-2010","08-2010","09-2010","10-2010","11-2010","12-2010","01-2011","02-2011","03-2011","04-2011","05-2011","06-2011","07-2011","08-2011","09-2011","10-2011","11-2011","12-2011","01-2012","02-2012","03-2012","04-2012","05-2012","06-2012","07-2012","08-2012","09-2012","10-2012","11-2012","12-2012","01-2013","02-2013","03-2013","04-2013","05-2013","06-2013","07-2013","08-2013","09-2013","10-2013","11-2013","12-2013","01-2014","02-2014","03-2014","04-2014","05-2014","06-2014","07-2014","08-2014","09-2014","10-2014","11-2014","12-2014","01-2015","02-2015","03-2015","04-2015","05-2015","06-2015","07-2015","08-2015","09-2015","10-2015","11-2015","12-2015","01-2016","02-2016","03-2016","04-2016","05-2016","06-2016","07-2016","08-2016","09-2016","10-2016","11-2016","12-2016","01-2017","02-2017","03-2017","04-2017","05-2017","06-2017","07-2017","08-2017","09-2017","10-2017","11-2017","12-2017","01-2018","02-2018","03-2018","04-2018","05-2018","06-2018","07-2018","08-2018","09-2018","10-2018","11-2018","12-2018","01-2019","02-2019","03-2019","04-2019","05-2019","06-2019","07-2019","08-2019","09-2019","10-2019","11-2019","12-2019","01-2020","02-2020","03-2020","04-2020","05-2020","06-2020","07-2020","08-2020","09-2020","10-2020","11-2020","12-2020","01-2021","02-2021","03-2021","04-2021","05-2021","06-2021","07-2021","08-2021","09-2021","10-2021","11-2021","12-2021","01-2022","02-2022","03-2022","04-2022","05-2022","06-2022","07-2022","08-2022","09-2022","10-2022","11-2022","12-2022","01-2023","02-2023","03-2023","04-2023","05-2023","06-2023","07-2023","08-2023","09-2023","10-2023","11-2023","12-2023","01-2024","02-2024","03-2024","04-2024","05-2024","06-2024","07-2024","08-2024","09-2024","10-2024","11-2024","12-2024","01-2025","02-2025","03-2025","04-2025","05-2025","06-2025","07-2025","08-2025","09-2025","10-2025","11-2025"
Texas,3515,3811,3572,4889,5214,5615,5974,5994,5791,5317,4563,4267,4003,4267,3880,4425,4620,5350,5072,5234,5981,5083,5188,4426,4306,4414,4301,4674,5090,5451,5244,5668,5905,5500,4953,4398,4442,4633,4141,5084,5383,5773,5536,6011,5699,5722,5951,5276,4689,5007,4815,5529,6175,6885,6955,7386,7068,6989,5995,5579,5477,5326,5380,6546,6896,7790,7952,8281,8571,7786,7246,6028,6252,6353,6435,7025,7816,7715,7720,8158,7861,7548,7236,6095,6097,6317,5832,6669,7236,8118,7451,8462,7925,7571,7194,5966,6115,6310,5826,6872,7096,7444,7009,7697,7383,6760,6705,6017,5934,5918,5741,6173,6572,7509,6858,7439,7470,7193,7155,5991,6279,6157,5954,6286,6869,7664,7196,7453,7329,7029,6775,5767,6038,5761,5385,6685,6301,7349,7223,7158,7094,6543,6405,5593,5684,6014,5130,5892,6279,7011,6451,6646,6908,6247,5964,5533,5511,5778,5121,5631,6457,6917,6221,6494,6629,6349,6364,5992,5627,5895,5548,6016,6456,6970,6348,6939,6581,6376,6205,5330,5312,5597,5334,6029,6888,6899,6726,7337,6750,6824,6717,6015,5691,5742,5160,6459,7013,7235,6955,7257,7637,7181,6203,5835,5711,5814,4850,6180,6751,7317,6677,6714,6973,6431,6638,5733,5621,5624,5313,6401,6418,7058,6414,7066,6935,6700,6642,5463,5663,5876,5102,5967,6457,7085,6850,7041,6840,6716,6339,5499,5566,5855,5016,6094,6810,7102,6463,7270,6736,6273,6028,5487,5299,5331,5041,6246,6118,6820,6501,6724,6462,6693,6111,5521,5750,5833,5394,6269,6320,7159,6778,6947,6966,6380,6582,5824,5903,5687,5154,6201,6196,7122,6619,6624,6952,6384,5994,5811,5219,5401,4576,5977,6437,6996,6425,6411,6394,5871,6246,5494,5172,5246,4540,5604,6374,6325,6091,6178,5920,5905,5485,4939,4820,5438,4585,5761,5990,6081,5883,5997,6032,5710,5569,5102,4976,4992,4645,5391,5432,6056,5714,5946,5886,5622,5519,4920,4908,4947,4216,5266,5664,6020,5849,5724,6076,5656,5633,5248,5226,5010,4490,5521,5658,6245,5705,6166,6329,5976,5707,5264,5331,5572,5171,6081,6240,6473,6322,6584,6027,6123,6392,5703,5777,6129,5511,6163,6531,6981,6543,6846,6465,6252,6099,5982,5646,5504,5080,6190,6270,6837,6585,6595,6485,6326,6304,5673,6175,5717,5220,6222,6265,7044,6551,6692,6646,6881,6221,6396,6091,5942,5660,6874,6828,8196,8145,8531,8712,7539,8202,7545,7320,7280,6268,7124,7707,8385,8271,8475,8191,7488,7924,7105,7570,7293,6615,7801,8167,8843,7854,8280,7780,7551,7585,6758,7115,7309,6401,7542,7539,7647,7417,7685,7338,7157,7062,6455,6996,6173,6147,7240,7474,8110,7916,7514,7374,6958,7378,6373,6560,5894,5434,6550,6672,6946,6449,6633,6621,6034,5503,21
Texas Clearances,2220,2488,2175,2885,3027,3258,3445,3739,3492,3182,3010,2618,2575,2800,2547,2851,2956,3312,3117,3159,3727,3279,3092,2777,2638,2737,2600,3002,2946,3206,3154,3273,3433,3267,3043,2634,2670,2855,2389,3072,2957,3383,3201,3422,3145,3474,3290,3237,2725,3162,2951,3292,3410,3969,3945,4313,4186,3920,3796,3199,3157,3305,3171,3684,4052,4620,4358,4317,4524,4327,4395,3415,3513,3935,3642,4170,4566,4358,4351,4576,4435,4261,4331,3736,3496,3801,3446,3800,4039,4391,4508,4608,4610,4410,4144,3558,3434,3892,3511,4080,3950,4101,4160,4274,4326,3969,3788,3582,3383,3498,3059,3450,3390,4173,3949,4069,4265,4169,3928,3593,3587,3546,3511,3565,3811,4253,3870,4174,4036,3839,3891,3233,3293,3599,3201,3863,3757,4208,4176,4065,4138,3971,3965,3188,3487,3475,2929,3274,3534,3735,3621,3596,3690,3562,3465,3054,3628,3086,3085,3409,3501,3712,3815,3663,3835,3632,3467,3340,3252,3403,3014,3219,3306,3694,3465,3459,3546,3214,3249,2828,2792,3005,2832,3007,3319,3534,3195,3453,3407,3369,3353,2956,2845,3050,2774,3076,3461,3692,3574,3582,3767,3570,3145,3062,3092,3145,2713,3108,3285,3734,3287,3469,3536,3386,3442,2917,3041,3074,2674,3184,3279,3539,3296,3384,3473,3308,3410,2688,2853,3010,2609,2863,3052,3362,3319,3397,3589,3278,3202,3037,2866,3015,2662,2982,3224,3471,3204,3354,3344,2965,3023,2591,2542,2746,2506,2940,3005,3331,3039,3080,3251,3000,3059,2596,2670,2996,2787,3057,3280,3403,3334,3516,3374,3317,3466,2877,3166,3214,2859,3246,3302,3344,3468,3558,3509,3457,3403,2958,2997,3078,2721,3172,3400,3764,3654,3670,3627,3472,3450,3161,2866,3173,2718,3151,3345,3452,3385,3344,3480,3438,3137,2801,2869,3068,2654,3019,3225,3286,3117,3129,3238,3008,3081,2698,2780,3039,2823,2853,2896,3165,2957,3129,3163,3106,2983,2708,2825,3082,2327,2809,2948,3137,2985,2741,2819,2803,2799,2519,2394,2521,2478,2622,2810,2783,2870,2982,3005,3008,2984,3113,2868,2837,2788,3042,2979,3322,3078,3096,3085,2938,3018,2628,2674,3044,2746,3052,3116,3496,3176,3121,3234,3107,3146,2894,2630,2822,2604,2792,2884,3079,2671,2668,2681,2594,2646,2332,2504,2498,2294,2487,2653,2932,2616,2629,2803,2702,2741,2234,2173,2319,2398,2753,2737,3211,2841,3063,3088,2810,2799,2669,2521,2750,2367,2663,2779,2931,2958,3012,3050,2720,2788,2515,2589,2555,2416,2839,2921,3095,2898,3047,2963,2852,2844,2473,2566,2775,2468,2915,2873,2827,2900,2915,2835,2791,2699,2421,2615,2524,2660,3408,3237,3350,3150,3156,3181,3059,3020,2699,2574,2532,2446,2840,2918,2995,2734,3026,2861,2590,2365,15
