Series,"12-1985","01-1986","02-1986","03-1986","04-1986","05-1986","06-1986","07-1986","08-1986","09-1986","10-1986","11-1986","12-1986","01-1987","02-1987","03-1987","04-1987","05-1987","06-1987","07-1987","08-1987","09-1987","10-1987","11-1987","12-1987","01-1988","02-1988","03-1988","04-1988","05-1988","06-1988","07-1988","08-1988","09-1988","10-1988","11-1988","12-1988","01-1989","02-1989","03-1989","04-1989","05-1989","06-1989","07-1989","08-1989","09-1989","10-1989","11-1989","12-1989","01-1990","02-1990","03-1990","04-1990","05-1990","06-1990","07-1990","08-1990","09-1990","10-1990","11-1990","12-1990","01-1991","02-1991","03-1991","04-1991","05-1991","06-1991","07-1991","08-1991","09-1991","10-1991","11-1991","12-1991","01-1992","02-1992","03-1992","04-1992","05-1992","06-1992","07-1992","08-1992","09-1992","10-1992","11-1992","12-1992","01-1993","02-1993","03-1993","04-1993","05-1993","06-1993","07-1993","08-1993","09-1993","10-1993","11-1993","12-1993","01-1994","02-1994","03-1994","04-1994","05-1994","06-1994","07-1994","08-1994","09-1994","10-1994","11-1994","12-1994","01-1995","02-1995","03-1995","04-1995","05-1995","06-1995","07-1995","08-1995","09-1995","10-1995","11-1995","12-1995","01-1996","02-1996","03-1996","04-1996","05-1996","06-1996","07-1996","08-1996","09-1996","10-1996","11-1996","12-1996","01-1997","02-1997","03-1997","04-1997","05-1997","06-1997","07-1997","08-1997","09-1997","10-1997","11-1997","12-1997","01-1998","02-1998","03-1998","04-1998","05-1998","06-1998","07-1998","08-1998","09-1998","10-1998","11-1998","12-1998","01-1999","02-1999","03-1999","04-1999","05-1999","06-1999","07-1999","08-1999","09-1999","10-1999","11-1999","12-1999","01-2000","02-2000","03-2000","04-2000","05-2000","06-2000","07-2000","08-2000","09-2000","10-2000","11-2000","12-2000","01-2001","02-2001","03-2001","04-2001","05-2001","06-2001","07-2001","08-2001","09-2001","10-2001","11-2001","12-2001","01-2002","02-2002","03-2002","04-2002","05-2002","06-2002","07-2002","08-2002","09-2002","10-2002","11-2002","12-2002","01-2003","02-2003","03-2003","04-2003","05-2003","06-2003","07-2003","08-2003","09-2003","10-2003","11-2003","12-2003","01-2004","02-2004","03-2004","04-2004","05-2004","06-2004","07-2004","08-2004","09-2004","10-2004","11-2004","12-2004","01-2005","02-2005","03-2005","04-2005","05-2005","06-2005","07-2005","08-2005","09-2005","10-2005","11-2005","12-2005","01-2006","02-2006","03-2006","04-2006","05-2006","06-2006","07-2006","08-2006","09-2006","10-2006","11-2006","12-2006","01-2007","02-2007","03-2007","04-2007","05-2007","06-2007","07-2007","08-2007","09-2007","10-2007","11-2007","12-2007","01-2008","02-2008","03-2008","04-2008","05-2008","06-2008","07-2008","08-2008","09-2008","10-2008","11-2008","12-2008","01-2009","02-2009","03-2009","04-2009","05-2009","06-2009","07-2009","08-2009","09-2009","10-2009","11-2009","12-2009","01-2010","02-2010","03-2010","04-2010","05-2010","06-2010","07-2010","08-2010","09-2010","10-2010","11-2010","12-2010","01-2011","02-2011","03-2011","04-2011","05-2011","06-2011","07-2011","08-2011","09-2011","10-2011","11-2011","12-2011","01-2012","02-2012","03-2012","04-2012","05-2012","06-2012","07-2012","08-2012","09-2012","10-2012","11-2012","12-2012","01-2013","02-2013","03-2013","04-2013","05-2013","06-2013","07-2013","08-2013","09-2013","10-2013","11-2013","12-2013","01-2014","02-2014","03-2014","04-2014","05-2014","06-2014","07-2014","08-2014","09-2014","10-2014","11-2014","12-2014","01-2015","02-2015","03-2015","04-2015","05-2015","06-2015","07-2015","08-2015","09-2015","10-2015","11-2015","12-2015","01-2016","02-2016","03-2016","04-2016","05-2016","06-2016","07-2016","08-2016","09-2016","10-2016","11-2016","12-2016","01-2017","02-2017","03-2017","04-2017","05-2017","06-2017","07-2017","08-2017","09-2017","10-2017","11-2017","12-2017","01-2018","02-2018","03-2018","04-2018","05-2018","06-2018","07-2018","08-2018","09-2018","10-2018","11-2018","12-2018","01-2019","02-2019","03-2019","04-2019","05-2019","06-2019","07-2019","08-2019","09-2019","10-2019","11-2019","12-2019","01-2020","02-2020","03-2020","04-2020","05-2020","06-2020","07-2020","08-2020","09-2020","10-2020","11-2020","12-2020","01-2021","02-2021","03-2021","04-2021","05-2021","06-2021","07-2021","08-2021","09-2021","10-2021","11-2021","12-2021","01-2022","02-2022","03-2022","04-2022","05-2022","06-2022","07-2022","08-2022","09-2022","10-2022","11-2022","12-2022","01-2023","02-2023","03-2023","04-2023","05-2023","06-2023","07-2023","08-2023","09-2023","10-2023","11-2023","12-2023","01-2024","02-2024","03-2024","04-2024","05-2024","06-2024","07-2024","08-2024","09-2024","10-2024","11-2024","12-2024","01-2025","02-2025","03-2025","04-2025","05-2025","06-2025","07-2025","08-2025","09-2025","10-2025","11-2025"
Texas,592,627,615,740,766,825,828,785,857,749,669,614,530,590,528,565,597,768,737,773,864,689,702,619,635,588,621,608,702,827,750,772,768,742,649,566,525,578,495,619,689,771,646,791,759,691,725,617,566,662,599,729,718,779,764,898,836,792,701,664,604,634,666,752,790,879,887,858,891,736,815,713,640,694,716,860,805,790,865,919,929,760,814,682,598,764,718,820,839,899,907,973,886,879,762,780,693,705,712,796,831,813,829,883,788,773,693,645,633,708,581,707,701,765,752,798,792,761,723,680,593,662,646,624,742,748,714,857,700,744,696,619,622,643,592,653,634,710,778,762,717,742,687,563,524,602,586,678,701,712,710,705,735,694,616,623,551,635,559,634,635,705,695,693,664,669,625,529,501,643,587,659,595,729,699,746,715,703,666,580,548,600,642,701,687,730,684,744,735,704,710,599,606,650,601,651,757,800,777,804,816,731,692,655,563,628,582,615,712,681,700,705,759,731,682,600,622,706,620,791,656,737,696,753,755,696,696,629,612,679,609,676,738,738,684,820,781,759,761,645,634,645,550,784,737,820,746,794,777,703,695,592,577,658,645,722,719,786,720,760,681,691,708,655,701,616,568,672,738,735,714,709,724,696,717,596,563,626,630,691,759,753,682,812,713,701,705,609,620,599,561,668,613,727,674,683,700,690,666,556,492,642,479,680,664,692,653,703,677,599,622,557,510,628,571,687,629,675,694,741,706,620,659,590,480,652,541,647,703,742,667,718,725,679,718,621,565,957,841,911,975,1037,1023,1067,1049,1045,979,857,827,916,823,961,1060,1096,1091,1187,1115,1029,1070,974,958,1068,980,1053,1134,1166,1116,1216,1262,1188,1183,975,1030,1181,1074,1285,1228,1405,1263,1260,1220,1178,1256,1164,1088,1287,1223,1235,1239,1345,1321,1322,1351,1331,1260,1182,1102,1338,1186,1228,1364,1380,1325,1322,1408,1416,1302,1275,1163,1408,1253,1209,950,1262,1246,1256,1341,1310,1294,1215,1124,1454,1122,1493,1375,1422,1386,1360,1365,1375,1503,1310,1280,1476,1207,1388,1341,1463,1398,1409,1340,1385,1338,1134,1239,1433,1217,1430,1300,1405,1419,1353,1431,1291,1389,1162,1217,1404,1254,1340,1416,1444,1421,1403,1416,1402,1424,1291,1201,1217,1115,1322,1353,1278,1201,1204,1127,1126,993,4
Texas Clearances,361,367,319,375,400,500,421,473,443,409,352,329,321,319,294,360,316,400,381,405,505,454,383,393,410,338,323,347,373,446,420,436,438,424,382,343,295,343,295,360,384,455,422,451,405,429,444,404,354,401,352,397,426,462,436,490,512,463,465,416,345,406,401,411,486,474,487,502,511,426,500,426,390,390,425,467,459,518,474,467,442,456,536,402,334,429,379,453,410,462,467,511,486,500,431,387,377,422,437,480,490,516,493,460,486,472,463,348,395,372,336,396,351,464,419,371,426,409,418,378,340,429,356,358,422,462,393,455,412,391,429,380,314,359,333,396,360,381,388,401,408,427,409,305,330,338,314,377,360,344,378,383,370,402,349,327,374,295,349,365,296,343,403,386,387,336,272,318,287,295,308,374,293,351,357,327,356,333,329,297,238,282,260,298,332,314,305,314,349,325,292,266,256,296,301,315,327,356,306,376,322,382,353,264,307,339,278,268,308,326,308,317,340,318,328,264,281,299,310,357,328,274,334,297,342,308,286,276,297,288,294,309,343,299,315,286,366,284,299,316,298,286,267,322,290,332,360,343,334,308,273,296,259,297,266,313,318,404,311,304,361,294,304,259,259,312,264,267,315,317,325,346,311,340,301,257,305,280,284,277,279,278,332,316,287,316,319,222,253,255,244,308,273,276,275,290,312,313,290,249,226,294,238,293,303,320,261,284,326,287,292,212,221,271,280,255,242,296,291,295,301,298,308,260,280,281,234,243,277,288,249,294,260,275,301,256,251,316,286,339,367,393,361,384,347,369,386,310,316,327,377,375,396,354,400,461,475,448,445,427,375,439,409,410,391,398,432,410,456,463,451,413,429,458,440,463,373,461,465,450,453,394,474,366,359,401,376,361,383,382,348,371,378,335,365,283,302,337,294,296,318,336,339,317,346,314,392,279,257,302,286,271,240,275,257,299,278,284,283,230,234,257,208,293,287,249,323,306,289,307,249,281,250,258,227,313,277,284,283,268,293,310,288,238,233,279,278,282,258,244,274,268,254,270,261,241,225,273,284,281,291,309,312,287,331,315,274,284,294,296,290,336,347,317,300,312,276,259,256,5
