Series,"12-1985","01-1986","02-1986","03-1986","04-1986","05-1986","06-1986","07-1986","08-1986","09-1986","10-1986","11-1986","12-1986","01-1987","02-1987","03-1987","04-1987","05-1987","06-1987","07-1987","08-1987","09-1987","10-1987","11-1987","12-1987","01-1988","02-1988","03-1988","04-1988","05-1988","06-1988","07-1988","08-1988","09-1988","10-1988","11-1988","12-1988","01-1989","02-1989","03-1989","04-1989","05-1989","06-1989","07-1989","08-1989","09-1989","10-1989","11-1989","12-1989","01-1990","02-1990","03-1990","04-1990","05-1990","06-1990","07-1990","08-1990","09-1990","10-1990","11-1990","12-1990","01-1991","02-1991","03-1991","04-1991","05-1991","06-1991","07-1991","08-1991","09-1991","10-1991","11-1991","12-1991","01-1992","02-1992","03-1992","04-1992","05-1992","06-1992","07-1992","08-1992","09-1992","10-1992","11-1992","12-1992","01-1993","02-1993","03-1993","04-1993","05-1993","06-1993","07-1993","08-1993","09-1993","10-1993","11-1993","12-1993","01-1994","02-1994","03-1994","04-1994","05-1994","06-1994","07-1994","08-1994","09-1994","10-1994","11-1994","12-1994","01-1995","02-1995","03-1995","04-1995","05-1995","06-1995","07-1995","08-1995","09-1995","10-1995","11-1995","12-1995","01-1996","02-1996","03-1996","04-1996","05-1996","06-1996","07-1996","08-1996","09-1996","10-1996","11-1996","12-1996","01-1997","02-1997","03-1997","04-1997","05-1997","06-1997","07-1997","08-1997","09-1997","10-1997","11-1997","12-1997","01-1998","02-1998","03-1998","04-1998","05-1998","06-1998","07-1998","08-1998","09-1998","10-1998","11-1998","12-1998","01-1999","02-1999","03-1999","04-1999","05-1999","06-1999","07-1999","08-1999","09-1999","10-1999","11-1999","12-1999","01-2000","02-2000","03-2000","04-2000","05-2000","06-2000","07-2000","08-2000","09-2000","10-2000","11-2000","12-2000","01-2001","02-2001","03-2001","04-2001","05-2001","06-2001","07-2001","08-2001","09-2001","10-2001","11-2001","12-2001","01-2002","02-2002","03-2002","04-2002","05-2002","06-2002","07-2002","08-2002","09-2002","10-2002","11-2002","12-2002","01-2003","02-2003","03-2003","04-2003","05-2003","06-2003","07-2003","08-2003","09-2003","10-2003","11-2003","12-2003","01-2004","02-2004","03-2004","04-2004","05-2004","06-2004","07-2004","08-2004","09-2004","10-2004","11-2004","12-2004","01-2005","02-2005","03-2005","04-2005","05-2005","06-2005","07-2005","08-2005","09-2005","10-2005","11-2005","12-2005","01-2006","02-2006","03-2006","04-2006","05-2006","06-2006","07-2006","08-2006","09-2006","10-2006","11-2006","12-2006","01-2007","02-2007","03-2007","04-2007","05-2007","06-2007","07-2007","08-2007","09-2007","10-2007","11-2007","12-2007","01-2008","02-2008","03-2008","04-2008","05-2008","06-2008","07-2008","08-2008","09-2008","10-2008","11-2008","12-2008","01-2009","02-2009","03-2009","04-2009","05-2009","06-2009","07-2009","08-2009","09-2009","10-2009","11-2009","12-2009","01-2010","02-2010","03-2010","04-2010","05-2010","06-2010","07-2010","08-2010","09-2010","10-2010","11-2010","12-2010","01-2011","02-2011","03-2011","04-2011","05-2011","06-2011","07-2011","08-2011","09-2011","10-2011","11-2011","12-2011","01-2012","02-2012","03-2012","04-2012","05-2012","06-2012","07-2012","08-2012","09-2012","10-2012","11-2012","12-2012","01-2013","02-2013","03-2013","04-2013","05-2013","06-2013","07-2013","08-2013","09-2013","10-2013","11-2013","12-2013","01-2014","02-2014","03-2014","04-2014","05-2014","06-2014","07-2014","08-2014","09-2014","10-2014","11-2014","12-2014","01-2015","02-2015","03-2015","04-2015","05-2015","06-2015","07-2015","08-2015","09-2015","10-2015","11-2015","12-2015","01-2016","02-2016","03-2016","04-2016","05-2016","06-2016","07-2016","08-2016","09-2016","10-2016","11-2016","12-2016","01-2017","02-2017","03-2017","04-2017","05-2017","06-2017","07-2017","08-2017","09-2017","10-2017","11-2017","12-2017","01-2018","02-2018","03-2018","04-2018","05-2018","06-2018","07-2018","08-2018","09-2018","10-2018","11-2018","12-2018","01-2019","02-2019","03-2019","04-2019","05-2019","06-2019","07-2019","08-2019","09-2019","10-2019","11-2019","12-2019","01-2020","02-2020","03-2020","04-2020","05-2020","06-2020","07-2020","08-2020","09-2020","10-2020","11-2020","12-2020","01-2021","02-2021","03-2021","04-2021","05-2021","06-2021","07-2021","08-2021","09-2021","10-2021","11-2021","12-2021","01-2022","02-2022","03-2022","04-2022","05-2022","06-2022","07-2022","08-2022","09-2022","10-2022","11-2022","12-2022","01-2023","02-2023","03-2023","04-2023","05-2023","06-2023","07-2023","08-2023","09-2023","10-2023","11-2023","12-2023","01-2024","02-2024","03-2024","04-2024","05-2024","06-2024","07-2024","08-2024","09-2024","10-2024","11-2024","12-2024","01-2025","02-2025","03-2025","04-2025","05-2025","06-2025","07-2025","08-2025","09-2025","10-2025","11-2025"
Florida,3411,3954,3711,3869,3476,3308,3315,3526,3652,3684,3325,3307,3687,3903,3401,3551,3265,3499,3367,3518,3606,3487,3517,3646,4059,0,0,0,0,0,0,0,0,0,0,0,0,8,0,9106,0,0,9106,0,0,9106,0,0,23832,4329,3844,4499,4126,4381,4421,4884,4663,4566,4533,4175,4462,4853,4049,4714,4274,4275,4412,4695,4570,4151,4473,4113,4497,4148,3793,3994,3896,4107,4022,4192,4118,3716,4064,4037,4792,4335,3739,4199,3528,3550,3800,4192,4402,4030,3957,3785,4125,3785,3588,3988,3765,3465,3526,3697,4068,3611,3895,3715,4028,3445,3100,3484,3279,3599,3386,3523,3526,3469,3836,3555,3843,1346,1346,1346,1346,1346,1408,1346,1346,1346,1346,1346,9980,0,0,0,0,0,2637,0,0,0,0,0,37447,0,0,0,0,0,0,0,0,0,0,0,36119,0,0,0,0,0,0,0,0,0,0,0,31814,0,0,0,0,0,4875,0,0,0,0,0,26517,0,0,0,0,0,5863,0,0,0,0,0,26962,0,0,0,0,0,5685,0,0,0,0,0,26728,0,0,0,0,0,5758,0,0,0,0,0,25754,0,0,0,0,0,6339,0,0,0,0,0,23645,0,0,0,0,0,6170,0,0,0,0,0,23906,0,0,0,0,0,6819,0,0,0,0,0,27291,0,0,0,0,0,7919,0,0,0,0,0,30193,0,0,0,0,0,8050,0,0,0,0,0,28183,0,0,0,0,0,6507,0,0,0,0,0,24374,0,0,0,0,0,5323,0,0,0,0,0,20748,0,0,0,0,0,8032,0,0,0,0,0,17583,0,0,0,0,0,4250,0,0,0,0,0,19603,1,1,2,4,0,5134,4,3,2,1,2,17997,0,0,0,0,0,3792,0,0,0,0,0,17784,1,3,0,1,1,3756,0,2,7,1,0,17325,0,0,0,0,0,3660,0,0,0,0,0,16472,3,4,0,0,3,1,1,1,0,1,3,18567,0,2,0,0,0,1,2,5,2,0,0,16862,2,3,3,0,2,1,0,2,1,2,5,16178,2,3,0,0,0,18,2,1,5,0,0,13439,215,204,179,158,178,173,194,225,210,208,240,275,349,332,318,358,355,321,393,359,396,432,386,4469,408,391,383,455,498,434,476,473,510,492,436,2131,505,410,476,488,489,494,519,467,454,422,410,1783,384,367,412,473,456,390,377,404,329,182,48
Florida Clearances,589,960,753,954,947,862,857,913,844,994,983,774,778,912,979,972,942,958,923,898,874,927,933,900,820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1169,1084,1147,1046,1087,1086,1057,1117,963,1010,812,672,1533,1162,1248,1073,1090,1067,1184,1167,1042,1155,951,1008,1230,1034,1120,1013,997,1026,1056,890,934,980,937,913,1103,904,1026,998,890,1001,894,955,1032,910,837,829,967,982,998,881,939,927,847,1005,885,902,830,864,947,791,885,844,927,823,862,839,817,879,754,709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6838,0,0,0,0,0,0,0,0,0,0,0,9560,0,0,0,0,0,0,0,0,0,0,0,8311,0,0,0,0,0,0,0,0,0,0,0,8276,0,0,0,0,0,714,0,0,0,0,0,8153,0,0,0,0,0,1297,0,0,0,0,0,7662,0,0,0,0,0,1256,0,0,0,0,0,7908,0,0,0,0,0,1699,0,0,0,0,0,7022,0,0,0,0,0,1430,0,0,0,0,0,7052,0,0,0,0,0,1339,0,0,0,0,0,7884,0,0,0,0,0,1618,0,0,0,0,0,8761,0,0,0,0,0,1832,0,0,0,0,0,8890,0,0,0,0,0,1772,0,0,0,0,0,7965,0,0,0,0,0,1462,0,0,0,0,0,7251,0,0,0,0,0,2629,0,0,0,0,0,5656,0,0,0,0,0,1136,0,0,0,0,0,6639,0,1,1,2,0,1379,1,1,5,0,2,6315,0,0,0,0,0,1052,0,0,0,0,0,6325,0,1,1,0,0,915,0,1,3,0,0,6147,0,0,0,0,0,1046,0,0,0,0,0,5718,0,0,2,0,1,0,4,1,0,0,1,6520,0,1,0,0,0,0,1,1,1,0,0,6273,1,2,3,0,1,1,0,0,1,1,1,6142,1,0,1,0,1,12,0,0,1,0,0,5697,55,65,66,52,66,79,68,94,77,60,73,82,112,109,135,137,131,132,151,142,134,155,143,140,141,163,159,176,225,176,171,185,209,197,183,200,195,176,209,215,193,217,186,199,191,150,125,144,144,135,171,199,186,158,158,207,144,82,21
