Series,"12-1985","01-1986","02-1986","03-1986","04-1986","05-1986","06-1986","07-1986","08-1986","09-1986","10-1986","11-1986","12-1986","01-1987","02-1987","03-1987","04-1987","05-1987","06-1987","07-1987","08-1987","09-1987","10-1987","11-1987","12-1987","01-1988","02-1988","03-1988","04-1988","05-1988","06-1988","07-1988","08-1988","09-1988","10-1988","11-1988","12-1988","01-1989","02-1989","03-1989","04-1989","05-1989","06-1989","07-1989","08-1989","09-1989","10-1989","11-1989","12-1989","01-1990","02-1990","03-1990","04-1990","05-1990","06-1990","07-1990","08-1990","09-1990","10-1990","11-1990","12-1990","01-1991","02-1991","03-1991","04-1991","05-1991","06-1991","07-1991","08-1991","09-1991","10-1991","11-1991","12-1991","01-1992","02-1992","03-1992","04-1992","05-1992","06-1992","07-1992","08-1992","09-1992","10-1992","11-1992","12-1992","01-1993","02-1993","03-1993","04-1993","05-1993","06-1993","07-1993","08-1993","09-1993","10-1993","11-1993","12-1993","01-1994","02-1994","03-1994","04-1994","05-1994","06-1994","07-1994","08-1994","09-1994","10-1994","11-1994","12-1994","01-1995","02-1995","03-1995","04-1995","05-1995","06-1995","07-1995","08-1995","09-1995","10-1995","11-1995","12-1995","01-1996","02-1996","03-1996","04-1996","05-1996","06-1996","07-1996","08-1996","09-1996","10-1996","11-1996","12-1996","01-1997","02-1997","03-1997","04-1997","05-1997","06-1997","07-1997","08-1997","09-1997","10-1997","11-1997","12-1997","01-1998","02-1998","03-1998","04-1998","05-1998","06-1998","07-1998","08-1998","09-1998","10-1998","11-1998","12-1998","01-1999","02-1999","03-1999","04-1999","05-1999","06-1999","07-1999","08-1999","09-1999","10-1999","11-1999","12-1999","01-2000","02-2000","03-2000","04-2000","05-2000","06-2000","07-2000","08-2000","09-2000","10-2000","11-2000","12-2000","01-2001","02-2001","03-2001","04-2001","05-2001","06-2001","07-2001","08-2001","09-2001","10-2001","11-2001","12-2001","01-2002","02-2002","03-2002","04-2002","05-2002","06-2002","07-2002","08-2002","09-2002","10-2002","11-2002","12-2002","01-2003","02-2003","03-2003","04-2003","05-2003","06-2003","07-2003","08-2003","09-2003","10-2003","11-2003","12-2003","01-2004","02-2004","03-2004","04-2004","05-2004","06-2004","07-2004","08-2004","09-2004","10-2004","11-2004","12-2004","01-2005","02-2005","03-2005","04-2005","05-2005","06-2005","07-2005","08-2005","09-2005","10-2005","11-2005","12-2005","01-2006","02-2006","03-2006","04-2006","05-2006","06-2006","07-2006","08-2006","09-2006","10-2006","11-2006","12-2006","01-2007","02-2007","03-2007","04-2007","05-2007","06-2007","07-2007","08-2007","09-2007","10-2007","11-2007","12-2007","01-2008","02-2008","03-2008","04-2008","05-2008","06-2008","07-2008","08-2008","09-2008","10-2008","11-2008","12-2008","01-2009","02-2009","03-2009","04-2009","05-2009","06-2009","07-2009","08-2009","09-2009","10-2009","11-2009","12-2009","01-2010","02-2010","03-2010","04-2010","05-2010","06-2010","07-2010","08-2010","09-2010","10-2010","11-2010","12-2010","01-2011","02-2011","03-2011","04-2011","05-2011","06-2011","07-2011","08-2011","09-2011","10-2011","11-2011","12-2011","01-2012","02-2012","03-2012","04-2012","05-2012","06-2012","07-2012","08-2012","09-2012","10-2012","11-2012","12-2012","01-2013","02-2013","03-2013","04-2013","05-2013","06-2013","07-2013","08-2013","09-2013","10-2013","11-2013","12-2013","01-2014","02-2014","03-2014","04-2014","05-2014","06-2014","07-2014","08-2014","09-2014","10-2014","11-2014","12-2014","01-2015","02-2015","03-2015","04-2015","05-2015","06-2015","07-2015","08-2015","09-2015","10-2015","11-2015","12-2015","01-2016","02-2016","03-2016","04-2016","05-2016","06-2016","07-2016","08-2016","09-2016","10-2016","11-2016","12-2016","01-2017","02-2017","03-2017","04-2017","05-2017","06-2017","07-2017","08-2017","09-2017","10-2017","11-2017","12-2017","01-2018","02-2018","03-2018","04-2018","05-2018","06-2018","07-2018","08-2018","09-2018","10-2018","11-2018","12-2018","01-2019","02-2019","03-2019","04-2019","05-2019","06-2019","07-2019","08-2019","09-2019","10-2019","11-2019","12-2019","01-2020","02-2020","03-2020","04-2020","05-2020","06-2020","07-2020","08-2020","09-2020","10-2020","11-2020","12-2020","01-2021","02-2021","03-2021","04-2021","05-2021","06-2021","07-2021","08-2021","09-2021","10-2021","11-2021","12-2021","01-2022","02-2022","03-2022","04-2022","05-2022","06-2022","07-2022","08-2022","09-2022","10-2022","11-2022","12-2022","01-2023","02-2023","03-2023","04-2023","05-2023","06-2023","07-2023","08-2023","09-2023","10-2023","11-2023","12-2023","01-2024","02-2024","03-2024","04-2024","05-2024","06-2024","07-2024","08-2024","09-2024","10-2024","11-2024","12-2024","01-2025","02-2025","03-2025","04-2025","05-2025","06-2025","07-2025","08-2025","09-2025","10-2025","11-2025"
Pennsylvania,1209,1304,1350,1435,1545,1751,2066,1926,1836,1771,1879,1688,1618,1534,1541,1715,1985,1963,2075,2081,2091,1922,1769,1250,1711,1547,1581,1768,1793,2033,2006,1779,2017,1885,1889,1537,1771,1689,1678,1983,1883,1974,2154,2141,2064,2141,2000,1734,1822,2110,1860,2038,2026,2389,2464,2302,2440,2335,2175,2008,2194,1789,1561,1959,1859,2041,2084,2152,2367,2499,2276,2441,1890,1976,1936,1900,2132,2033,2013,2163,1879,1792,1981,1926,1752,1750,1634,1914,1809,1932,1915,2161,2147,1972,1983,1880,2073,1557,1761,1990,2070,1920,1801,2190,2010,1986,1955,1724,1951,1732,1614,1773,1863,1943,2272,2085,2123,1784,1579,1582,1548,1648,1584,1818,1774,1860,1905,1976,2030,1852,1938,1593,1576,1732,1725,1815,1800,2118,1859,1997,1948,1895,1837,1773,1343,1922,1748,1973,2005,2129,1969,2367,2382,2072,2143,2058,2127,2033,1878,2145,2093,2194,2229,2394,2312,2190,2220,2169,2102,2146,2120,2382,2263,2593,2343,2437,2317,2243,2336,2030,2104,2137,1824,2118,2140,2206,2263,2135,2257,2157,2225,1919,1883,1992,1936,2170,2134,2222,2165,2364,2444,2504,2172,1950,1819,1833,1526,2249,2137,2178,2294,2341,2303,2031,2081,1922,1783,1850,1898,2205,2181,2548,2351,2465,2447,2237,2251,2009,2008,2042,1885,2095,2357,2443,2489,2724,2611,2495,2337,2082,2001,2247,1947,2365,2338,2562,2584,2601,2508,2508,2460,2092,2067,2157,1788,2383,2290,2683,2505,2635,2375,2355,2497,1984,1882,2067,1948,2175,2311,2356,2592,2622,2524,2477,2421,2013,2074,1901,1808,2301,2240,2421,2314,2479,2443,2257,2212,1973,1897,2018,1630,2240,2245,2500,2290,2380,2292,2316,2245,1955,1760,1854,1725,2147,2279,2343,2312,2448,2327,2308,2243,1977,1939,1962,1908,2150,2049,2384,2345,2408,2335,2221,2113,1813,1870,1845,1617,2010,2083,2173,2132,2096,2052,2062,1970,1870,1708,1664,1492,1819,1766,2190,2050,1965,2115,1943,1889,1611,1755,1520,1447,1635,1897,2254,1937,2121,2109,1975,1901,1858,1718,1675,1563,1961,1822,2060,2102,2096,2025,1994,1999,1879,1692,1789,1706,1794,1927,2183,2044,2160,1883,2098,2083,1851,1763,1819,1711,1806,1982,2102,2139,2186,2141,2089,2228,1865,1967,1917,1676,1903,2089,2283,2241,776,2135,1976,2109,1908,1839,1794,1580,1726,1455,1874,1994,1970,2162,1989,2054,1759,1575,1031,778,1032,1035,1138,1180,1253,1218,1235,1123,979,1060,1074,1182,1752,1934,2003,1964,1891,1763,1564,1538,1451,1326,1480,1433,1741,1896,2062,1922,2069,1931,1949,1953,1703,1588,1619,1588,1729,1819,2041,1876,1866,1884,1822,1759,1757,1499,1408,1311,1512,1679,1680,1712,1755,1596,1552,1144,26
Pennsylvania Clearances,829,804,871,961,1069,1084,1356,1252,1252,1182,1302,1131,1151,1062,1051,1131,1292,1260,1395,1411,1326,1210,1164,870,1014,1031,1082,1265,1191,1290,1276,1144,1300,1189,1230,524,1130,1168,1129,1315,1205,1274,1427,1394,1425,1330,1368,1061,1206,1406,1137,1302,1240,1560,1494,1465,1524,1423,1424,1206,1343,1142,1022,1251,1239,1168,1333,1302,1521,1607,1393,1417,1203,1282,1248,1214,1404,1319,1231,1389,1181,1114,1221,1213,1166,1155,1040,1348,1249,1262,1227,1359,1401,1281,1234,1179,1316,1008,1121,1302,1283,1231,1112,1413,1235,1311,1349,1098,1317,1129,1068,1160,1234,1312,1482,1288,1393,1155,961,957,996,1110,1071,1198,1204,1277,1271,1302,1268,1185,1245,1031,1076,1214,1218,1159,1128,1404,1196,1323,1235,1319,1129,1174,884,1189,1094,1272,1342,1352,1226,1434,1472,1265,1304,1288,1561,1134,1177,1244,1270,1090,1169,1583,1587,1342,1228,1518,2349,1345,1418,1562,1428,1586,1460,1493,1334,1424,1427,1275,2454,1488,1374,1476,1468,1504,1520,1413,1470,1400,1484,1287,1271,1351,1374,1499,1436,1491,1420,1591,1521,1681,1446,1304,1189,1311,1088,1452,1362,1396,1454,1408,1493,1367,1335,1323,1160,1355,1273,1386,1501,1667,1492,1534,1508,1511,1452,1352,1509,1413,1253,1401,1610,1574,1482,1607,1655,1607,1543,1291,1352,1606,1448,1362,1797,1703,1725,1734,1643,1691,1588,1506,1336,1285,1038,1416,1282,1550,1354,1408,1330,1289,1417,1123,3016,1529,1414,1493,1636,1632,1738,1675,1586,1627,1582,1352,1432,1370,1255,1576,1512,1609,1522,1628,1675,1542,1517,1364,1380,1391,1184,1574,1499,1580,1494,1537,1431,1479,1437,1306,1199,1291,1261,1528,1510,1563,1546,1614,1522,1527,1536,1357,1265,1436,1394,1525,1434,1558,1560,1684,1525,1457,1415,1334,1283,1328,1203,1474,1494,1569,1492,1466,1438,1495,1389,1282,1217,1198,1121,1314,1293,1511,1457,1326,1349,1402,1343,1146,1158,1124,1106,1173,1317,1350,1427,1481,1389,1308,1465,1280,1171,1158,1145,1312,1280,1359,1421,1365,1338,1332,1331,1207,1155,1167,1154,1273,1284,1479,1393,1445,1340,1408,1381,1220,1192,1290,1136,1218,1265,1418,1331,1412,1359,1256,1430,1205,1312,1311,1118,1230,1384,1427,1419,486,1361,1262,1304,1215,1109,1172,1027,932,802,1045,1061,1088,1139,1052,1004,909,838,492,436,471,434,544,523,549,545,565,526,426,478,554,631,972,1000,1010,1055,1026,951,778,872,792,747,894,766,1079,1080,1110,1071,1190,1137,1189,1177,1032,946,1070,1007,1121,1106,1248,1110,1130,1048,1061,1059,1057,962,932,890,954,1057,1047,1009,1153,1023,979,808,17
