Series,"12-1985","01-1986","02-1986","03-1986","04-1986","05-1986","06-1986","07-1986","08-1986","09-1986","10-1986","11-1986","12-1986","01-1987","02-1987","03-1987","04-1987","05-1987","06-1987","07-1987","08-1987","09-1987","10-1987","11-1987","12-1987","01-1988","02-1988","03-1988","04-1988","05-1988","06-1988","07-1988","08-1988","09-1988","10-1988","11-1988","12-1988","01-1989","02-1989","03-1989","04-1989","05-1989","06-1989","07-1989","08-1989","09-1989","10-1989","11-1989","12-1989","01-1990","02-1990","03-1990","04-1990","05-1990","06-1990","07-1990","08-1990","09-1990","10-1990","11-1990","12-1990","01-1991","02-1991","03-1991","04-1991","05-1991","06-1991","07-1991","08-1991","09-1991","10-1991","11-1991","12-1991","01-1992","02-1992","03-1992","04-1992","05-1992","06-1992","07-1992","08-1992","09-1992","10-1992","11-1992","12-1992","01-1993","02-1993","03-1993","04-1993","05-1993","06-1993","07-1993","08-1993","09-1993","10-1993","11-1993","12-1993","01-1994","02-1994","03-1994","04-1994","05-1994","06-1994","07-1994","08-1994","09-1994","10-1994","11-1994","12-1994","01-1995","02-1995","03-1995","04-1995","05-1995","06-1995","07-1995","08-1995","09-1995","10-1995","11-1995","12-1995","01-1996","02-1996","03-1996","04-1996","05-1996","06-1996","07-1996","08-1996","09-1996","10-1996","11-1996","12-1996","01-1997","02-1997","03-1997","04-1997","05-1997","06-1997","07-1997","08-1997","09-1997","10-1997","11-1997","12-1997","01-1998","02-1998","03-1998","04-1998","05-1998","06-1998","07-1998","08-1998","09-1998","10-1998","11-1998","12-1998","01-1999","02-1999","03-1999","04-1999","05-1999","06-1999","07-1999","08-1999","09-1999","10-1999","11-1999","12-1999","01-2000","02-2000","03-2000","04-2000","05-2000","06-2000","07-2000","08-2000","09-2000","10-2000","11-2000","12-2000","01-2001","02-2001","03-2001","04-2001","05-2001","06-2001","07-2001","08-2001","09-2001","10-2001","11-2001","12-2001","01-2002","02-2002","03-2002","04-2002","05-2002","06-2002","07-2002","08-2002","09-2002","10-2002","11-2002","12-2002","01-2003","02-2003","03-2003","04-2003","05-2003","06-2003","07-2003","08-2003","09-2003","10-2003","11-2003","12-2003","01-2004","02-2004","03-2004","04-2004","05-2004","06-2004","07-2004","08-2004","09-2004","10-2004","11-2004","12-2004","01-2005","02-2005","03-2005","04-2005","05-2005","06-2005","07-2005","08-2005","09-2005","10-2005","11-2005","12-2005","01-2006","02-2006","03-2006","04-2006","05-2006","06-2006","07-2006","08-2006","09-2006","10-2006","11-2006","12-2006","01-2007","02-2007","03-2007","04-2007","05-2007","06-2007","07-2007","08-2007","09-2007","10-2007","11-2007","12-2007","01-2008","02-2008","03-2008","04-2008","05-2008","06-2008","07-2008","08-2008","09-2008","10-2008","11-2008","12-2008","01-2009","02-2009","03-2009","04-2009","05-2009","06-2009","07-2009","08-2009","09-2009","10-2009","11-2009","12-2009","01-2010","02-2010","03-2010","04-2010","05-2010","06-2010","07-2010","08-2010","09-2010","10-2010","11-2010","12-2010","01-2011","02-2011","03-2011","04-2011","05-2011","06-2011","07-2011","08-2011","09-2011","10-2011","11-2011","12-2011","01-2012","02-2012","03-2012","04-2012","05-2012","06-2012","07-2012","08-2012","09-2012","10-2012","11-2012","12-2012","01-2013","02-2013","03-2013","04-2013","05-2013","06-2013","07-2013","08-2013","09-2013","10-2013","11-2013","12-2013","01-2014","02-2014","03-2014","04-2014","05-2014","06-2014","07-2014","08-2014","09-2014","10-2014","11-2014","12-2014","01-2015","02-2015","03-2015","04-2015","05-2015","06-2015","07-2015","08-2015","09-2015","10-2015","11-2015","12-2015","01-2016","02-2016","03-2016","04-2016","05-2016","06-2016","07-2016","08-2016","09-2016","10-2016","11-2016","12-2016","01-2017","02-2017","03-2017","04-2017","05-2017","06-2017","07-2017","08-2017","09-2017","10-2017","11-2017","12-2017","01-2018","02-2018","03-2018","04-2018","05-2018","06-2018","07-2018","08-2018","09-2018","10-2018","11-2018","12-2018","01-2019","02-2019","03-2019","04-2019","05-2019","06-2019","07-2019","08-2019","09-2019","10-2019","11-2019","12-2019","01-2020","02-2020","03-2020","04-2020","05-2020","06-2020","07-2020","08-2020","09-2020","10-2020","11-2020","12-2020","01-2021","02-2021","03-2021","04-2021","05-2021","06-2021","07-2021","08-2021","09-2021","10-2021","11-2021","12-2021","01-2022","02-2022","03-2022","04-2022","05-2022","06-2022","07-2022","08-2022","09-2022","10-2022","11-2022","12-2022","01-2023","02-2023","03-2023","04-2023","05-2023","06-2023","07-2023","08-2023","09-2023","10-2023","11-2023","12-2023","01-2024","02-2024","03-2024","04-2024","05-2024","06-2024","07-2024","08-2024","09-2024","10-2024","11-2024","12-2024","01-2025","02-2025","03-2025","04-2025","05-2025","06-2025","07-2025","08-2025","09-2025","10-2025","11-2025"
United States,6442,6060,5700,6735,6870,7479,7826,8302,8680,7691,7086,6561,5814,6165,5730,6831,6891,7570,7778,8176,8193,7377,6701,6296,6395,5770,5786,6304,6297,7160,6891,7805,7658,6993,6511,5832,5244,6004,5154,7252,6688,6949,8128,8076,7704,8045,7017,6563,9134,7216,6320,7474,7588,8529,8414,8998,8803,8538,7848,7125,7544,6662,6483,7696,7581,8391,8780,8685,8887,8454,7912,7157,10865,6834,7356,8746,8173,8613,8888,9048,9187,8805,8003,7323,9536,6727,6059,7621,7138,7766,8294,8413,8070,7478,6989,6466,7366,6863,6682,7711,7659,8085,8557,8845,8697,8044,7688,6569,7779,6667,6154,7344,6935,7698,7358,8118,8599,7566,7530,6685,6896,6282,6163,6343,6440,7002,7037,7452,7182,6848,6628,5771,9148,5967,5283,6069,6175,6844,7775,7274,6987,6541,6116,5467,14712,5707,5393,6278,5962,6459,6558,6960,6741,6369,5739,5523,15344,5686,5141,5825,5736,6000,6192,6699,6653,5825,5756,5432,14097,5739,5407,6176,5788,6554,7953,6821,6664,6199,5983,5300,12629,5712,5254,6308,6136,6516,7810,7184,6934,6410,6231,5592,12679,5915,5436,6161,6681,7016,8289,7319,7269,7534,6351,5610,13753,5940,5081,6683,6001,6729,8198,7114,7210,7150,6231,5702,13724,6239,5937,7182,6492,6933,8304,7087,6954,6860,6585,5839,13833,6370,5631,6618,6467,6820,8264,7224,7269,7340,6583,5863,12859,6647,5563,6871,6448,6938,8790,7352,7232,6773,6472,5704,12588,6060,5346,6483,6234,6823,8479,6903,6907,6850,6328,5733,12589,6009,5486,6357,6326,6619,8244,7107,6903,6796,6330,5501,12080,6148,5490,6751,6560,6902,7996,7022,6832,6763,6172,5746,11922,6252,5359,6709,6323,6879,8284,7104,6977,6908,6253,5784,11358,6040,5275,6861,6168,6802,9095,7122,6798,6626,6149,5771,9900,6348,5775,6772,6296,6617,7589,7196,7062,6839,6245,5505,11195,7441,6401,7269,7558,8299,9007,8315,8259,7429,7620,6925,11793,8149,7054,8118,8257,8995,9989,9211,9231,9129,8689,7607,13959,8990,7852,9094,9073,9766,11148,10536,10326,9862,9396,8664,14897,9914,8953,9791,9968,10397,11466,10623,10610,10222,10221,9271,14959,10906,9040,10297,10760,11892,11166,11220,11142,10858,11278,10082,17352,11952,10086,11195,10970,12126,11653,11899,11900,11916,11802,10104,18509,11733,9740,11012,11138,11929,11404,11505,12010,12093,11352,10217,18338,12278,10572,9731,7373,9516,10731,11358,11229,10687,10465,9433,16635,9342,7680,9615,9286,9829,9759,9932,10037,9570,10267,9289,8625,11472,10518,11965,11362,11878,11603,11623,11813,11961,11548,9982,12284,11869,10280,11363,10950,11623,11088,11186,11452,10877,10917,9578,10658,10398,9797,10516,10621,11255,10940,11105,11126,11041,11059,9604,9984,8912,8348,9888,9691,9834,8910,8792,7858,6444,3889,234
United States Clearances,3476,3181,3253,3523,3670,3741,3899,4147,4345,3961,3786,3214,3099,3431,3100,3538,3733,3873,4016,4115,4272,3835,3524,3277,3501,2969,2976,3450,3349,3598,3485,3799,3941,3514,3303,2937,2817,3095,2884,3280,3285,3591,3609,3764,4052,3579,3665,3270,3160,3843,3262,3969,3837,4197,4313,4660,4703,4245,4223,3615,3623,3706,3444,3964,3821,4244,4203,4362,4483,4189,4070,3598,4768,3737,3711,4533,4149,4250,4506,4486,4372,4290,4233,3533,5055,3596,3273,4110,3591,3863,4197,4120,4128,3876,3508,3288,3522,3580,3673,3907,3823,4053,4153,4256,4353,3973,3914,3452,3671,3515,3202,3801,3286,3838,3576,3614,3943,3504,3591,3067,3258,3088,2985,3050,3010,3350,3246,3484,3553,3324,3260,2930,3368,3115,2754,2957,3118,3324,3463,3521,3353,3211,3065,2748,6699,2806,2494,3079,2828,2992,3102,3227,3177,3121,2794,2575,7760,2533,2474,2816,2741,2708,2776,3120,2977,2830,2591,2505,7191,2380,2368,2855,2460,2811,2759,2881,3046,2818,2595,2491,6604,2478,2155,2688,2547,2780,2839,3017,3070,2698,2720,2373,5796,2476,2254,2672,2798,2980,3237,3013,3013,2866,2832,2290,6442,2403,2235,2577,2545,2675,3046,2987,2939,2817,2663,2419,6325,2294,2318,2781,2604,2468,3160,2731,2765,2623,2518,2389,6096,2292,2271,2599,2502,2604,3060,2638,2986,2681,2499,2413,5787,2534,2091,2524,2211,2600,3133,2771,2858,2595,2487,2304,5656,2220,1992,2385,2330,2577,3095,2486,2786,2442,2534,2129,5263,2481,2314,2330,2421,2461,2954,2761,2592,2559,2476,2098,5435,2364,2235,2537,2484,2452,3146,2611,2642,2504,2449,2048,5181,2301,2114,2747,2250,2283,2947,2386,2539,2525,2337,2016,4787,2265,2082,2533,2251,2469,3581,2456,2648,2513,2261,2093,4101,2396,2230,2506,2280,2428,2686,2492,2563,2350,2382,2090,4532,2722,2556,2731,2715,3129,3459,2964,2997,2817,2953,2478,5273,2986,2663,3095,2997,3035,3605,3328,3060,3205,3219,2605,5878,3107,2940,3196,3137,3193,3870,3540,3557,3482,3394,3101,6313,3367,3283,3406,3388,3475,3906,3302,3674,3491,3375,3401,6075,3416,2978,3462,3218,3507,3598,3441,3712,3470,3605,3183,6672,3515,3206,3465,3457,3600,3423,3498,3710,3494,3571,3096,6794,3526,3205,3438,3487,3659,3350,3339,3494,3319,3375,2927,6395,3373,3140,3014,2440,2686,2732,3098,3066,3120,3010,2506,5805,2115,2083,2602,2366,2318,2571,2533,2558,2487,2459,2395,2390,2814,2836,3284,2935,2988,2993,2902,3174,3114,2898,2590,3498,3097,2945,3247,2874,3008,2815,2895,3130,2821,2810,2593,3021,2768,2840,3023,2837,2870,2700,3000,2966,2826,2830,2508,2828,2632,2432,2668,2841,2744,2570,2717,2231,1822,1262,104
