Series,"12-1985","01-1986","02-1986","03-1986","04-1986","05-1986","06-1986","07-1986","08-1986","09-1986","10-1986","11-1986","12-1986","01-1987","02-1987","03-1987","04-1987","05-1987","06-1987","07-1987","08-1987","09-1987","10-1987","11-1987","12-1987","01-1988","02-1988","03-1988","04-1988","05-1988","06-1988","07-1988","08-1988","09-1988","10-1988","11-1988","12-1988","01-1989","02-1989","03-1989","04-1989","05-1989","06-1989","07-1989","08-1989","09-1989","10-1989","11-1989","12-1989","01-1990","02-1990","03-1990","04-1990","05-1990","06-1990","07-1990","08-1990","09-1990","10-1990","11-1990","12-1990","01-1991","02-1991","03-1991","04-1991","05-1991","06-1991","07-1991","08-1991","09-1991","10-1991","11-1991","12-1991","01-1992","02-1992","03-1992","04-1992","05-1992","06-1992","07-1992","08-1992","09-1992","10-1992","11-1992","12-1992","01-1993","02-1993","03-1993","04-1993","05-1993","06-1993","07-1993","08-1993","09-1993","10-1993","11-1993","12-1993","01-1994","02-1994","03-1994","04-1994","05-1994","06-1994","07-1994","08-1994","09-1994","10-1994","11-1994","12-1994","01-1995","02-1995","03-1995","04-1995","05-1995","06-1995","07-1995","08-1995","09-1995","10-1995","11-1995","12-1995","01-1996","02-1996","03-1996","04-1996","05-1996","06-1996","07-1996","08-1996","09-1996","10-1996","11-1996","12-1996","01-1997","02-1997","03-1997","04-1997","05-1997","06-1997","07-1997","08-1997","09-1997","10-1997","11-1997","12-1997","01-1998","02-1998","03-1998","04-1998","05-1998","06-1998","07-1998","08-1998","09-1998","10-1998","11-1998","12-1998","01-1999","02-1999","03-1999","04-1999","05-1999","06-1999","07-1999","08-1999","09-1999","10-1999","11-1999","12-1999","01-2000","02-2000","03-2000","04-2000","05-2000","06-2000","07-2000","08-2000","09-2000","10-2000","11-2000","12-2000","01-2001","02-2001","03-2001","04-2001","05-2001","06-2001","07-2001","08-2001","09-2001","10-2001","11-2001","12-2001","01-2002","02-2002","03-2002","04-2002","05-2002","06-2002","07-2002","08-2002","09-2002","10-2002","11-2002","12-2002","01-2003","02-2003","03-2003","04-2003","05-2003","06-2003","07-2003","08-2003","09-2003","10-2003","11-2003","12-2003","01-2004","02-2004","03-2004","04-2004","05-2004","06-2004","07-2004","08-2004","09-2004","10-2004","11-2004","12-2004","01-2005","02-2005","03-2005","04-2005","05-2005","06-2005","07-2005","08-2005","09-2005","10-2005","11-2005","12-2005","01-2006","02-2006","03-2006","04-2006","05-2006","06-2006","07-2006","08-2006","09-2006","10-2006","11-2006","12-2006","01-2007","02-2007","03-2007","04-2007","05-2007","06-2007","07-2007","08-2007","09-2007","10-2007","11-2007","12-2007","01-2008","02-2008","03-2008","04-2008","05-2008","06-2008","07-2008","08-2008","09-2008","10-2008","11-2008","12-2008","01-2009","02-2009","03-2009","04-2009","05-2009","06-2009","07-2009","08-2009","09-2009","10-2009","11-2009","12-2009","01-2010","02-2010","03-2010","04-2010","05-2010","06-2010","07-2010","08-2010","09-2010","10-2010","11-2010","12-2010","01-2011","02-2011","03-2011","04-2011","05-2011","06-2011","07-2011","08-2011","09-2011","10-2011","11-2011","12-2011","01-2012","02-2012","03-2012","04-2012","05-2012","06-2012","07-2012","08-2012","09-2012","10-2012","11-2012","12-2012","01-2013","02-2013","03-2013","04-2013","05-2013","06-2013","07-2013","08-2013","09-2013","10-2013","11-2013","12-2013","01-2014","02-2014","03-2014","04-2014","05-2014","06-2014","07-2014","08-2014","09-2014","10-2014","11-2014","12-2014","01-2015","02-2015","03-2015","04-2015","05-2015","06-2015","07-2015","08-2015","09-2015","10-2015","11-2015","12-2015","01-2016","02-2016","03-2016","04-2016","05-2016","06-2016","07-2016","08-2016","09-2016","10-2016","11-2016","12-2016","01-2017","02-2017","03-2017","04-2017","05-2017","06-2017","07-2017","08-2017","09-2017","10-2017","11-2017","12-2017","01-2018","02-2018","03-2018","04-2018","05-2018","06-2018","07-2018","08-2018","09-2018","10-2018","11-2018","12-2018","01-2019","02-2019","03-2019","04-2019","05-2019","06-2019","07-2019","08-2019","09-2019","10-2019","11-2019","12-2019","01-2020","02-2020","03-2020","04-2020","05-2020","06-2020","07-2020","08-2020","09-2020","10-2020","11-2020","12-2020","01-2021","02-2021","03-2021","04-2021","05-2021","06-2021","07-2021","08-2021","09-2021","10-2021","11-2021","12-2021","01-2022","02-2022","03-2022","04-2022","05-2022","06-2022","07-2022","08-2022","09-2022","10-2022","11-2022","12-2022","01-2023","02-2023","03-2023","04-2023","05-2023","06-2023","07-2023","08-2023","09-2023","10-2023","11-2023","12-2023","01-2024","02-2024","03-2024","04-2024","05-2024","06-2024","07-2024","08-2024","09-2024","10-2024","11-2024","12-2024","01-2025","02-2025","03-2025","04-2025","05-2025","06-2025","07-2025","08-2025","09-2025","10-2025","11-2025"
United States,58260,55958,51918,65012,65942,74514,79612,80978,81055,71391,67559,61190,58989,61388,58225,65567,67165,74285,73822,78274,78178,71137,69579,64278,67485,56906,55361,62759,64432,71849,72007,77936,77844,71130,66705,58863,60087,63503,55778,79860,68914,74842,87749,81040,77146,87348,75588,65864,104567,74872,67744,79070,82721,91626,95314,101585,94252,89960,82722,73573,86163,68789,65457,79436,79733,89145,95310,95162,97215,92457,83942,74737,128461,76439,76083,87346,89579,95305,96801,96972,94039,92692,87706,77660,109759,79485,69265,88314,87978,94497,98856,100585,96635,91513,88825,77693,95502,75506,73033,86383,88549,91549,93523,98601,97407,91980,90484,79774,91931,76801,71425,82087,83825,88949,88835,93984,94072,89512,87081,74788,85220,68115,65026,69807,71060,77430,81643,80796,80373,74425,73453,64602,108687,61521,57587,68229,67057,75977,80527,77320,75936,71039,67726,60508,177623,62807,55854,64431,65787,72759,72183,74517,74313,68741,65336,58453,174517,58477,52192,59097,61566,67426,64942,70418,68093,63086,63097,56758,161407,56959,54438,62828,63523,69954,83005,71762,68631,65110,64112,54839,143636,56365,50725,61147,64005,67656,83209,71706,67698,66561,65279,58009,144996,56040,50238,60055,62861,67037,83422,68105,67019,76427,59297,51923,148591,51237,43717,64469,57878,62623,84138,64425,64059,68050,58999,51912,143328,51090,48101,65367,58315,64529,85915,64055,62170,67115,58152,51065,143619,52361,46265,62208,59212,64205,87869,67248,63786,68982,59443,52082,140899,57158,48833,64922,62255,66570,90110,70289,65032,68790,60186,52892,142331,52434,47229,68500,59908,67809,92129,67762,65158,70941,60385,52510,140605,52354,48034,64529,58888,64320,88018,66828,65076,68907,58974,52917,136267,51029,46395,63391,57842,64026,84098,63084,62508,65277,54740,50625,130900,50205,43069,62129,57581,62166,82004,61593,60739,64493,56593,48341,120597,47922,41933,59990,55278,59506,88802,62430,58859,63331,54129,48013,102031,49452,44294,62946,54967,60312,75231,62096,60067,65656,52447,47737,117053,50627,43565,52481,54790,61178,71348,61478,60719,56620,52991,48729,98954,47913,42948,53328,55517,61379,69137,61283,61449,56664,55493,49877,103869,50870,43659,55244,56005,63594,69750,64989,65125,60588,58521,52752,107947,55640,50401,60425,60573,66618,73897,68152,65534,62964,62712,56119,106122,58073,51254,58709,62424,67315,66177,69441,65753,63397,62862,56631,113147,55772,51051,59019,60992,69508,66214,68697,67114,64378,62314,54925,117307,55526,49461,58477,62103,68549,67458,67780,66603,63964,59727,55717,115991,58196,53116,61081,59584,74083,77950,80966,80659,72200,73516,65925,127434,48749,42406,49863,54054,61575,60152,63400,60425,57103,59086,51697,53455,64095,60141,72086,73313,80809,77684,81507,77347,74707,74034,65096,85561,70396,60280,68869,72984,79424,75776,80138,75862,73192,76300,65080,76726,62287,61327,68533,70592,78853,77264,77403,74497,72858,70409,62766,69904,54641,49872,60266,61072,64548,63112,63738,58108,45583,28797,2693
United States Clearances,31629,32196,32360,38023,39337,42894,45677,47763,47650,41826,41345,35764,35521,35724,33987,38829,39702,42392,42272,43558,43051,40443,37868,35750,37443,32803,31069,35952,36459,39421,39723,40758,42092,38038,36507,31665,33570,35166,31537,36480,36881,40058,39214,41040,41885,39496,40870,33191,32766,44131,39495,45948,45631,49960,52638,55572,53357,48928,47705,40899,41239,40834,36853,43262,42491,47631,48440,50268,50413,48102,46174,39223,54766,45243,43813,49527,50268,51557,52079,53755,50876,50884,49317,42786,61774,45875,40499,49076,47971,51379,52476,52816,51048,49618,47380,42291,41442,43341,41684,48285,47870,49437,50148,52497,52438,50486,49313,45785,45113,43506,38834,44340,43664,46287,45852,45110,46583,45044,43089,37357,39646,36909,34451,36573,36913,39650,40085,41624,40447,37969,38321,33009,40141,35584,32617,37476,37209,41124,39967,42658,41518,39953,38075,32982,75476,35769,31693,36711,36583,38058,37770,39193,39036,37242,35534,31846,96231,32619,30193,33583,34421,35533,35498,37662,36834,34408,32977,29955,87889,31082,30344,33743,33198,36456,35174,36549,35935,34243,33828,29484,97264,31792,28921,33439,33964,35297,38686,36338,34553,33134,33817,29757,81059,31083,27186,32189,34528,36046,40325,34358,35454,34323,32015,27440,78124,27589,26417,31634,30173,32738,37297,32889,32661,32255,31047,27557,74177,27632,26452,30892,30992,33228,40338,32883,32513,31149,30635,26801,73595,27726,24650,29100,30649,32483,39570,33908,33620,32179,30420,27941,76735,29290,25616,29660,30592,33108,40039,34033,32914,31080,30596,27561,72088,26785,24765,30559,29916,33068,39705,33083,33027,30911,30264,26799,72988,28234,25898,29271,30105,32222,41366,33852,31573,31776,30169,26620,71482,27511,25254,30093,29514,31583,42305,33010,31730,30058,29050,26083,68773,27254,23859,29220,29378,31558,38181,31794,31596,30366,29042,25785,63907,26119,23377,28189,28508,30545,43930,31828,30919,29335,28058,25212,53250,27008,24545,28833,28703,31306,35152,31845,31333,29640,27987,25120,59755,29031,25477,29099,29895,33254,38230,33138,32664,30877,29572,26749,57159,28000,25123,29270,30254,32692,36427,32303,31698,30048,29651,25919,56595,27537,24932,29126,29194,31173,35711,33045,32377,30833,30096,27527,58607,29117,27634,31050,30523,33370,37129,32898,33553,31535,30540,28417,56848,29919,26877,30702,30922,34081,33317,34200,33753,31787,31667,28600,60803,29305,27079,30172,30419,34124,31533,33553,33056,31099,30985,27438,60246,28693,25740,29255,31109,33272,32590,32635,32877,31161,29697,27138,58993,29607,26999,30174,29194,34023,32677,35153,35132,32151,31688,27913,61247,21442,19718,22990,23487,26074,26225,26702,26111,24460,25046,22212,22862,27343,26167,31376,30649,33668,33270,34265,34307,32220,31170,28323,28704,32198,28880,33285,33433,36506,35150,36889,36662,34609,35017,31576,31974,32188,32038,34932,35108,38281,36423,38157,36437,35179,35206,31563,31040,29101,27055,31239,31834,33311,31834,33786,30559,23517,14900,1453
