Series,"12-1985","01-1986","02-1986","03-1986","04-1986","05-1986","06-1986","07-1986","08-1986","09-1986","10-1986","11-1986","12-1986","01-1987","02-1987","03-1987","04-1987","05-1987","06-1987","07-1987","08-1987","09-1987","10-1987","11-1987","12-1987","01-1988","02-1988","03-1988","04-1988","05-1988","06-1988","07-1988","08-1988","09-1988","10-1988","11-1988","12-1988","01-1989","02-1989","03-1989","04-1989","05-1989","06-1989","07-1989","08-1989","09-1989","10-1989","11-1989","12-1989","01-1990","02-1990","03-1990","04-1990","05-1990","06-1990","07-1990","08-1990","09-1990","10-1990","11-1990","12-1990","01-1991","02-1991","03-1991","04-1991","05-1991","06-1991","07-1991","08-1991","09-1991","10-1991","11-1991","12-1991","01-1992","02-1992","03-1992","04-1992","05-1992","06-1992","07-1992","08-1992","09-1992","10-1992","11-1992","12-1992","01-1993","02-1993","03-1993","04-1993","05-1993","06-1993","07-1993","08-1993","09-1993","10-1993","11-1993","12-1993","01-1994","02-1994","03-1994","04-1994","05-1994","06-1994","07-1994","08-1994","09-1994","10-1994","11-1994","12-1994","01-1995","02-1995","03-1995","04-1995","05-1995","06-1995","07-1995","08-1995","09-1995","10-1995","11-1995","12-1995","01-1996","02-1996","03-1996","04-1996","05-1996","06-1996","07-1996","08-1996","09-1996","10-1996","11-1996","12-1996","01-1997","02-1997","03-1997","04-1997","05-1997","06-1997","07-1997","08-1997","09-1997","10-1997","11-1997","12-1997","01-1998","02-1998","03-1998","04-1998","05-1998","06-1998","07-1998","08-1998","09-1998","10-1998","11-1998","12-1998","01-1999","02-1999","03-1999","04-1999","05-1999","06-1999","07-1999","08-1999","09-1999","10-1999","11-1999","12-1999","01-2000","02-2000","03-2000","04-2000","05-2000","06-2000","07-2000","08-2000","09-2000","10-2000","11-2000","12-2000","01-2001","02-2001","03-2001","04-2001","05-2001","06-2001","07-2001","08-2001","09-2001","10-2001","11-2001","12-2001","01-2002","02-2002","03-2002","04-2002","05-2002","06-2002","07-2002","08-2002","09-2002","10-2002","11-2002","12-2002","01-2003","02-2003","03-2003","04-2003","05-2003","06-2003","07-2003","08-2003","09-2003","10-2003","11-2003","12-2003","01-2004","02-2004","03-2004","04-2004","05-2004","06-2004","07-2004","08-2004","09-2004","10-2004","11-2004","12-2004","01-2005","02-2005","03-2005","04-2005","05-2005","06-2005","07-2005","08-2005","09-2005","10-2005","11-2005","12-2005","01-2006","02-2006","03-2006","04-2006","05-2006","06-2006","07-2006","08-2006","09-2006","10-2006","11-2006","12-2006","01-2007","02-2007","03-2007","04-2007","05-2007","06-2007","07-2007","08-2007","09-2007","10-2007","11-2007","12-2007","01-2008","02-2008","03-2008","04-2008","05-2008","06-2008","07-2008","08-2008","09-2008","10-2008","11-2008","12-2008","01-2009","02-2009","03-2009","04-2009","05-2009","06-2009","07-2009","08-2009","09-2009","10-2009","11-2009","12-2009","01-2010","02-2010","03-2010","04-2010","05-2010","06-2010","07-2010","08-2010","09-2010","10-2010","11-2010","12-2010","01-2011","02-2011","03-2011","04-2011","05-2011","06-2011","07-2011","08-2011","09-2011","10-2011","11-2011","12-2011","01-2012","02-2012","03-2012","04-2012","05-2012","06-2012","07-2012","08-2012","09-2012","10-2012","11-2012","12-2012","01-2013","02-2013","03-2013","04-2013","05-2013","06-2013","07-2013","08-2013","09-2013","10-2013","11-2013","12-2013","01-2014","02-2014","03-2014","04-2014","05-2014","06-2014","07-2014","08-2014","09-2014","10-2014","11-2014","12-2014","01-2015","02-2015","03-2015","04-2015","05-2015","06-2015","07-2015","08-2015","09-2015","10-2015","11-2015","12-2015","01-2016","02-2016","03-2016","04-2016","05-2016","06-2016","07-2016","08-2016","09-2016","10-2016","11-2016","12-2016","01-2017","02-2017","03-2017","04-2017","05-2017","06-2017","07-2017","08-2017","09-2017","10-2017","11-2017","12-2017","01-2018","02-2018","03-2018","04-2018","05-2018","06-2018","07-2018","08-2018","09-2018","10-2018","11-2018","12-2018","01-2019","02-2019","03-2019","04-2019","05-2019","06-2019","07-2019","08-2019","09-2019","10-2019","11-2019","12-2019","01-2020","02-2020","03-2020","04-2020","05-2020","06-2020","07-2020","08-2020","09-2020","10-2020","11-2020","12-2020","01-2021","02-2021","03-2021","04-2021","05-2021","06-2021","07-2021","08-2021","09-2021","10-2021","11-2021","12-2021","01-2022","02-2022","03-2022","04-2022","05-2022","06-2022","07-2022","08-2022","09-2022","10-2022","11-2022","12-2022","01-2023","02-2023","03-2023","04-2023","05-2023","06-2023","07-2023","08-2023","09-2023","10-2023","11-2023","12-2023","01-2024","02-2024","03-2024","04-2024","05-2024","06-2024","07-2024","08-2024","09-2024","10-2024","11-2024","12-2024","01-2025","02-2025","03-2025","04-2025","05-2025","06-2025","07-2025","08-2025","09-2025","10-2025","11-2025"
New York,8579,8536,7096,7504,7087,7334,7238,7840,8173,7814,7670,7069,7624,7650,6983,7257,6800,6919,6977,7604,8034,7744,8165,7263,8078,7973,7390,7465,7011,7661,8093,8488,8498,8378,8618,8631,8853,8881,7637,8426,7600,7980,8117,8942,8873,9064,9619,9201,9529,10339,8546,8800,7908,8655,9153,9291,9875,9692,10185,9550,10168,9895,8463,8898,8289,9255,9064,9600,10062,9394,10383,9640,9882,9896,8497,7975,8079,8424,8905,9118,9129,9187,9888,9035,9743,8920,6975,8715,7573,7802,8646,8617,8666,8728,9366,8682,9248,7829,6270,7607,6842,7277,7256,7760,7741,7323,7558,6887,6928,6283,4937,5736,5326,5819,6025,5748,6719,5875,6925,6332,6092,5843,5309,5036,4802,5093,5076,5294,5274,4725,5275,4811,5295,4957,4128,4270,4104,4563,4492,4770,5085,5022,5088,4300,4666,4495,3698,3899,3537,3841,3825,4235,4227,4031,4334,3993,3992,3545,3287,3378,3157,3498,3670,3736,3810,3728,3854,3694,3565,3410,3041,3079,2862,3199,3297,3564,3726,3406,3724,3270,3264,3093,2353,2639,2755,2874,2883,3040,2978,3073,3528,3516,3072,2974,2447,2354,2596,2879,2754,743,820,8464,862,763,9222,677,520,6521,694,774,6650,780,794,7834,859,791,8601,654,540,6225,603,607,6330,751,772,7296,808,748,8032,729,623,6394,793,855,6542,904,957,7635,1033,973,7615,957,745,6257,819,923,6356,1011,1046,7273,943,904,7199,760,541,5536,664,792,5713,884,925,6822,871,808,6748,827,570,5772,727,813,5891,859,896,6861,940,831,6776,734,571,5018,727,750,5067,882,886,5812,907,924,5821,778,518,5101,676,728,5214,791,833,6149,842,788,6002,671,486,5001,621,721,5161,796,793,6273,773,805,6253,704,496,5288,636,803,5406,718,819,6117,786,662,6140,2375,1640,1842,1987,2154,2210,2489,2533,2497,2633,2406,2409,2098,1667,1647,1705,1958,1974,2153,2111,2116,2218,2114,2255,2026,1413,1698,1696,1961,1883,2162,2311,2140,2179,2103,2281,1953,1569,1702,1666,1816,1763,2012,2021,1931,1968,1887,1983,1799,1389,1429,1512,1667,1681,1734,1858,1715,1726,1741,1770,1609,1370,1318,1296,1593,1522,1531,1629,1611,1617,1548,1507,1313,1206,1179,1221,1442,1505,1666,1655,1779,1828,1584,1624,1728,1551,1306,974,1083,1308,1501,1685,1570,1647,1512,1608,157,112,139,158,186,181,204,189,191,211,199,211,1625,1613,1606,1588,1890,1992,2190,2039,1930,1924,1858,1676,1657,1489,1543,1542,1707,1833,1882,1959,1824,1954,1738,1911,1707,1518,1582,1636,1770,1740,1861,1781,1655,1772,1576,1396,1199,1061,1235,1334,1582,1518,1593,1458,0,0,
New York Clearances,1651,252,1989,2069,2116,1956,2046,2004,1866,2031,1969,1510,1801,1834,1649,1875,1925,1841,1747,1998,1969,2104,2107,1636,1695,1849,1778,1852,2150,2077,2248,1902,2048,2030,2060,2540,1986,2108,2000,2472,2437,2206,2176,2437,2490,2262,2476,267,289,2311,1691,2431,2353,1652,2595,1991,2115,2293,2308,1836,1963,2095,1640,2351,2166,2240,2170,2167,2216,2319,2285,1833,1813,1596,2031,2629,1940,1970,2100,1689,1907,2124,1851,1813,1743,2024,1631,2185,1696,1660,1591,2014,1737,1366,1718,1912,2015,1621,1676,1580,1322,1275,1198,2127,1391,1536,1686,2950,3389,2424,1307,1391,1198,1204,1013,298,347,318,349,324,314,1367,1568,1524,1427,1413,1731,1492,1881,1538,1588,1390,1508,1296,1344,1337,1266,1487,1391,1364,1595,1601,1479,1306,1613,1491,1277,1483,1508,1405,1249,1332,1556,1238,1309,1112,1414,1120,1136,1119,1134,1216,1164,1272,1279,1183,1116,1210,1239,1187,1127,1049,1066,1056,1080,1072,1173,1077,1030,1130,1329,1038,1038,1067,1046,1036,1016,1069,1017,952,879,1008,995,1115,1237,1138,1423,1602,274,266,291,291,295,239,793,257,200,242,242,258,238,228,264,240,219,201,784,256,201,220,198,211,234,245,246,216,266,203,809,245,215,205,216,237,272,266,325,284,317,272,277,244,218,233,229,304,303,287,290,263,249,292,251,257,181,221,181,256,240,239,278,257,290,215,194,282,190,216,226,296,251,243,230,274,253,253,222,219,220,244,260,243,244,250,252,251,257,255,246,251,215,222,217,257,265,227,279,260,252,207,229,305,235,199,239,270,250,256,254,248,268,263,244,240,216,226,212,256,226,199,239,227,238,194,222,895,727,815,882,927,929,970,975,868,1033,834,801,867,731,761,818,893,805,867,865,836,915,762,734,869,665,780,770,845,813,951,964,964,937,906,812,923,796,893,823,874,800,837,866,801,835,746,787,790,704,749,699,783,780,737,832,708,824,753,688,752,670,685,681,716,737,751,816,695,766,711,610,707,594,655,622,737,678,782,770,779,840,684,655,826,742,689,429,626,433,539,681,619,673,607,761,33,38,43,45,58,62,59,65,60,56,47,57,100,112,111,111,130,134,141,137,130,132,127,123,568,633,699,689,774,814,833,907,839,906,861,806,868,796,923,818,922,735,945,905,609,923,812,608,750,702,735,807,843,833,904,830,0,0,
