year,state,state_abv,total_ballots_counted,vap,noncitizen_pct,ineligible_prison,ineligible_probation,ineligible_parole,ineligible_felons_total,eligible_overseas,vep,vep_turnout_rate,vap_turnout_rate,election_type
2016,North Dakota,ND,349945,579842,0.022000000000000002,1791,0,0,1791,NA,565295,0.619,0.6034999999999999,presidential
2016,Ohio,OH,5607641,9028098,0.024,51666,0,0,51666,NA,8759758,0.6402,0.6211,presidential
2016,Oklahoma,OK,1465505,2972077,0.047,26691,33562,1895,47716,NA,2784673,0.5263,0.4930999999999999,presidential
2016,Oregon,OR,2056310,3233909,0.063,15166,0,0,15166,NA,3015007,0.682,0.6359,presidential
2016,Pennsylvania,PA,6223150,10114662,0.037000000000000005,48098,0,0,48098,NA,9692322,0.6421000000000001,0.6153,presidential
2016,Rhode Island,RI,469589,848850,0.071,3038,0,0,3038,NA,785544,0.5978,0.5532,presidential
2016,South Carolina,SC,2123584,3881185,0.034,20350,32634,4347,43298,NA,3705927,0.573,0.5471,presidential
2016,South Dakota,SD,378995,651179,0.025,3744,0,2687,6431,NA,628468,0.603,0.5820000000000001,presidential
2016,Tennessee,TN,2545271,5162937,0.035,27906,62609,12092,75685,NA,4906550,0.5186999999999999,0.493,presidential
2016,Texas,TX,8975000,20718271,0.133,155327,374285,111287,479956,NA,17482785,0.5134,0.43320000000000003,presidential
2016,Utah,UT,1152369,2139328,0.069,5846,0,0,5846,NA,1985869,0.5803,0.5387,presidential
2016,Vermont,VT,320467,505888,0.022000000000000002,0,0,0,0,NA,494758,0.6476999999999999,0.6335,presidential
2016,Virginia,VA,3996302,6556247,0.069,36959,60821,1650,73277,NA,6030589,0.6627,0.6094999999999999,presidential
2016,Washington,WA,3363440,5693791,0.086,18335,89317,11322,80568,NA,5123557,0.6564999999999999,0.5907,presidential
2016,West Virginia,WV,732362,1454560,0.011000000000000001,7137,6523,3550,14405,NA,1424155,0.5142,0.5035,presidential
2016,Wisconsin,WI,2993000,4493054,0.032,22889,44489,20401,68649,NA,4280628,0.6992,0.6661,presidential
2016,Wyoming,WY,258788,446228,0.024,2323,4666,842,5825,NA,429694,0.6023000000000001,0.5799,presidential
2014,Alabama,AL,1191274,3740624,0.026000000000000002,31691,53640,8097,69826,NA,3573542,0.3334,0.3185,midterm
2014,Alaska,AK,285431,550095,0.039,5216,7077,2210,11389,NA,517252,0.5518,0.5189,midterm
2014,Arizona,AZ,1537671,5138141,0.09699999999999999,37516,73232,7502,86028,NA,4553713,0.33770000000000006,0.2993,midterm
2014,Arkansas,AR,852642,2264098,0.038,17756,28192,21743,55287,NA,2122776,0.4017,0.37660000000000005,midterm
2014,California,CA,7513972,29575685,0.16699999999999998,136088,0,87104,223192,NA,24413353,0.30779999999999996,0.2541,midterm
2014,Colorado,CO,2080071,4132930,0.07,19121,0,10067,29188,NA,3814437,0.5453,0.5033,midterm
2014,Connecticut,CT,1096556,2822985,0.08199999999999999,16113,0,2564,18677,NA,2572824,0.4262,0.38839999999999997,midterm
2014,Delaware,DE,238110,731850,0.055999999999999994,6625,15665,676,16073,NA,674793,0.35290000000000005,0.32539999999999997,midterm
2014,District of Columbia,DC,177176,549851,0.092,0,0,0,0,NA,499265,0.3549,0.32220000000000004,midterm
2014,Florida,FL,6026802,15897657,0.105,95671,227087,4519,227359,NA,14001044,0.4305,0.3791,midterm
2014,Georgia,GA,2596947,7613021,0.071,50499,471067,25547,339844,NA,6732653,0.3857,0.3411,midterm
2014,Hawaii,HI,369554,1109048,0.08900000000000001,5721,0,0,5721,NA,1004622,0.36790000000000006,0.3332,midterm
2014,Idaho,ID,445307,1205909,0.046,7901,33450,4217,30850,NA,1119588,0.39770000000000005,0.3693,midterm
2014,Illinois,IL,3680417,9893765,0.087,46465,0,0,46465,NA,8986543,0.4095,0.37200000000000005,midterm
2014,Indiana,IN,1387622,5017809,0.037000000000000005,28638,0,0,28638,NA,4803512,0.2889,0.2765,midterm
2014,Iowa,IA,1142284,2384136,0.035,8686,29929,5769,31215,NA,2269477,0.5033,0.47909999999999997,midterm
2014,Kansas,KS,887023,2181529,0.053,9326,16328,4051,22521,NA,2043387,0.4341,0.4066,midterm
2014,Kentucky,KY,1459409,3404267,0.025,21402,54107,16729,68431,NA,3250729,0.4489,0.42869999999999997,midterm
2014,Louisiana,LA,1503975,3536724,0.027999999999999997,37881,40979,29619,90448,NA,3347248,0.4493,0.4252,midterm
2014,Maine,ME,616996,1071220,0.017,0,0,0,0,NA,1053009,0.5859000000000001,0.5760000000000001,midterm
2014,Maryland,MD,1745104,4620229,0.087,20388,79539,11537,76467,NA,4141802,0.4213,0.37770000000000004,midterm
2014,Massachusetts,MA,2186789,5382729,0.087,10014,0,0,10014,NA,4904417,0.4459,0.40630000000000005,midterm
2014,Michigan,MI,3188956,7707406,0.036000000000000004,42900,0,0,42900,NA,7387039,0.43170000000000003,0.41379999999999995,midterm
2014,Minnesota,MN,1992613,4177839,0.045,10003,97661,6642,71335,NA,3918501,0.5085,0.47690000000000005,midterm
2014,Mississippi,MS,631858,2260078,0.017,18756,34398,9883,47902,NA,2173754,0.2907,0.27959999999999996,midterm
2014,Missouri,MO,1509025,4669356,0.025,31432,47303,18495,76417,NA,4476205,0.3371,0.3232,midterm
2014,Montana,MT,373831,798918,0.011000000000000001,3681,0,0,3681,NA,786449,0.4753,0.46790000000000004,midterm
2014,Nebraska,NE,552115,1414871,0.051,5221,12940,1067,13534,NA,1329179,0.4154,0.39020000000000005,midterm
2014,Nevada,NV,552546,2171523,0.125,12537,12027,5927,25199,NA,1874884,0.29469999999999996,0.2545,midterm
2014,New Hampshire,NH,495565,1067564,0.031,2867,0,0,2867,NA,1031603,0.4804,0.4642,midterm
2014,New Jersey,NJ,1955042,6872067,0.11900000000000001,20255,115898,14889,100047,NA,5954244,0.3283,0.2845,midterm
2014,New Mexico,NM,519436,1587274,0.07400000000000001,6879,16060,2255,18128,NA,1451687,0.3578,0.32730000000000004,midterm
2014,New York,NY,3930310,15453917,0.121,48376,0,44889,93265,NA,13490728,0.2913,0.25429999999999997,midterm
2014,North Carolina,NC,2939767,7681181,0.059000000000000004,35726,90918,10025,96665,NA,7131326,0.41220000000000007,0.38270000000000004,midterm
2014,North Dakota,ND,255128,572498,0.022000000000000002,1700,0,0,1700,NA,558203,0.4571,0.4456,midterm
2014,Ohio,OH,3149876,8968923,0.024,51024,0,0,51024,NA,8702645,0.36190000000000005,0.35120000000000007,midterm
2014,Oklahoma,OK,825607,2931636,0.046,27650,28568,2560,46208,NA,2750573,0.3002,0.2816,midterm
2014,Oregon,OR,1541782,3119674,0.067,15075,0,0,15075,NA,2895581,0.5325,0.49420000000000003,midterm
2014,Pennsylvania,PA,3535576,10088426,0.035,49643,0,0,49643,NA,9685688,0.365,0.3505,midterm
2014,Rhode Island,RI,329212,844183,0.073,3294,0,0,3294,NA,779264,0.4225,0.39,midterm
2014,South Carolina,SC,1261611,3760446,0.034,20917,35096,5225,45796,NA,3586795,0.3517,0.33549999999999996,midterm
2014,South Dakota,SD,282291,640486,0.022000000000000002,3528,0,2611,6139,NA,620256,0.4551,0.4407,midterm
2014,Tennessee,TN,1430117,5061487,0.035,28495,62950,13498,77245,NA,4807090,0.2975,0.2825,midterm
2014,Texas,TX,4727208,19958796,0.133,157361,388101,111412,486110,NA,16818166,0.2811,0.2368,midterm
2014,Utah,UT,577973,2045779,0.068,6824,0,0,6824,NA,1899842,0.30419999999999997,0.2825,midterm
2014,Vermont,VT,202445,504200,0.022000000000000002,0,0,0,0,NA,493107,0.4105,0.40149999999999997,midterm
2014,Virginia,VA,2194346,6462450,0.069,36943,54966,1732,69456,NA,5947085,0.369,0.3396,midterm
2014,Washington,WA,2124330,5485062,0.084,17345,94112,9880,79928,NA,4944389,0.4296,0.38730000000000003,midterm
2014,West Virginia,WV,462864,1467174,0.009000000000000001,6873,7174,2749,13639,NA,1440331,0.3214,0.3155,midterm
2014,Wisconsin,WI,2422248,4454913,0.031,22097,46212,20010,67986,NA,4248825,0.5700999999999999,0.5437,midterm
2014,Wyoming,WY,171153,444797,0.027000000000000003,2330,5196,715,5955,NA,426832,0.401,0.3848,midterm
2012,Alabama,AL,2083309,3705982,0.026000000000000002,32232,57993,8616,71584,NA,3538042,0.5888,0.5621,presidential
2012,Alaska,AK,301694,544269,0.038,5633,7173,1882,11317,NA,512270,0.5889,0.5543,presidential
2012,Arizona,AZ,2323579,4963741,0.099,35188,72452,7460,81048,NA,4391282,0.5291,0.46809999999999996,presidential
2012,Arkansas,AR,1078548,2244163,0.035,14471,30122,23372,53808,NA,2111810,0.5107,0.4806,presidential
2012,California,CA,13202158,28871296,0.174,119455,0,89287,208742,NA,23638949,0.5585,0.45730000000000004,presidential
2012,Colorado,CO,2596173,3980623,0.069,18807,0,11458,30265,NA,3675695,0.7062999999999999,0.6522,presidential
2012,Connecticut,CT,1560640,2804156,0.085,16935,0,2793,19728,NA,2546075,0.613,0.5565,presidential
2012,Delaware,DE,417631,714081,0.051,6610,15641,601,15501,NA,662162,0.6307,0.5849,presidential
2012,District of Columbia,DC,294254,531080,0.09699999999999999,0,0,0,0,NA,479566,0.6136,0.5540999999999999,presidential
2012,Florida,FL,8538264,15367936,0.10800000000000001,91954,240869,4538,224153,NA,13484046,0.6332,0.5556,presidential
2012,Georgia,GA,3919355,7441387,0.07200000000000001,52737,442061,24761,311790,NA,6593817,0.5943999999999999,0.5267000000000001,presidential
2012,Hawaii,HI,437159,1091451,0.092,5544,0,0,5544,NA,985494,0.4436,0.40049999999999997,presidential
2012,Idaho,ID,666290,1172481,0.046,7985,31606,3848,28584,NA,1089963,0.6113000000000001,0.5683,presidential
2012,Illinois,IL,5279752,9838883,0.08900000000000001,49348,0,0,49348,NA,8913874,0.5923,0.5366000000000001,presidential
2012,Indiana,IN,2663368,4959521,0.036000000000000004,28266,0,0,28266,NA,4752712,0.5604,0.537,presidential
2012,Iowa,IA,1589951,2356497,0.032,8470,29333,5151,29167,NA,2251922,0.706,0.6747,presidential
2012,Kansas,KS,1182771,2162245,0.05,9346,17021,5126,23493,NA,2030640,0.5825,0.547,presidential
2012,Kentucky,KY,1815843,3374444,0.022000000000000002,21863,54511,14419,65173,NA,3235034,0.5613,0.5380999999999999,presidential
2012,Louisiana,LA,2014548,3495424,0.027000000000000003,40047,41298,28946,90881,NA,3310167,0.6086,0.5763,presidential
2012,Maine,ME,724758,1063754,0.018000000000000002,0,0,0,0,NA,1044606,0.6938,0.6812999999999999,presidential
2012,Maryland,MD,2734062,4552894,0.08900000000000001,20871,96640,13195,85285,NA,4062401,0.6729999999999999,0.6004999999999999,presidential
2012,Massachusetts,MA,3184196,5278131,0.084,10283,0,0,10283,NA,4824485,0.66,0.6033,presidential
2012,Michigan,MI,4780701,7637478,0.035,43019,0,0,43019,NA,7327148,0.6525,0.626,presidential
2012,Minnesota,MN,2950780,4111021,0.044000000000000004,9383,108157,6006,72712,NA,3857424,0.765,0.7178,presidential
2012,Mississippi,MS,1285584,2245738,0.015,22305,30768,6804,45416,NA,2166636,0.5933999999999999,0.5725,presidential
2012,Missouri,MO,2840776,4627371,0.025,30714,55470,20672,80785,NA,4430901,0.6411,0.6139,presidential
2012,Montana,MT,491966,783676,0.009000000000000001,3592,0,0,3592,NA,773031,0.6364,0.6278,presidential
2012,Nebraska,NE,804245,1394124,0.047,4466,14260,1383,13407,NA,1315193,0.6114999999999999,0.5769000000000001,presidential
2012,Nevada,NV,1016664,2099011,0.133,12883,11321,5379,24262,NA,1795581,0.5662,0.4844,presidential
2012,New Hampshire,NH,718700,1050220,0.03,2672,0,0,2672,NA,1016041,0.7074000000000001,0.6843,presidential
2012,New Jersey,NJ,3683638,6826144,0.121,21759,114886,14987,97636,NA,5902545,0.6241,0.5396,presidential
2012,New Mexico,NM,786522,1576959,0.073,6553,21381,5078,22963,NA,1438878,0.5466000000000001,0.49879999999999997,presidential
2012,New York,NY,7128852,15334363,0.125,49889,0,46222,96111,NA,13321457,0.5351,0.46490000000000004,presidential
2012,North Carolina,NC,4542488,7500448,0.061,35567,96070,4359,90843,NA,6952078,0.6534,0.6056,presidential
2012,North Dakota,ND,325564,548770,0.017,1500,0,0,1500,NA,537941,0.6052000000000001,0.5932999999999999,presidential
2012,Ohio,OH,5632423,8894484,0.022000000000000002,50313,0,0,50313,NA,8648493,0.6513,0.6332,presidential
2012,Oklahoma,OK,1343380,2886686,0.045,25225,25506,2310,41053,NA,2715732,0.4947,0.4654,presidential
2012,Oregon,OR,1820507,3046864,0.066,13607,0,0,13607,NA,2832164,0.6428,0.5975,presidential
2012,Pennsylvania,PA,5783621,10037436,0.033,50054,0,0,50054,NA,9656146,0.599,0.5762,presidential
2012,Rhode Island,RI,451593,838169,0.075,3249,0,0,3249,NA,772057,0.5849,0.5388,presidential
2012,South Carolina,SC,1981516,3656261,0.035,21895,34945,6116,46532,NA,3481760,0.5690999999999999,0.542,presidential
2012,South Dakota,SD,368270,630180,0.019,3574,0,2761,6335,NA,611872,0.6019000000000001,0.5844,presidential
2012,Tennessee,TN,2479733,4975501,0.033,28135,64430,13138,75421,NA,4735888,0.5236,0.49839999999999995,presidential
2012,Texas,TX,7993851,19204782,0.135,157564,405473,112288,484753,NA,16127383,0.49570000000000003,0.41620000000000007,presidential
2012,Utah,UT,1028786,1976573,0.07,6611,0,0,6611,NA,1831602,0.5617,0.5205,presidential
2012,Vermont,VT,301793,501853,0.018000000000000002,0,0,0,0,NA,492820,0.61240000000000006,0.6014,presidential
2012,Virginia,VA,3888186,6345002,0.071,36425,52956,1983,66475,NA,5828032,0.6672,0.6128,presidential
2012,Washington,WA,3172939,5329262,0.08199999999999999,16355,88339,8895,72070,NA,4820193,0.6583,0.5954,presidential
2012,West Virginia,WV,685099,1472182,0.008,7052,8573,2052,13648,NA,1446756,0.4734999999999999,0.4654,presidential
2012,Wisconsin,WI,3084115,4411462,0.032,21987,46328,20023,66564,NA,4203731,0.7336999999999999,0.6991,presidential
2012,Wyoming,WY,250701,441429,0.025,2163,5162,762,5661,NA,424733,0.5903,0.5679000000000001,presidential
2010,Alabama,AL,1503232,3661750,0.028999999999999998,31764,26633,9006,67403,NA,3487654,0.431,0.4105,midterm
2010,Alaska,AK,261128,528459,0.045,5597,3480,2089,11166,NA,493475,0.5292,0.4941,midterm
2010,Arizona,AZ,1750840,4806125,0.102,40130,40455,7993,88578,NA,4225272,0.4144,0.3643,midterm
2010,Arkansas,AR,789773,2216571,0.037000000000000005,16204,14411,21106,51721,NA,2082028,0.37929999999999997,0.3563,midterm
2010,California,CA,10529134,28157259,0.18,165062,0,105133,270195,NA,22823850,0.46130000000000004,0.3739,midterm
2010,Colorado,CO,1828323,3842941,0.075,22815,0,11014,33829,NA,3521135,0.5192,0.4758,midterm
2010,Connecticut,CT,1153872,2771060,0.085,19321,0,2894,22215,NA,2512285,0.4593,0.4164,midterm
2010,Delaware,DE,316754,696911,0.05,6598,8157,560,15315,NA,646761,0.48979999999999996,0.45449999999999996,midterm
2010,District of Columbia,DC,135846,507942,0.09300000000000001,0,0,0,0,NA,460938,0.29469999999999996,0.26739999999999997,midterm
2010,Florida,FL,5473787,14916715,0.115,104306,128110,4093,236509,NA,12966802,0.42210000000000003,0.36700000000000005,midterm
2010,Georgia,GA,2623035,7253576,0.076,56432,228580,25091,310103,NA,6394095,0.4102,0.36160000000000003,midterm
2010,Hawaii,HI,386302,1064539,0.092,5912,0,0,5912,NA,960761,0.4021,0.36290000000000006,midterm
2010,Idaho,ID,459079,1146045,0.044000000000000004,7431,26447,3957,37835,NA,1057993,0.4339,0.4006,midterm
2010,Illinois,IL,3792770,9736527,0.09300000000000001,48418,0,0,48418,NA,8780431,0.43200000000000005,0.38949999999999996,midterm
2010,Indiana,IN,1791832,4895546,0.034,28028,0,0,28028,NA,4700148,0.38120000000000004,0.366,midterm
2010,Iowa,IA,1133429,2328364,0.033,9455,11190,3197,23842,NA,2227920,0.5086999999999999,0.4868,midterm
2010,Kansas,KS,857658,2134690,0.053,9051,8701,5063,22815,NA,1999897,0.4289,0.4018,midterm
2010,Kentucky,KY,1417995,3332440,0.025,20544,28598,14628,63770,NA,3186792,0.445,0.4255,midterm
2010,Louisiana,LA,1298649,3437623,0.028999999999999998,39445,21957,26202,87604,NA,3251832,0.3994,0.3778,midterm
2010,Maine,ME,580584,1055878,0.016,0,0,0,0,NA,1038785,0.5589,0.54990000000000006,midterm
2010,Maryland,MD,1868179,4453952,0.08900000000000001,22645,44090.5,13195,79931,NA,3976848,0.4698,0.4194,midterm
2010,Massachusetts,MA,2319963,5167053,0.091,11312,0,0,11312,NA,4684240,0.4953,0.449,midterm
2010,Michigan,MI,3268217,7555775,0.035,44113,0,0,44113,NA,7249664,0.4508,0.4325,midterm
2010,Minnesota,MN,2123369,4040120,0.045,9796,55943,5807,71546,NA,3787530,0.5606,0.5256000000000001,midterm
2010,Mississippi,MS,788549,2221684,0.017,21067,13397,6434,40898,NA,2143946,0.3678,0.3549,midterm
2010,Missouri,MO,1997271,4580080,0.026000000000000002,30623,28715,19421,78759,NA,4383789,0.4556,0.4361,midterm
2010,Montana,MT,367096,769610,0.01,3716,0,0,3716,NA,758424,0.484,0.47700000000000004,midterm
2010,Nebraska,NE,503514,1373145,0.042,4587,8160,941,13688,NA,1302279,0.38660000000000005,0.3667,midterm
2010,Nevada,NV,723515,2044399,0.131,12653,5917,4964,23534,NA,1753166,0.4127,0.3539,midterm
2010,New Hampshire,NH,461423,1033552,0.027999999999999997,2761,0,0,2761,NA,1001435,0.4608,0.4464,midterm
2010,New Jersey,NJ,2200974,6752083,0.124,25007,60077.5,15563,100648,NA,5813989,0.3786,0.326,midterm
2010,New Mexico,NM,630013,1551751,0.077,6659,9920,3146,19725,NA,1411888,0.44620000000000004,0.406,midterm
2010,New York,NY,4763899,15121092,0.126,56656,0,48542,105198,NA,13105474,0.36349999999999993,0.315,midterm
2010,North Carolina,NC,2700706,7320628,0.061,40116,52114,3621,95851,NA,6777828,0.39849999999999997,0.3689,midterm
2010,North Dakota,ND,241039,527031,0.017,1487,0,0,1487,NA,516826,0.4664,0.45740000000000003,midterm
2010,Ohio,OH,3956028,8827567,0.024,51712,0,0,51712,NA,8566897,0.4618,0.44809999999999994,midterm
2010,Oklahoma,OK,1043507,2836265,0.043,26252,12829,2627,41708,NA,2673056,0.39039999999999997,0.36790000000000006,midterm
2010,Oregon,OR,1487210,2983427,0.07,14014,0,0,14014,NA,2760025,0.5388,0.49849999999999994,midterm
2010,Pennsylvania,PA,4055336,9943828,0.033,51264,0,0,51264,NA,9562603,0.4241,0.4078,midterm
2010,Rhode Island,RI,346357,831351,0.077,3357,0,0,3357,NA,763719,0.45349999999999996,0.4166,midterm
2010,South Carolina,SC,1365480,3569456,0.039,23578,16593,6412,46583,NA,3385527,0.4033,0.3825,midterm
2010,South Dakota,SD,323410,615153,0.017,3434,0,2843,6277,NA,598304,0.5405,0.5257000000000001,midterm
2010,Tennessee,TN,1620542,4876354,0.035,27451,29973,12157,69581,NA,4636768,0.3495,0.33230000000000004,midterm
2010,Texas,TX,5066957,18480135,0.13699999999999998,173649,209339,104763,487751,NA,15461769,0.32770000000000005,0.2742,midterm
2010,Utah,UT,653274,1911676,0.068,6807,0,0,6807,NA,1774967,0.368,0.3417,midterm
2010,Vermont,VT,243617,498078,0.019,0,0,0,0,NA,488761,0.49839999999999995,0.4891,midterm
2010,Virginia,VA,2214505,6193893,0.07200000000000001,37410,28327,2624,68361,NA,5676934,0.3901,0.3575,midterm
2010,Washington,WA,2565589,5186815,0.08199999999999999,18235,48932,6956,74123,NA,4687044,0.5474,0.4946,midterm
2010,West Virginia,WV,536493,1468244,0.008,6681,4312,1796,12789,NA,1444109,0.3715,0.3654,midterm
2010,Wisconsin,WI,2185021,4361980,0.031,22724,23082,19572,65378,NA,4161265,0.5251,0.5009,midterm
2010,Wyoming,WY,190822,429977,0.018000000000000002,2112,2660,682,5454,NA,416931,0.45770000000000005,0.4438,midterm
2008,Alabama,AL,2105622,3595708,0.022000000000000002,30508,53252,8042,61155,NA,3455447,0.6093999999999999,0.5856,presidential
2008,Alaska,AK,327341,507645,0.037000000000000005,5014,6708,1732,9234,NA,479628,0.6825,0.6448,presidential
2008,Arizona,AZ,2320851,4673718,0.11599999999999999,39589,82232,7534,84472,NA,4047095,0.5734999999999999,0.49660000000000004,presidential
2008,Arkansas,AR,1095958,2174846,0.028999999999999998,14716,31169,19908,40255,NA,2071520,0.5291,0.5039,presidential
2008,California,CA,13743177,27411094,0.179,173670,0,120753,234047,NA,22270461,0.6171,0.5014,presidential
2008,Colorado,CO,2422236,3708955,0.08,23274,0,11654,29101,NA,3383138,0.716,0.6531,presidential
2008,Connecticut,CT,NA,2725917,0.085,20661,0,2328,21825,NA,2472389,NA,NA,presidential
2008,Delaware,DE,413562,680493,0.053,7075,17216,551,15959,NA,628468,0.6579999999999999,0.6077,presidential
2008,District of Columbia,DC,266871,481971,0.10300000000000001,0,0,0,0,NA,432328,0.6173000000000001,0.5537,presidential
2008,Florida,FL,8453743,14558436,0.11199999999999999,102388,279760,4528,244532,NA,12683359,0.6664999999999999,0.5807,presidential
2008,Georgia,GA,3940705,7063638,0.073,52719,397081,23448,262984,NA,6285008,0.627,0.5579000000000001,presidential
2008,Hawaii,HI,456064,1036088,0.09699999999999999,5955,0,0,5955,NA,929632,0.49060000000000004,0.44020000000000004,presidential
2008,Idaho,ID,667506,1117842,0.049,7290,49513,3361,33727,NA,1029341,0.6485,0.5971,presidential
2008,Illinois,IL,5578195,9615700,0.092,45474,0,0,45474,NA,8685582,0.6422,0.5801,presidential
2008,Indiana,IN,2805986,4826231,0.03,28322,0,0,28322,NA,4653122,0.603,0.5814,presidential
2008,Iowa,IA,1543662,2298515,0.026000000000000002,8766,22958,3159,21825,NA,2216929,0.6962999999999999,0.6716,presidential
2008,Kansas,KS,1264208,2100084,0.042,8539,16263,4958,19150,NA,1992730,0.6344,0.602,presidential
2008,Kentucky,KY,1858578,3277617,0.022000000000000002,21706,51035,12277,53362,NA,3152147,0.5896,0.5671,presidential
2008,Louisiana,LA,1979852,3342279,0.02,38381,40025,24636,70712,NA,3204721,0.6178,0.5924,presidential
2008,Maine,ME,744456,1049816,0.013000000000000001,0,0,0,0,NA,1036168,0.7184999999999999,0.7091000000000001,presidential
2008,Maryland,MD,2661905,4342850,0.078,23324,96360,13220,78114,NA,3925994,0.6779999999999999,0.6129000000000001,presidential
2008,Massachusetts,MA,3102995,5058035,0.086,11408,0,0,11408,NA,4611636,0.6729,0.6134999999999999,presidential
2008,Michigan,MI,5039080,7528460,0.033,48738,0,0,48738,NA,7231283,0.6968,0.6693000000000001,presidential
2008,Minnesota,MN,2921147,3975974,0.04,9910,127627,5081,76264,NA,3740671,0.7809,0.7347,presidential
2008,Mississippi,MS,NA,2190402,0.019,22754,22267,2922,35349,NA,2113435,NA,NA,presidential
2008,Missouri,MO,2950504,4507688,0.025,30186,57360,20683,69208,NA,4325788,0.6821,0.6545000000000001,presidential
2008,Montana,MT,497599,755384,0.013000000000000001,3545,0,0,3545,NA,742019,0.6706,0.6587,presidential
2008,Nebraska,NE,811923,1348048,0.043,4520,19606,846,14746,NA,1275336,0.6366,0.6023000000000001,presidential
2008,Nevada,NV,970019,2000277,0.141,12743,13337,3908,21366,NA,1696872,0.5717,0.4849,presidential
2008,New Hampshire,NH,719643,1021787,0.026000000000000002,2702,0,0,2702,NA,992519,0.7251000000000001,0.7043,presidential
2008,New Jersey,NJ,3910220,6651284,0.11699999999999999,25953,128737,15849,98246,NA,5774838,0.6771,0.5879000000000001,presidential
2008,New Mexico,NM,833365,1505830,0.083,6402,20883,3724,18706,NA,1362140,0.6118,0.5534,presidential
2008,New York,NY,7721718,14876971,0.124,60347,0,52225,86460,NA,12945767,0.5965,0.519,presidential
2008,North Carolina,NC,4354571,7096503,0.059000000000000004,39482,109678,3409,96026,NA,6581783,0.6616,0.6136,presidential
2008,North Dakota,ND,321133,512768,0.013000000000000001,1452,0,0,1452,NA,504650,0.6363,0.6263000000000001,presidential
2008,Ohio,OH,5773777,8757453,0.022000000000000002,51686,0,0,51686,NA,8513103,0.6781999999999999,0.6593000000000001,presidential
2008,Oklahoma,OK,1474694,2770219,0.04,25864,27940,3073,41371,NA,2618039,0.5633,0.5323,presidential
2008,Oregon,OR,1845251,2916246,0.069,14167,0,0,14167,NA,2700858,0.6831999999999999,0.6327,presidential
2008,Pennsylvania,PA,6071357,9813664,0.031,49215,0,0,49215,NA,9460225,0.6417999999999999,0.6187,presidential
2008,Rhode Island,RI,475428,825786,0.07,4045,0,0,4045,NA,763936,0.6223000000000001,0.5757,presidential
2008,South Carolina,SC,1927153,3473488,0.034,24326,41254,1947,45927,NA,3309462,0.5823,0.5548,presidential
2008,South Dakota,SD,387449,602539,0.012,3342,0,2720,4702,NA,590607,0.6559999999999999,0.643,presidential
2008,Tennessee,TN,2618238,4771926,0.031,27228,58109,10578,61572,NA,4562424,0.5739,0.5487,presidential
2008,Texas,TX,NA,17756112,0.135,172506,427080,102921,437507,NA,14921530,NA,NA,presidential
2008,Utah,UT,971185,1840087,0.07200000000000001,6552,0,0,6552,NA,1701049,0.5709000000000001,0.5278,presidential
2008,Vermont,VT,326822,492610,0.02,0,0,0,0,NA,482758,0.677,0.6634,presidential
2008,Virginia,VA,3753059,6022123,0.066,38276,53614,4471,67319,NA,5557344,0.6753,0.6232,presidential
2008,Washington,WA,3071587,5032960,0.078,17926,113134,11768,80377,NA,4560012,0.6736,0.6103000000000001,presidential
2008,West Virginia,WV,731691,1453045,0.008,6059,8283,2005,11203,NA,1430218,0.5116,0.5036,presidential
2008,Wisconsin,WI,2997086,4306876,0.03,23379,50418,18105,57641,NA,4120029,0.7274,0.6959000000000001,presidential
2008,Wyoming,WY,256035,418040,0.017,2084,5438,727,5167,NA,405766,0.631,0.6125,presidential
2006,Alabama,AL,NA,3513952,0.023,28241,55766,7795,63919,NA,3369212,NA,NA,midterm
2006,Alaska,AK,238307,492452,0.045,5069,6095,973,9090,NA,461202,0.5167,0.4839,midterm
2006,Arizona,AZ,1553032,4490327,0.126,35892,73265,6213,78738,NA,3845808,0.40379999999999994,0.34590000000000004,midterm
2006,Arkansas,AR,780409,2130080,0.033,13729,31508,16666,46149,NA,2013638,0.38760000000000006,0.3664,midterm
2006,California,CA,8899059,26739781,0.18899999999999997,175512,0,111744,287256,NA,21398706,0.41590000000000005,0.3328,midterm
2006,Colorado,CO,1586105,3569901,0.08,22481,0,8196,30677,NA,3253632,0.4875,0.4443,midterm
2006,Connecticut,CT,1162391,2683538,0.079,20566,0,2571,23137,NA,2448401,0.47479999999999994,0.43320000000000003,midterm
2006,Delaware,DE,258053,659410,0.053,7206,16958,600,16285,NA,608176,0.4243,0.39130000000000004,midterm
2006,District of Columbia,DC,122356,466827,0.09699999999999999,0,0,0,0,NA,421545,0.2903,0.2621,midterm
2006,Florida,FL,4884544,14211669,0.11800000000000001,92969,272977,4785,234243,NA,12300449,0.3971,0.34369999999999995,midterm
2006,Georgia,GA,2143845,6799654,0.07400000000000001,52792,422790,22851,287038,NA,6009442,0.3567,0.3153,midterm
2006,Hawaii,HI,348988,1012975,0.081,5967,0,0,5967,NA,924957,0.3773,0.3445,midterm
2006,Idaho,ID,458927,1072895,0.044000000000000004,7124,48609,2482,33911,NA,991777,0.46270000000000006,0.4277,midterm
2006,Illinois,IL,3586292,9483856,0.092,45106,0,0,45106,NA,8566235,0.41869999999999996,0.37809999999999994,midterm
2006,Indiana,IN,1719351,4743856,0.031,26091,0,0,26091,NA,4570705,0.37620000000000003,0.3624,midterm
2006,Iowa,IA,1071509,2267991,0.027999999999999997,8875,22622,3560,23746,NA,2180741,0.4914,0.47240000000000004,midterm
