year,state,state_abv,total_ballots_counted,vap,noncitizen_pct,ineligible_prison,ineligible_probation,ineligible_parole,ineligible_felons_total,eligible_overseas,vep,vep_turnout_rate,vap_turnout_rate,election_type
2006,Kansas,KS,864083,2062668,0.047,8816,15518,4666,21241,NA,1944482,0.44439999999999996,0.4189,midterm
2006,Kentucky,KY,1370062,3218000,0.019,20000,41162,10162,50743,NA,3106115,0.4411,0.4257,midterm
2006,Louisiana,LA,954896,3239317,0.02,37012,38057,24072,80113,NA,3094418,0.3086,0.29479999999999995,midterm
2006,Maine,ME,NA,1037200,0.017,0,0,0,0,NA,1019568,NA,NA,midterm
2006,Maryland,MD,1809237,4261205,0.079,22945,75698,14271,75065,NA,3849505,0.47,0.42460000000000003,midterm
2006,Massachusetts,MA,2243835,4970780,0.087,11032,0,0,11032,NA,4527290,0.49560000000000004,0.4514,midterm
2006,Michigan,MI,3852008,7532918,0.036000000000000004,51577,0,0,51577,NA,7210156,0.5342,0.5114,midterm
2006,Minnesota,MN,2217552,3896561,0.042,9108,127289,4007,76760,NA,3656145,0.6065,0.5690999999999999,midterm
2006,Mississippi,MS,NA,2154112,0.013000000000000001,21068,24107,1970,35092,NA,2091017,NA,NA,midterm
2006,Missouri,MO,2178278,4427266,0.022000000000000002,30167,54963,18374,76023,NA,4253843,0.5121,0.49200000000000005,midterm
2006,Montana,MT,411061,734669,0.01,3572,0,0,3572,NA,723750,0.568,0.5595,midterm
2006,Nebraska,NE,610499,1325932,0.043,4407,18731,662,14435,NA,1254482,0.4867,0.4604,midterm
2006,Nevada,NV,586274,1907976,0.14400000000000002,12901,13208,3518,23023,NA,1610204,0.3641,0.3073,midterm
2006,New Hampshire,NH,418550,1006234,0.034,2805,0,0,2805,NA,969217,0.4318,0.41600000000000004,midterm
2006,New Jersey,NJ,2315643,6565183,0.12,27371,132636,13874,107563,NA,5669798,0.4084,0.3527,midterm
2006,New Mexico,NM,568597,1464560,0.08,6639,16493,2831,17717,NA,1329678,0.42760000000000004,0.3882,midterm
2006,New York,NY,4703830,14665626,0.124,63315,0,53533,116848,NA,12730240,0.36949999999999994,0.3207,midterm
2006,North Carolina,NC,2036451,6799585,0.057999999999999996,37460,110419,3101,95771,NA,6309438,0.32280000000000003,0.2995,midterm
2006,North Dakota,ND,220479,503647,0.015,1363,0,0,1363,NA,494729,0.4457,0.4378,midterm
2006,Ohio,OH,4184072,8687609,0.022000000000000002,49166,0,0,49166,NA,8447316,0.4953,0.48160000000000003,midterm
2006,Oklahoma,OK,NA,2709819,0.039,26243,27415,4329,44280,NA,2559856,NA,NA,midterm
2006,Oregon,OR,1399650,2829482,0.073,13707,0,0,13707,NA,2609223,0.5364,0.4947,midterm
2006,Pennsylvania,PA,NA,9680466,0.03,44397,0,0,44397,NA,9345655,NA,NA,midterm
2006,Rhode Island,RI,392882,824887,0.081,3996,0,0,3996,NA,754075,0.521,0.4763,midterm
2006,South Carolina,SC,1117311,3332190,0.032,23616,38353,3072,45865,NA,3179695,0.3514,0.3353,midterm
2006,South Dakota,SD,341105,589178,0.013999999999999999,3359,0,2444,5803,NA,575127,0.5931,0.579,midterm
2006,Tennessee,TN,1868363,4641909,0.031,25745,52558,8630,60654,NA,4437356,0.4211,0.4025,midterm
2006,Texas,TX,NA,17029802,0.134,172116,431967,101916,490016,NA,14257793,NA,NA,midterm
2006,Utah,UT,582561,1752158,0.071,6430,0,0,6430,NA,1621325,0.3593,0.3325,midterm
2006,Vermont,VT,263025,487141,0.02,0,0,0,0,NA,477398,0.551,0.5399,midterm
2006,Virginia,VA,2398589,5867219,0.067,36688,48144,4499,65259,NA,5408856,0.44349999999999995,0.40879999999999994,midterm
2006,Washington,WA,2085074,4861001,0.08,17561,108076,11568,83167,NA,4388954,0.47509999999999997,0.4289,midterm
2006,West Virginia,WV,473014,1439052,0.006999999999999999,5733,7668,1416,10983,NA,1417996,0.3336,0.3287,midterm
2006,Wisconsin,WI,2183155,4240696,0.028999999999999998,23431,55806,15907,67241,NA,4050475,0.539,0.5147999999999999,midterm
2006,Wyoming,WY,196217,400187,0.02,2114,5225,609,5336,NA,386847,0.5072000000000001,0.4903,midterm
2004,Alabama,AL,1890317,3427542,0.019,26521,36795,7745,52664,NA,3309755,0.5710999999999999,0.5515,presidential
2004,Alaska,AK,314502,476378,0.04,4515,5547,951,8240,NA,449083,0.7003,0.6602,presidential
2004,Arizona,AZ,2038069,4215706,0.115,31631,69343,5671,71974,NA,3658926,0.557,0.48339999999999994,presidential
2004,Arkansas,AR,1070573,2072986,0.027999999999999997,13477,29128,14844,42885,NA,1972057,0.5429,0.5164,presidential
2004,California,CA,12589367,26246548,0.188,166053,0,110261,276314,NA,21035883,0.5984999999999999,0.4797,presidential
2004,Colorado,CO,2148036,3443164,0.075,19756,0,7383,27139,NA,3157788,0.6801999999999999,0.6239,presidential
2004,Connecticut,CT,1607808,2652587,0.073,20018,0,2552,22570,NA,2436378,0.6599,0.6061,presidential
2004,Delaware,DE,377407,635370,0.047,6973,18725,539,16875,NA,588633,0.6411999999999999,0.594,presidential
2004,District of Columbia,DC,230105,458758,0.1,0,0,0,0,NA,412882,0.5573,0.5016,presidential
2004,Florida,FL,7640319,13643828,0.11199999999999999,84733,281170,4888,230206,NA,11885513,0.6428,0.56,presidential
2004,Georgia,GA,3317336,6499325,0.068,48625,419350,23344,281644,NA,5775727,0.5744,0.5104,presidential
2004,Hawaii,HI,431662,982882,0.079,5946,0,0,5946,NA,899288,0.48,0.43920000000000003,presidential
2004,Idaho,ID,612786,1016255,0.040999999999999995,6312,44580,2370,30972,NA,943617,0.6494000000000001,0.603,presidential
2004,Illinois,IL,5350493,9391420,0.09,44379,0,0,44379,NA,8501813,0.6293,0.5697,presidential
2004,Indiana,IN,2512142,4660157,0.027000000000000003,23760,0,0,23760,NA,4510573,0.5569000000000001,0.5390999999999999,presidential
2004,Iowa,IA,1521966,2239979,0.026000000000000002,8611,22832,3317,23344,NA,2158396,0.7051000000000001,0.6795,presidential
2004,Kansas,KS,1213108,2032763,0.043,9152,14309,4525,20832,NA,1924522,0.6303,0.5968,presidential
2004,Kentucky,KY,1816867,3157464,0.017,17763,33286,8006,42412,NA,3061375,0.5934999999999999,0.5754,presidential
2004,Louisiana,LA,1956590,3379937,0.018000000000000002,36745,38470,24387,80367,NA,3238731,0.6041,0.5789,presidential
2004,Maine,ME,751519,1022043,0.016,0,0,0,0,NA,1005690,0.7473000000000001,0.7353000000000001,presidential
2004,Maryland,MD,2395791,4179376,0.07200000000000001,23727,76676,14351,76416,NA,3802045,0.6301,0.5732,presidential
2004,Massachusetts,MA,2927455,4935787,0.084,10365,0,0,10365,NA,4510816,0.649,0.5931,presidential
2004,Michigan,MI,4875692,7508568,0.034,48591,0,0,48591,NA,7204686,0.6766999999999999,0.6494000000000001,presidential
2004,Minnesota,MN,2842912,3819020,0.039,8613,114226,3872,69598,NA,3600480,0.7896000000000001,0.7444000000000002,presidential
2004,Mississippi,MS,NA,2133681,0.012,20429,21324,1979,33070,NA,2075007,NA,NA,presidential
2004,Missouri,MO,2764635,4339414,0.019,30775,53832,17400,75091,NA,4181874,0.6611,0.6371,presidential
2004,Montana,MT,456096,711858,0.01,3800,0,0,3800,NA,700939,0.6507,0.6406999999999999,presidential
2004,Nebraska,NE,792906,1305430,0.04,4042,17994,805,13844,NA,1239369,0.6397999999999999,0.6074,presidential
2004,Nevada,NV,831563,1776962,0.132,10971,12521,3610,20842,NA,1521561,0.5465,0.46799999999999997,presidential
2004,New Hampshire,NH,683672,984422,0.032,2441,0,0,2441,NA,950479,0.7193,0.6945,presidential
2004,New Jersey,NJ,3638153,6513394,0.11699999999999999,28107,143315,14180,113945,NA,5637382,0.6454000000000001,0.5586,presidential
2004,New Mexico,NM,775301,1411419,0.07400000000000001,6341,17725,2676,17880,NA,1289094,0.6014,0.5493,presidential
2004,New York,NY,7448266,14598898,0.126,64596,0,54524,119120,NA,12640317,0.5892000000000001,0.5102,presidential
2004,North Carolina,NC,3552449,6505150,0.053,34917,111537,2882,93568,NA,6066809,0.5856,0.5461,presidential
2004,North Dakota,ND,316049,496479,0.013000000000000001,1266,0,0,1266,NA,488759,0.6466,0.6366,presidential
2004,Ohio,OH,5722443,8624277,0.02,44770,0,0,44770,NA,8407021,0.6807,0.6635,presidential
2004,Oklahoma,OK,NA,2649994,0.034,24767,28435,4329,43314,NA,2516580,NA,NA,presidential
2004,Oregon,OR,1851671,2736472,0.068,13219,0,0,13219,NA,2537173,0.7298,0.6766999999999999,presidential
2004,Pennsylvania,PA,NA,9554349,0.027000000000000003,40692,0,0,40692,NA,9255690,NA,NA,presidential
2004,Rhode Island,RI,440228,827513,0.076,3701,26085,368,17112,NA,747510,0.5889,0.532,presidential
2004,South Carolina,SC,1626720,3198733,0.027000000000000003,24173,38856,2217,45818,NA,3066549,0.5305,0.5085999999999999,presidential
2004,South Dakota,SD,394930,576472,0.013999999999999999,3101,0,0,3101,NA,565300,0.6986,0.6851,presidential
2004,Tennessee,TN,2456610,4496929,0.026000000000000002,25834,47392,8410,57940,NA,4322069,0.5684,0.5463,presidential
2004,Texas,TX,NA,16284659,0.125,169110,428773,102072,485569,NA,13763508,NA,NA,presidential
2004,Utah,UT,942010,1664066,0.068,5802,0,0,5802,NA,1545108,0.6097,0.5661,presidential
2004,Vermont,VT,314220,480053,0.021,0,0,0,0,NA,469972,0.6686,0.6546000000000001,presidential
2004,Virginia,VA,3223156,5699175,0.062,35472,43470,4392,61599,NA,5284227,0.61,0.5655,presidential
2004,Washington,WA,2883499,4683829,0.07400000000000001,16559,125222,120,79290,NA,4257936,0.6772,0.6156,presidential
2004,West Virginia,WV,769645,1425689,0.006,4980,6977,1216,9685,NA,1407450,0.5468,0.5398,presidential
2004,Wisconsin,WI,3016288,4172068,0.027000000000000003,22905,54970,13883,64273,NA,3995149,0.755,0.723,presidential
2004,Wyoming,WY,245789,386796,0.017,1923,4418,563,4695,NA,375525,0.6545000000000001,0.6354,presidential
2002,Alabama,AL,NA,3371451,0.018000000000000002,28440,39713,5309,53606,NA,3257159,NA,NA,midterm
2002,Alaska,AK,232852,457154,0.038,4431,5229,900,7946,NA,431836,0.5392,0.5094,midterm
2002,Arizona,AZ,1255615,3998148,0.111,30741,66485,4587,68571,NA,3485783,0.3602,0.314,midterm
2002,Arkansas,AR,814176,2031787,0.026000000000000002,12378,27377,12128,38195,NA,1940766,0.4195,0.4007,midterm
2002,California,CA,7738821,25622609,0.188,163361,0,113185,276546,NA,20529013,0.377,0.302,midterm
2002,Colorado,CO,1424029,3362098,0.07200000000000001,19085,0,6215,25300,NA,3094727,0.46009999999999995,0.4236,midterm
2002,Connecticut,CT,1090756,2617814,0.071,20525,0,2186,22711,NA,2409238,0.45270000000000005,0.4167,midterm
2002,Delaware,DE,NA,612919,0.044000000000000004,6879,20201,551,17531,NA,568420,NA,NA,midterm
2002,District of Columbia,DC,NA,458631,0.1,0,0,0,0,NA,412768,NA,NA,midterm
2002,Florida,FL,5143674,13005435,0.109,80352,291315,5223,231233,NA,11356610,0.4529000000000001,0.39549999999999996,midterm
2002,Georgia,GA,NA,6287215,0.065,47004,367349,20822,251501,NA,5627045,NA,NA,midterm
2002,Hawaii,HI,385462,950520,0.08,5635,0,0,5635,NA,868843,0.4436,0.40549999999999997,midterm
2002,Idaho,ID,416533,970916,0.04,5825,31361,1961,23467,NA,908612,0.4584,0.429,midterm
2002,Illinois,IL,3651808,9302571,0.08900000000000001,43186,0,0,43186,NA,8431456,0.43309999999999993,0.39260000000000006,midterm
2002,Indiana,IN,1562037,4587747,0.026000000000000002,22576,0,0,22576,NA,4445890,0.3513,0.34049999999999997,midterm
2002,Iowa,IA,1040201,2214936,0.025,8395,19970,2787,21167,NA,2138396,0.4864,0.4696,midterm
2002,Kansas,KS,851966,2007407,0.040999999999999995,9009,15217,3990,20608,NA,1904495,0.44730000000000003,0.4244,midterm
2002,Kentucky,KY,NA,3100972,0.017,16377,24480,5968,34585,NA,3013670,NA,NA,midterm
2002,Louisiana,LA,1267225,3312330,0.017,36091,36257,23049,77269,NA,3178751,0.3987,0.38260000000000005,midterm
2002,Maine,ME,NA,1001796,0.016,0,0,0,0,NA,985767,NA,NA,midterm
2002,Maryland,MD,1721626,4082694,0.069,24186,81982,13271,78448,NA,3722540,0.4625,0.4217,midterm
2002,Massachusetts,MA,2220301,4919958,0.08199999999999999,10511,0,0,10511,NA,4506010,0.4927,0.45130000000000003,midterm
2002,Michigan,MI,3219864,7445335,0.034,49524,0,0,49524,NA,7142670,0.4508,0.4325,midterm
2002,Minnesota,MN,NA,3745577,0.038,7612,122692,3577,72535,NA,3530710,NA,NA,midterm
2002,Mississippi,MS,NA,2099698,0.011000000000000001,20542,16633,1816,30675,NA,2045926,NA,NA,midterm
2002,Missouri,MO,NA,4262146,0.019,30649,54584,13533,71474,NA,4109691,NA,NA,midterm
2002,Montana,MT,340272,690652,0.01,3440,0,0,3440,NA,680305,0.5002,0.4927,midterm
2002,Nebraska,NE,NA,1285024,0.038,4103,16468,574,12911,NA,1223282,NA,NA,midterm
2002,Nevada,NV,512433,1640679,0.127,10527,12290,3971,20643,NA,1411670,0.363,0.3123,midterm
2002,New Hampshire,NH,453078,960401,0.03,2483,0,0,2483,NA,929106,0.48760000000000003,0.4718,midterm
2002,New Jersey,NJ,2161105,6448445,0.115,28213,134290,12576,107934,NA,5598940,0.386,0.33509999999999995,midterm
2002,New Mexico,NM,502230,1360130,0.07,6173,16287,1962,16279,NA,1248642,0.40220000000000006,0.3693,midterm
2002,New York,NY,4690968,14504792,0.126,65914,0,55990,121904,NA,12555284,0.3736,0.32339999999999997,midterm
2002,North Carolina,NC,NA,6314679,0.05,33334,112900,2805,92589,NA,5906356,NA,NA,midterm
2002,North Dakota,ND,237224,486797,0.012,1168,0,0,1168,NA,479787,0.49439999999999995,0.48730000000000007,midterm
2002,Ohio,OH,3356285,8556557,0.019,45831,0,0,45831,NA,8348151,0.402,0.39220000000000005,midterm
2002,Oklahoma,OK,NA,2610016,0.033,23004,29881,3573,41518,NA,2482367,NA,NA,midterm
2002,Oregon,OR,1293756,2674581,0.067,12422,0,0,12422,NA,2482962,0.5211,0.48369999999999996,midterm
2002,Pennsylvania,PA,NA,9454338,0.026000000000000002,40545,0,0,40545,NA,9167980,NA,NA,midterm
2002,Rhode Island,RI,337027,819310,0.07400000000000001,3569,25914,384,16910,NA,741771,0.45439999999999997,0.4114,midterm
2002,South Carolina,SC,NA,3100548,0.026000000000000002,24247,41574,3491,48525,NA,2971409,NA,NA,midterm
2002,South Dakota,SD,340407,564305,0.013000000000000001,3059,0,0,3059,NA,553910,0.6146,0.6032,midterm
2002,Tennessee,TN,NA,4393757,0.025,25409,42712,7949,54714,NA,4229199,NA,NA,midterm
2002,Texas,TX,4552059,15718593,0.121,164222,434486,103068,484533,NA,13332110,0.3414,0.28959999999999997,midterm
2002,Utah,UT,568290,1601707,0.065,5594,0,0,5594,NA,1492002,0.3809,0.35479999999999995,midterm
2002,Vermont,VT,232993,472402,0.021,0,0,0,0,NA,462482,0.5037999999999999,0.4932,midterm
2002,Virginia,VA,1661915,5536511,0.06,34733,40359,4530,59443,NA,5144877,0.32299999999999995,0.3002,midterm
2002,Washington,WA,1808720,4553733,0.073,16284,171603,95,102181,NA,4119129,0.4391,0.39720000000000005,midterm
2002,West Virginia,WV,440156,1413580,0.006,4703,6430,999,8917,NA,1396182,0.3153,0.3114,midterm
2002,Wisconsin,WI,NA,4094028,0.026000000000000002,22366,54614,11088,60761,NA,3926822,NA,NA,midterm
2002,Wyoming,WY,188028,376121,0.016,1809,4596,570,4677,NA,365426,0.5145,0.4999,midterm
2000,Alabama,AL,NA,3334576,0.015,26225,40178,5484,51798,NA,3232759,NA,NA,presidential
2000,Alaska,AK,287825,440296,0.034,4173,4779,525,7088,NA,418238,0.6881999999999999,0.6537,presidential
2000,Arizona,AZ,1559520,3816498,0.10300000000000001,26510,59810,3474,59889,NA,3363510,0.4637,0.4086,presidential
2000,Arkansas,AR,NA,2001774,0.023,11915,28409,8659,34779,NA,1920954,NA,NA,presidential
2000,California,CA,11142843,24867252,0.188,163001,0,117647,280648,NA,19911561,0.5596,0.44809999999999994,presidential
2000,Colorado,CO,NA,3246521,0.067,16833,0,5500,22333,NA,3006671,NA,NA,presidential
2000,Connecticut,CT,1474103,2575243,0.066,18355,47636,1868,44041,NA,2361236,0.6243,0.5724,presidential
2000,Delaware,DE,NA,594256,0.039,6921,20052,579,17526,NA,553554,NA,NA,presidential
2000,District of Columbia,DC,NA,458301,0.102,7456,0,0,7456,NA,404098,NA,NA,presidential
2000,Florida,FL,6138765,12475387,0.10400000000000001,71319,296139,5982,225371,NA,10952576,0.5605,0.4921,presidential
2000,Georgia,GA,2684951,6087332,0.059000000000000004,44232,321407,21556,226492,NA,5501687,0.488,0.4411,presidential
2000,Hawaii,HI,371113,923737,0.081,5053,0,0,5053,NA,843861,0.43979999999999997,0.4018,presidential
2000,Idaho,ID,516647,935443,0.038,5535,35103,1409,24496,NA,875400,0.5902000000000001,0.5523,presidential
2000,Illinois,IL,4932192,9208908,0.087,45281,0,0,45281,NA,8362452,0.5898,0.5356000000000001,presidential
2000,Indiana,IN,2246348,4527523,0.023,20125,0,0,20125,NA,4403265,0.5102,0.49620000000000003,presidential
2000,Iowa,IA,NA,2199529,0.024,7955,21147,2763,21292,NA,2125448,NA,NA,presidential
2000,Kansas,KS,1092716,1983933,0.039,8344,0,3829,12173,NA,1894387,0.5768,0.5508,presidential
2000,Kentucky,KY,1568058,3059582,0.015,14919,19620,4614,29343,NA,2984345,0.5254,0.5125,presidential
2000,Louisiana,LA,1776133,3260060,0.016,35207,35854,22860,75994,NA,3131905,0.5671,0.5448,presidential
2000,Maine,ME,NA,979314,0.015,0,0,0,0,NA,964624,NA,NA,presidential
2000,Maryland,MD,2036455,3972224,0.064,23538,81523,13666,77966,NA,3640036,0.5595,0.5127,presidential
2000,Massachusetts,MA,2736006,4870470,0.08,0,0,0,0,NA,4480832,0.6106,0.5618,presidential
2000,Michigan,MI,4279299,7370524,0.033,47718,0,0,47718,NA,7079579,0.6044999999999999,0.5806,presidential
2000,Minnesota,MN,2458303,3662005,0.037000000000000005,6238,115906,3072,67263,NA,3459248,0.7106,0.6713,presidential
2000,Mississippi,MS,NA,2076861,0.01,20241,15118,1596,29396,NA,2026696,NA,NA,presidential
2000,Missouri,MO,NA,4190073,0.018000000000000002,27382,53299,12563,66595,NA,4048057,NA,NA,presidential
2000,Montana,MT,417916,676065,0.009000000000000001,3105,0,0,3105,NA,666875,0.6267,0.6182,presidential
2000,Nebraska,NE,707223,1266496,0.034,3895,21483,476,15113,NA,1208322,0.5853,0.5584,presidential
2000,Nevada,NV,613360,1523209,0.11800000000000001,10063,12189,4056,20214,NA,1323256,0.46349999999999997,0.40270000000000006,presidential
2000,New Hampshire,NH,578656,934176,0.027000000000000003,2257,0,0,2257,NA,906696,0.6382,0.6194,presidential
2000,New Jersey,NJ,3293378,6356954,0.11,29784,130610,11709,106798,NA,5550891,0.5932999999999999,0.5181,presidential
2000,New Mexico,NM,615607,1318129,0.064,5342,10461,1670,12243,NA,1221526,0.504,0.467,presidential
2000,New York,NY,6960215,14344348,0.127,70198,0,57858,128056,NA,12394560,0.5616,0.4852,presidential
2000,North Carolina,NC,3015964,6143214,0.046,31532,105949,3352,87859,NA,5772767,0.5224,0.49090000000000006,presidential
2000,North Dakota,ND,292249,482078,0.012,1076,0,0,1076,NA,475217,0.615,0.6062000000000001,presidential
2000,Ohio,OH,4795989,8487355,0.018000000000000002,45833,0,0,45833,NA,8288750,0.5786,0.5650999999999999,presidential
2000,Oklahoma,OK,NA,2568304,0.028999999999999998,23181,30969,1825,40491,NA,2453332,NA,NA,presidential
2000,Oregon,OR,1559215,2595354,0.064,10580,0,0,10580,NA,2418671,0.6446999999999999,0.6008,presidential
2000,Pennsylvania,PA,NA,9375146,0.024,36847,0,0,36847,NA,9113295,NA,NA,presidential
2000,Rhode Island,RI,412074,804417,0.069,3286,20922,331,14078,NA,734834,0.5608,0.5123000000000001,presidential
2000,South Carolina,SC,1433533,3025380,0.022000000000000002,21778,44632,4378,48472,NA,2910350,0.49260000000000004,0.47379999999999994,presidential
2000,South Dakota,SD,322159,554875,0.012,2616,0,0,2616,NA,545601,0.5905,0.5806,presidential
2000,Tennessee,TN,2100241,4316391,0.022000000000000002,22166,40682,8093,50600,NA,4170830,0.5036,0.48660000000000003,presidential
2000,Texas,TX,6407637,15138468,0.114,166719,441848,111719,499362,NA,12913321,0.49620000000000003,0.4233,presidential
2000,Utah,UT,784582,1534950,0.061,5632,0,0,5632,NA,1435686,0.5465,0.5111,presidential
2000,Vermont,VT,297146,463503,0.02,0,0,0,0,NA,454233,0.6542,0.6411,presidential
2000,Virginia,VA,2789808,5389008,0.055999999999999994,30168,33955,5148,52294,NA,5034930,0.5540999999999999,0.5177,presidential
2000,Washington,WA,2517028,4419907,0.069,14915,154466,160,92308,NA,4022625,0.6257,0.5695,presidential
2000,West Virginia,WV,NA,1405021,0.006,3856,6216,1112,8076,NA,1388515,NA,NA,presidential
2000,Wisconsin,WI,NA,4016401,0.024,20612,53242,9923,57156,NA,3862851,NA,NA,presidential
2000,Wyoming,WY,221685,366639,0.015,1680,4115,514,4252,NA,356887,0.6212000000000001,0.6046,presidential
1998,Alabama,AL,NA,3293917,0.013000000000000001,22676,40379,5221,48087,NA,3203009,NA,NA,midterm
1998,Alaska,AK,227156,429317,0.032,4097,4274,478,6712,NA,408867,0.5556,0.5291,midterm
1998,Arizona,AZ,1037550,3628841,0.094,25311,51329,3742,54718,NA,3233012,0.3209,0.2859,midterm
1998,Arkansas,AR,NA,1951741,0.019,10638,28698,6979,31966,NA,1882692,NA,NA,midterm
1998,California,CA,8617649,23980067,0.185,161904,0,108424,270328,NA,19273427,0.4471,0.3594,midterm
1998,Colorado,CO,NA,3085075,0.06,14312,0,5204,19516,NA,2880455,NA,NA,midterm
1998,Connecticut,CT,1022453,2544417,0.062,17605,55000,1396,46501,NA,2340162,0.43690000000000007,0.4018,midterm
1998,Delaware,DE,NA,576849,0.034,5558,20030,572,16145,NA,541091,NA,NA,midterm
1998,District of Columbia,DC,137523,452668,0.098,9829,0,0,9829,NA,398478,0.34509999999999996,0.3038,midterm
1998,Florida,FL,4070262,12001902,0.1,67224,283965,6487,215694,NA,10586018,0.38449999999999995,0.33909999999999996,midterm
1998,Georgia,GA,1842145,5828114,0.052000000000000005,39262,278669,20482,199079,NA,5325973,0.34590000000000004,0.31610000000000005,midterm
1998,Hawaii,HI,412520,910645,0.081,4924,0,0,4924,NA,831959,0.49579999999999996,0.45299999999999996,midterm
1998,Idaho,ID,386720,896422,0.035,4083,31172,1309,20978,NA,844069,0.4582,0.4314,midterm
1998,Illinois,IL,3541379,9070725,0.08199999999999999,43051,0,0,43051,NA,8283875,0.4275,0.39039999999999997,midterm
1998,Indiana,IN,1618689,4457578,0.02,19197,0,0,19197,NA,4349229,0.3722000000000001,0.3631,midterm
1998,Iowa,IA,973032,2176940,0.021,7394,18447,2194,18812,NA,2112412,0.4606,0.447,midterm
1998,Kansas,KS,743288,1955236,0.035,8183,0,6025,14208,NA,1872595,0.39690000000000003,0.38020000000000004,midterm
1998,Kentucky,KY,1215053,2999287,0.013000000000000001,14987,17594,4508,28292,NA,2932004,0.4144,0.40509999999999996,midterm
1998,Louisiana,LA,990243,3216121,0.016,32228,33028,18759,67501,NA,3097162,0.3197,0.3079,midterm
1998,Maine,ME,NA,957916,0.015,0,0,0,0,NA,943547,NA,NA,midterm
1998,Maryland,MD,1556994,3879108,0.06,22572,78051,15528,77126,NA,3569236,0.43620000000000003,0.4014,midterm
1998,Massachusetts,MA,1935277,4793966,0.076,0,0,0,0,NA,4429625,0.43690000000000007,0.40369999999999995,midterm
1998,Michigan,MI,3143432,7276123,0.031,45879,0,0,45879,NA,7004684,0.4488,0.43200000000000005,midterm
1998,Minnesota,MN,2105343,3555108,0.033,5572,100818,2995,58976,NA,3378813,0.6231,0.5922000000000001,midterm
1998,Mississippi,MS,NA,2038324,0.009000000000000001,16678,11530,1489,23932,NA,1996047,NA,NA,midterm
1998,Missouri,MO,NA,4106478,0.017,24974,49992,10366,60336,NA,3976332,NA,NA,midterm
1998,Montana,MT,338733,662582,0.009000000000000001,2734,0,0,2734,NA,653885,0.518,0.5112000000000001,midterm
1998,Nebraska,NE,581775,1247656,0.03,3676,16527,624,12564,NA,1197662,0.4858,0.46630000000000005,midterm
1998,Nevada,NV,440042,1402851,0.107,9651,12561,4055,19987,NA,1232759,0.35700000000000004,0.31370000000000003,midterm
1998,New Hampshire,NH,330555,903630,0.025,2169,0,0,2169,NA,878870,0.3761,0.36579999999999996,midterm
1998,New Jersey,NJ,1894496,6261197,0.10300000000000001,31121,129377,13218,109028,NA,5507266,0.344,0.3026,midterm
1998,New Mexico,NM,517355,1286104,0.057999999999999996,4985,10397,1773,11957,NA,1199553,0.4313,0.40230000000000005,midterm
1998,New York,NY,4989877,14139223,0.124,70001,0,59548,129549,NA,12256410,0.4071,0.35290000000000005,midterm
1998,North Carolina,NC,NA,5948653,0.039,31961,105227,5806,90381,NA,5626275,NA,NA,midterm
1998,North Dakota,ND,217584,481790,0.011000000000000001,915,0,0,915,NA,475575,0.4575,0.45160000000000006,midterm
1998,Ohio,OH,3534782,8424249,0.016,48450,0,0,48450,NA,8241011,0.4289,0.41960000000000003,midterm
1998,Oklahoma,OK,NA,2518285,0.026000000000000002,20892,29093,1532,36971,NA,2415839,NA,NA,midterm
1998,Oregon,OR,1160400,2526500,0.057999999999999996,8927,0,0,8927,NA,2371036,0.4894,0.4593,midterm
1998,Pennsylvania,PA,NA,9314795,0.022000000000000002,36377,0,0,36377,NA,9073493,NA,NA,midterm
1998,Rhode Island,RI,309835,790726,0.066,3445,21049,432,14402,NA,724136,0.42790000000000006,0.3918,midterm
1998,South Carolina,SC,1092430,2931120,0.019,21764,46482,4404,49409,NA,2826020,0.38660000000000005,0.37270000000000003,midterm
1998,South Dakota,SD,266355,543074,0.011000000000000001,2422,0,0,2422,NA,534678,0.4982,0.4905,midterm
1998,Tennessee,TN,1026017,4217608,0.019,17738,38924,7605,44805,NA,4092668,0.2507,0.24330000000000002,midterm
1998,Texas,TX,NA,14504988,0.106,144510,443688,109820,476174,NA,12491285,NA,NA,midterm
1998,Utah,UT,506553,1467078,0.055,4453,0,0,4453,NA,1381936,0.36660000000000004,0.3453,midterm
1998,Vermont,VT,224382,453574,0.019,0,0,0,0,NA,444956,0.5043,0.4947,midterm
1998,Virginia,VA,NA,5222121,0.052000000000000005,30276,30576,6700,52264,NA,4898307,NA,NA,midterm
1998,Washington,WA,1939421,4294765,0.064,14161,152140,375,90606,NA,3929294,0.4936,0.45160000000000006,midterm
1998,West Virginia,WV,405139,1403549,0.005,3478,6511,975,7709,NA,1388822,0.2917,0.2887,midterm
1998,Wisconsin,WI,NA,3945060,0.022000000000000002,18613,54232,9282,55011,NA,3803258,NA,NA,midterm
1998,Wyoming,WY,178401,359119,0.013999999999999999,1571,3825,448,3932,NA,350159,0.5095,0.4968,midterm
1996,Alabama,AL,NA,3227688,0.012,21760,37865,4966,45659,NA,3143297,NA,NA,presidential
1996,Alaska,AK,245212,423702,0.031,3716,3999,642,6358,NA,404209,0.6066,0.5787,presidential
1996,Arizona,AZ,1431342,3414380,0.084,22493,40607,3785,46582,NA,3080990,0.4646,0.4192,presidential
1996,Arkansas,AR,NA,1903094,0.016,9407,25178,5459,27455,NA,1845189,NA,NA,presidential
1996,California,CA,10263490,23076427,0.18100000000000002,146049,0,99578,245627,NA,18653967,0.5502,0.4448,presidential
