Series,"12-1985","01-1986","02-1986","03-1986","04-1986","05-1986","06-1986","07-1986","08-1986","09-1986","10-1986","11-1986","12-1986","01-1987","02-1987","03-1987","04-1987","05-1987","06-1987","07-1987","08-1987","09-1987","10-1987","11-1987","12-1987","01-1988","02-1988","03-1988","04-1988","05-1988","06-1988","07-1988","08-1988","09-1988","10-1988","11-1988","12-1988","01-1989","02-1989","03-1989","04-1989","05-1989","06-1989","07-1989","08-1989","09-1989","10-1989","11-1989","12-1989","01-1990","02-1990","03-1990","04-1990","05-1990","06-1990","07-1990","08-1990","09-1990","10-1990","11-1990","12-1990","01-1991","02-1991","03-1991","04-1991","05-1991","06-1991","07-1991","08-1991","09-1991","10-1991","11-1991","12-1991","01-1992","02-1992","03-1992","04-1992","05-1992","06-1992","07-1992","08-1992","09-1992","10-1992","11-1992","12-1992","01-1993","02-1993","03-1993","04-1993","05-1993","06-1993","07-1993","08-1993","09-1993","10-1993","11-1993","12-1993","01-1994","02-1994","03-1994","04-1994","05-1994","06-1994","07-1994","08-1994","09-1994","10-1994","11-1994","12-1994","01-1995","02-1995","03-1995","04-1995","05-1995","06-1995","07-1995","08-1995","09-1995","10-1995","11-1995","12-1995","01-1996","02-1996","03-1996","04-1996","05-1996","06-1996","07-1996","08-1996","09-1996","10-1996","11-1996","12-1996","01-1997","02-1997","03-1997","04-1997","05-1997","06-1997","07-1997","08-1997","09-1997","10-1997","11-1997","12-1997","01-1998","02-1998","03-1998","04-1998","05-1998","06-1998","07-1998","08-1998","09-1998","10-1998","11-1998","12-1998","01-1999","02-1999","03-1999","04-1999","05-1999","06-1999","07-1999","08-1999","09-1999","10-1999","11-1999","12-1999","01-2000","02-2000","03-2000","04-2000","05-2000","06-2000","07-2000","08-2000","09-2000","10-2000","11-2000","12-2000","01-2001","02-2001","03-2001","04-2001","05-2001","06-2001","07-2001","08-2001","09-2001","10-2001","11-2001","12-2001","01-2002","02-2002","03-2002","04-2002","05-2002","06-2002","07-2002","08-2002","09-2002","10-2002","11-2002","12-2002","01-2003","02-2003","03-2003","04-2003","05-2003","06-2003","07-2003","08-2003","09-2003","10-2003","11-2003","12-2003","01-2004","02-2004","03-2004","04-2004","05-2004","06-2004","07-2004","08-2004","09-2004","10-2004","11-2004","12-2004","01-2005","02-2005","03-2005","04-2005","05-2005","06-2005","07-2005","08-2005","09-2005","10-2005","11-2005","12-2005","01-2006","02-2006","03-2006","04-2006","05-2006","06-2006","07-2006","08-2006","09-2006","10-2006","11-2006","12-2006","01-2007","02-2007","03-2007","04-2007","05-2007","06-2007","07-2007","08-2007","09-2007","10-2007","11-2007","12-2007","01-2008","02-2008","03-2008","04-2008","05-2008","06-2008","07-2008","08-2008","09-2008","10-2008","11-2008","12-2008","01-2009","02-2009","03-2009","04-2009","05-2009","06-2009","07-2009","08-2009","09-2009","10-2009","11-2009","12-2009","01-2010","02-2010","03-2010","04-2010","05-2010","06-2010","07-2010","08-2010","09-2010","10-2010","11-2010","12-2010","01-2011","02-2011","03-2011","04-2011","05-2011","06-2011","07-2011","08-2011","09-2011","10-2011","11-2011","12-2011","01-2012","02-2012","03-2012","04-2012","05-2012","06-2012","07-2012","08-2012","09-2012","10-2012","11-2012","12-2012","01-2013","02-2013","03-2013","04-2013","05-2013","06-2013","07-2013","08-2013","09-2013","10-2013","11-2013","12-2013","01-2014","02-2014","03-2014","04-2014","05-2014","06-2014","07-2014","08-2014","09-2014","10-2014","11-2014","12-2014","01-2015","02-2015","03-2015","04-2015","05-2015","06-2015","07-2015","08-2015","09-2015","10-2015","11-2015","12-2015","01-2016","02-2016","03-2016","04-2016","05-2016","06-2016","07-2016","08-2016","09-2016","10-2016","11-2016","12-2016","01-2017","02-2017","03-2017","04-2017","05-2017","06-2017","07-2017","08-2017","09-2017","10-2017","11-2017","12-2017","01-2018","02-2018","03-2018","04-2018","05-2018","06-2018","07-2018","08-2018","09-2018","10-2018","11-2018","12-2018","01-2019","02-2019","03-2019","04-2019","05-2019","06-2019","07-2019","08-2019","09-2019","10-2019","11-2019","12-2019","01-2020","02-2020","03-2020","04-2020","05-2020","06-2020","07-2020","08-2020","09-2020","10-2020","11-2020","12-2020","01-2021","02-2021","03-2021","04-2021","05-2021","06-2021","07-2021","08-2021","09-2021","10-2021","11-2021","12-2021","01-2022","02-2022","03-2022","04-2022","05-2022","06-2022","07-2022","08-2022","09-2022","10-2022","11-2022","12-2022","01-2023","02-2023","03-2023","04-2023","05-2023","06-2023","07-2023","08-2023","09-2023","10-2023","11-2023","12-2023","01-2024","02-2024","03-2024","04-2024","05-2024","06-2024","07-2024","08-2024","09-2024","10-2024","11-2024","12-2024","01-2025","02-2025","03-2025","04-2025","05-2025","06-2025","07-2025","08-2025","09-2025","10-2025","11-2025"
United States,1842,1552,1417,1662,1599,1656,1670,1886,1891,1823,1665,1602,1678,1535,1553,1612,1475,1661,1513,1680,1713,1604,1695,1588,1863,1523,1344,1431,1422,1439,1417,1676,1744,1635,1651,1517,1682,1591,1389,1770,1549,1528,1823,1765,1758,1952,1714,1638,2378,1816,1599,1800,1655,1843,1911,2163,2086,2055,1952,1690,2200,1845,1600,1833,1788,1857,2028,2108,2134,2062,1962,1770,2967,1813,1667,1916,1778,1866,1839,2048,2018,2018,1784,1792,2477,1864,1548,1925,1749,1801,2108,2115,2100,2021,1902,1856,2413,1803,1648,1920,1778,1778,1812,1966,1984,1797,1852,1711,2136,1677,1384,1549,1690,1601,1650,1777,1980,1716,1752,1611,1978,1498,1316,1284,1273,1413,1682,1489,1529,1374,1442,1367,2311,1323,1105,1293,1145,1213,1490,1370,1311,1242,1290,1203,2945,1310,1028,1198,1114,1204,1283,1246,1305,1180,1181,1096,2618,1158,929,993,1011,1095,1054,1195,1185,1148,1095,1074,2423,1128,988,1022,1027,1136,1382,1249,1256,1145,1174,1026,2195,1116,878,1018,1113,1167,1422,1322,1257,1201,1296,1188,2338,1173,975,1129,1115,1139,1425,1309,1258,1494,1158,1075,2367,1068,951,1279,1160,1205,1550,1304,1259,1352,1155,1071,2460,1079,919,1296,1115,1187,1552,1298,1268,1339,1119,1077,2358,1066,1018,1252,1116,1294,1677,1374,1335,1304,1239,1135,2369,1203,926,1262,1198,1218,1820,1447,1280,1458,1274,1211,2634,1217,949,1320,1198,1230,1874,1372,1389,1413,1220,1147,2549,1104,998,1289,1181,1163,1738,1281,1256,1389,1180,1138,2454,1054,884,1161,1145,1193,1577,1317,1178,1191,1092,1052,2322,1026,818,1191,1103,1117,1515,1194,1171,1216,1096,1013,2116,1036,785,1123,1111,1168,1608,1248,1173,1237,1107,1023,1933,1038,860,1130,1079,1137,1360,1228,1187,1292,1112,1081,2324,1087,863,1039,1029,1115,1392,1276,1176,1090,1076,1072,1899,990,856,970,1044,1162,1310,1173,1156,1104,1140,1080,1981,1139,880,1102,1077,1297,1432,1368,1353,1332,1253,1234,2176,1204,1018,1198,1269,1368,1611,1501,1495,1385,1445,1408,2221,1402,1128,1194,1258,1350,1401,1500,1395,1327,1413,1753,2342,1303,1072,1163,1236,1295,1363,1395,1323,1277,1214,1207,3006,1207,1079,1157,1158,1354,1341,1342,1323,1275,1233,1193,3032,1358,1130,1342,1393,1628,1843,1972,1883,1765,1917,1756,3601,1355,1152,1191,1307,1536,1479,1678,1524,1567,1624,1458,2044,1667,1478,1663,1720,1948,1864,2097,1907,1683,1787,1540,2519,1659,1369,1561,1575,1690,1702,1849,1636,1570,1589,1430,2105,1361,1258,1333,1337,1517,1497,1554,1422,1322,1391,1229,1825,1085,979,1017,1051,1076,1094,1091,903,783,443,28
United States Clearances,1187,1056,1018,1121,1134,1211,1196,1287,1291,1232,1089,1126,1257,1090,1014,1165,1053,1141,1052,1140,1103,1044,1096,1025,1244,1033,918,968,972,1117,989,1049,1219,1080,1088,1010,1145,1044,940,1041,1043,1008,1054,1080,1142,1096,1125,945,1084,1188,1158,1213,1128,1212,1314,1395,1387,1285,1342,1092,1249,1155,1068,1165,1139,1168,1245,1347,1248,1331,1278,1089,1786,1150,1100,1273,1176,1147,1139,1314,1223,1241,1118,1080,1771,1217,1137,1234,1104,1222,1287,1256,1264,1261,1210,1250,1382,1124,1048,1195,1107,1087,1078,1158,1266,1146,1114,1099,1359,991,904,994,1178,942,931,949,1025,955,911,843,1143,903,872,805,793,917,864,896,973,804,809,729,1167,839,733,767,709,735,1043,794,848,763,767,727,1560,825,682,771,725,733,775,783,797,769,696,675,1587,742,619,641,694,658,698,718,691,696,674,644,1516,673,613,636,609,682,659,673,717,668,627,610,1431,680,548,626,590,682,750,692,748,612,743,641,1434,742,623,657,686,687,768,711,722,704,719,597,1483,626,606,621,666,675,744,738,677,679,708,585,1524,649,606,636,719,666,765,724,714,712,632,626,1325,619,627,724,599,793,854,740,754,666,691,657,1373,672,534,678,655,671,859,750,722,723,722,705,1517,717,566,688,675,716,854,786,771,670,695,632,1512,724,657,636,723,641,803,796,745,680,702,670,1610,665,602,644,661,707,813,775,708,652,670,611,1442,645,557,641,673,647,779,670,605,666,645,589,1302,645,520,647,616,633,917,652,689,665,653,596,1156,578,601,630,621,657,737,683,670,649,677,591,1277,671,593,647,632,692,840,716,738,663,647,606,1176,660,583,634,655,686,715,733,674,642,718,605,1223,717,621,692,670,696,800,765,715,727,754,688,1311,698,653,662,772,813,866,706,792,711,748,743,1343,782,724,772,687,807,810,825,794,750,781,760,1394,806,664,750,740,745,742,743,737,678,708,671,1501,695,656,679,705,763,727,714,753,642,714,653,1507,827,675,741,856,880,859,966,925,870,957,839,1760,669,659,741,726,752,749,814,756,778,798,746,730,847,840,1007,879,991,972,1012,1065,885,861,839,1152,1004,870,997,884,952,952,1004,937,920,915,866,977,816,826,896,863,872,916,870,882,775,870,781,804,754,693,697,705,662,656,708,553,552,313,22
