Series,"12-1985","01-1986","02-1986","03-1986","04-1986","05-1986","06-1986","07-1986","08-1986","09-1986","10-1986","11-1986","12-1986","01-1987","02-1987","03-1987","04-1987","05-1987","06-1987","07-1987","08-1987","09-1987","10-1987","11-1987","12-1987","01-1988","02-1988","03-1988","04-1988","05-1988","06-1988","07-1988","08-1988","09-1988","10-1988","11-1988","12-1988","01-1989","02-1989","03-1989","04-1989","05-1989","06-1989","07-1989","08-1989","09-1989","10-1989","11-1989","12-1989","01-1990","02-1990","03-1990","04-1990","05-1990","06-1990","07-1990","08-1990","09-1990","10-1990","11-1990","12-1990","01-1991","02-1991","03-1991","04-1991","05-1991","06-1991","07-1991","08-1991","09-1991","10-1991","11-1991","12-1991","01-1992","02-1992","03-1992","04-1992","05-1992","06-1992","07-1992","08-1992","09-1992","10-1992","11-1992","12-1992","01-1993","02-1993","03-1993","04-1993","05-1993","06-1993","07-1993","08-1993","09-1993","10-1993","11-1993","12-1993","01-1994","02-1994","03-1994","04-1994","05-1994","06-1994","07-1994","08-1994","09-1994","10-1994","11-1994","12-1994","01-1995","02-1995","03-1995","04-1995","05-1995","06-1995","07-1995","08-1995","09-1995","10-1995","11-1995","12-1995","01-1996","02-1996","03-1996","04-1996","05-1996","06-1996","07-1996","08-1996","09-1996","10-1996","11-1996","12-1996","01-1997","02-1997","03-1997","04-1997","05-1997","06-1997","07-1997","08-1997","09-1997","10-1997","11-1997","12-1997","01-1998","02-1998","03-1998","04-1998","05-1998","06-1998","07-1998","08-1998","09-1998","10-1998","11-1998","12-1998","01-1999","02-1999","03-1999","04-1999","05-1999","06-1999","07-1999","08-1999","09-1999","10-1999","11-1999","12-1999","01-2000","02-2000","03-2000","04-2000","05-2000","06-2000","07-2000","08-2000","09-2000","10-2000","11-2000","12-2000","01-2001","02-2001","03-2001","04-2001","05-2001","06-2001","07-2001","08-2001","09-2001","10-2001","11-2001","12-2001","01-2002","02-2002","03-2002","04-2002","05-2002","06-2002","07-2002","08-2002","09-2002","10-2002","11-2002","12-2002","01-2003","02-2003","03-2003","04-2003","05-2003","06-2003","07-2003","08-2003","09-2003","10-2003","11-2003","12-2003","01-2004","02-2004","03-2004","04-2004","05-2004","06-2004","07-2004","08-2004","09-2004","10-2004","11-2004","12-2004","01-2005","02-2005","03-2005","04-2005","05-2005","06-2005","07-2005","08-2005","09-2005","10-2005","11-2005","12-2005","01-2006","02-2006","03-2006","04-2006","05-2006","06-2006","07-2006","08-2006","09-2006","10-2006","11-2006","12-2006","01-2007","02-2007","03-2007","04-2007","05-2007","06-2007","07-2007","08-2007","09-2007","10-2007","11-2007","12-2007","01-2008","02-2008","03-2008","04-2008","05-2008","06-2008","07-2008","08-2008","09-2008","10-2008","11-2008","12-2008","01-2009","02-2009","03-2009","04-2009","05-2009","06-2009","07-2009","08-2009","09-2009","10-2009","11-2009","12-2009","01-2010","02-2010","03-2010","04-2010","05-2010","06-2010","07-2010","08-2010","09-2010","10-2010","11-2010","12-2010","01-2011","02-2011","03-2011","04-2011","05-2011","06-2011","07-2011","08-2011","09-2011","10-2011","11-2011","12-2011","01-2012","02-2012","03-2012","04-2012","05-2012","06-2012","07-2012","08-2012","09-2012","10-2012","11-2012","12-2012","01-2013","02-2013","03-2013","04-2013","05-2013","06-2013","07-2013","08-2013","09-2013","10-2013","11-2013","12-2013","01-2014","02-2014","03-2014","04-2014","05-2014","06-2014","07-2014","08-2014","09-2014","10-2014","11-2014","12-2014","01-2015","02-2015","03-2015","04-2015","05-2015","06-2015","07-2015","08-2015","09-2015","10-2015","11-2015","12-2015","01-2016","02-2016","03-2016","04-2016","05-2016","06-2016","07-2016","08-2016","09-2016","10-2016","11-2016","12-2016","01-2017","02-2017","03-2017","04-2017","05-2017","06-2017","07-2017","08-2017","09-2017","10-2017","11-2017","12-2017","01-2018","02-2018","03-2018","04-2018","05-2018","06-2018","07-2018","08-2018","09-2018","10-2018","11-2018","12-2018","01-2019","02-2019","03-2019","04-2019","05-2019","06-2019","07-2019","08-2019","09-2019","10-2019","11-2019","12-2019","01-2020","02-2020","03-2020","04-2020","05-2020","06-2020","07-2020","08-2020","09-2020","10-2020","11-2020","12-2020","01-2021","02-2021","03-2021","04-2021","05-2021","06-2021","07-2021","08-2021","09-2021","10-2021","11-2021","12-2021","01-2022","02-2022","03-2022","04-2022","05-2022","06-2022","07-2022","08-2022","09-2022","10-2022","11-2022","12-2022","01-2023","02-2023","03-2023","04-2023","05-2023","06-2023","07-2023","08-2023","09-2023","10-2023","11-2023","12-2023","01-2024","02-2024","03-2024","04-2024","05-2024","06-2024","07-2024","08-2024","09-2024","10-2024","11-2024","12-2024","01-2025","02-2025","03-2025","04-2025","05-2025","06-2025","07-2025","08-2025","09-2025","10-2025","11-2025"
Texas,3021,3108,2867,3169,2959,3163,3251,3403,3588,3684,3478,3602,3745,3634,2936,2955,2855,2767,2876,3217,3356,3394,3317,3170,3574,3552,3137,3173,2820,2844,2850,3276,3567,3609,3737,3261,3474,3283,2814,2929,2757,2898,2893,3267,3163,3361,3585,3498,3455,3587,3065,3495,3177,3203,3644,4025,4123,3943,3811,3978,4241,4038,3636,3927,3700,4048,4136,4232,4826,4397,4172,4013,4567,4436,3701,3808,3614,3560,3558,3855,3930,3473,3415,3410,3821,3610,3002,3496,2998,3234,3233,3454,3434,3159,3661,3586,3596,3351,2949,3165,3161,2949,3021,3311,3233,3091,3126,3035,3248,3064,2464,2668,2554,2598,2615,3015,2837,2684,3080,2915,3163,2949,2382,2430,2452,2802,2726,2873,2846,2706,2735,2816,3076,2656,2312,2506,2236,2587,2633,2761,2658,2558,2563,2420,2609,2715,1994,2185,2120,2355,2254,2397,2463,2461,2556,2574,2591,2516,2002,2200,2328,2537,2444,2577,2534,2318,2410,2537,2903,2624,1970,2245,2374,2617,2455,2719,2464,2401,2748,2710,2861,2801,2262,2669,2661,2780,2836,3010,3008,3038,3415,3137,3559,3269,2397,2865,2851,2935,3078,3460,3632,3115,3047,3262,3565,3096,2212,3034,3022,3217,3002,3345,3132,3087,3253,3123,3471,3255,2377,2787,2616,2959,3062,3200,3237,2976,3165,2892,3217,2965,2066,2747,2784,2933,2992,3390,3355,3117,3049,3032,3345,3009,2391,2948,3166,3417,3162,3472,3156,3003,3108,3122,3288,3088,2388,2922,2965,3485,3413,3701,3340,3291,3283,3353,3524,3264,2683,3049,2967,3204,3150,3376,3713,2859,3151,2988,3321,3070,2233,2840,3072,3396,3215,3592,3464,3243,3261,3237,3377,3001,2059,2684,2735,2981,2870,2955,2762,2617,2694,2676,2775,2386,1699,2103,2303,2658,2461,2518,2432,2350,2450,2400,2849,2620,1950,2460,2469,2483,2557,2682,2405,2561,2647,2689,2844,2948,2172,2250,2439,2631,2635,2844,2809,2624,2703,2717,2973,2927,2125,2033,2292,2567,2635,2784,2636,2526,2643,2726,3062,2755,1928,2373,2527,2653,2749,2858,2793,2530,2757,2775,3182,3087,2311,2432,2649,2766,2607,2929,2895,2777,2834,2712,3231,3143,2662,2618,2504,2698,2590,2769,2640,2371,2560,2662,2844,2741,2103,2153,2172,2325,2295,2332,2448,2294,2350,2504,2584,2519,2013,2191,2303,2526,2453,2707,2579,2388,2434,2395,2610,2644,2245,2243,1882,2086,2264,2192,2172,2053,2382,2355,2502,2287,1724,1689,1694,2020,1760,1937,1889,1832,1875,1789,1987,1755,1554,1743,1823,2017,1919,1881,1831,1685,1748,1577,1722,1707,1588,1782,1746,1832,1719,1872,1706,1800,1783,1768,1797,1756,1483,1636,1759,1792,1662,1593,1648,1604,1673,1644,1644,1496,1301,1449,1446,1490,1393,1408,1287,1270,1152,4
Texas Clearances,796,814,795,1013,933,1037,904,968,1039,1051,1054,1035,1019,1170,988,959,990,890,970,964,990,1072,1112,983,1040,1059,1002,1099,1018,947,885,922,1018,993,1223,1015,978,1088,979,1035,885,857,902,959,916,1098,1054,1239,995,1143,1018,1017,1053,1046,952,1080,1168,1120,1275,1151,1063,1261,1083,1065,1090,1268,1002,1141,1198,1127,1166,986,1080,1247,1049,1216,1098,975,1085,1002,1036,940,1266,860,1073,1077,907,1088,859,957,1075,957,1025,931,905,958,1048,1065,943,1036,938,905,837,925,890,894,871,826,918,865,796,909,715,881,786,795,861,781,964,812,754,873,725,747,768,800,669,814,770,771,810,826,776,829,718,752,720,771,736,801,707,764,760,592,722,776,670,741,693,661,743,702,642,678,706,643,737,704,645,726,631,720,719,711,734,668,665,650,699,717,668,595,574,706,635,736,721,617,619,613,626,695,690,733,668,761,638,776,757,741,739,820,771,777,682,735,868,820,783,807,827,798,796,728,791,785,650,718,728,887,703,779,707,847,836,688,808,857,772,765,741,695,763,832,740,780,731,694,733,736,594,756,722,705,711,723,795,652,603,735,776,829,694,770,698,840,752,732,832,726,770,714,761,781,639,690,715,785,754,805,767,818,742,717,781,745,815,724,794,779,824,847,907,737,833,757,811,871,722,730,757,830,806,902,811,824,833,790,874,796,690,735,749,805,829,752,731,691,714,694,655,813,577,649,687,730,800,622,831,620,640,625,702,649,613,649,609,694,620,632,685,628,629,577,712,678,610,594,625,664,591,631,675,630,674,573,728,749,558,650,585,626,550,498,527,501,537,479,510,579,485,546,587,541,615,670,629,618,606,773,728,678,708,674,623,646,640,631,678,682,706,564,642,606,624,630,585,682,629,607,624,554,593,584,536,611,592,481,528,557,410,375,468,435,465,417,435,530,420,407,450,572,488,519,508,442,416,450,397,591,428,496,483,447,417,448,476,375,477,349,391,401,348,398,343,404,389,399,374,394,364,348,348,336,370,352,406,363,392,389,358,369,378,337,363,386,344,444,382,375,402,399,385,435,408,352,361,363,414,411,442,431,394,397,388,423,430,367,370,362,376,441,374,410,366,411,384,365,293,1
