Series,"12-1985","01-1986","02-1986","03-1986","04-1986","05-1986","06-1986","07-1986","08-1986","09-1986","10-1986","11-1986","12-1986","01-1987","02-1987","03-1987","04-1987","05-1987","06-1987","07-1987","08-1987","09-1987","10-1987","11-1987","12-1987","01-1988","02-1988","03-1988","04-1988","05-1988","06-1988","07-1988","08-1988","09-1988","10-1988","11-1988","12-1988","01-1989","02-1989","03-1989","04-1989","05-1989","06-1989","07-1989","08-1989","09-1989","10-1989","11-1989","12-1989","01-1990","02-1990","03-1990","04-1990","05-1990","06-1990","07-1990","08-1990","09-1990","10-1990","11-1990","12-1990","01-1991","02-1991","03-1991","04-1991","05-1991","06-1991","07-1991","08-1991","09-1991","10-1991","11-1991","12-1991","01-1992","02-1992","03-1992","04-1992","05-1992","06-1992","07-1992","08-1992","09-1992","10-1992","11-1992","12-1992","01-1993","02-1993","03-1993","04-1993","05-1993","06-1993","07-1993","08-1993","09-1993","10-1993","11-1993","12-1993","01-1994","02-1994","03-1994","04-1994","05-1994","06-1994","07-1994","08-1994","09-1994","10-1994","11-1994","12-1994","01-1995","02-1995","03-1995","04-1995","05-1995","06-1995","07-1995","08-1995","09-1995","10-1995","11-1995","12-1995","01-1996","02-1996","03-1996","04-1996","05-1996","06-1996","07-1996","08-1996","09-1996","10-1996","11-1996","12-1996","01-1997","02-1997","03-1997","04-1997","05-1997","06-1997","07-1997","08-1997","09-1997","10-1997","11-1997","12-1997","01-1998","02-1998","03-1998","04-1998","05-1998","06-1998","07-1998","08-1998","09-1998","10-1998","11-1998","12-1998","01-1999","02-1999","03-1999","04-1999","05-1999","06-1999","07-1999","08-1999","09-1999","10-1999","11-1999","12-1999","01-2000","02-2000","03-2000","04-2000","05-2000","06-2000","07-2000","08-2000","09-2000","10-2000","11-2000","12-2000","01-2001","02-2001","03-2001","04-2001","05-2001","06-2001","07-2001","08-2001","09-2001","10-2001","11-2001","12-2001","01-2002","02-2002","03-2002","04-2002","05-2002","06-2002","07-2002","08-2002","09-2002","10-2002","11-2002","12-2002","01-2003","02-2003","03-2003","04-2003","05-2003","06-2003","07-2003","08-2003","09-2003","10-2003","11-2003","12-2003","01-2004","02-2004","03-2004","04-2004","05-2004","06-2004","07-2004","08-2004","09-2004","10-2004","11-2004","12-2004","01-2005","02-2005","03-2005","04-2005","05-2005","06-2005","07-2005","08-2005","09-2005","10-2005","11-2005","12-2005","01-2006","02-2006","03-2006","04-2006","05-2006","06-2006","07-2006","08-2006","09-2006","10-2006","11-2006","12-2006","01-2007","02-2007","03-2007","04-2007","05-2007","06-2007","07-2007","08-2007","09-2007","10-2007","11-2007","12-2007","01-2008","02-2008","03-2008","04-2008","05-2008","06-2008","07-2008","08-2008","09-2008","10-2008","11-2008","12-2008","01-2009","02-2009","03-2009","04-2009","05-2009","06-2009","07-2009","08-2009","09-2009","10-2009","11-2009","12-2009","01-2010","02-2010","03-2010","04-2010","05-2010","06-2010","07-2010","08-2010","09-2010","10-2010","11-2010","12-2010","01-2011","02-2011","03-2011","04-2011","05-2011","06-2011","07-2011","08-2011","09-2011","10-2011","11-2011","12-2011","01-2012","02-2012","03-2012","04-2012","05-2012","06-2012","07-2012","08-2012","09-2012","10-2012","11-2012","12-2012","01-2013","02-2013","03-2013","04-2013","05-2013","06-2013","07-2013","08-2013","09-2013","10-2013","11-2013","12-2013","01-2014","02-2014","03-2014","04-2014","05-2014","06-2014","07-2014","08-2014","09-2014","10-2014","11-2014","12-2014","01-2015","02-2015","03-2015","04-2015","05-2015","06-2015","07-2015","08-2015","09-2015","10-2015","11-2015","12-2015","01-2016","02-2016","03-2016","04-2016","05-2016","06-2016","07-2016","08-2016","09-2016","10-2016","11-2016","12-2016","01-2017","02-2017","03-2017","04-2017","05-2017","06-2017","07-2017","08-2017","09-2017","10-2017","11-2017","12-2017","01-2018","02-2018","03-2018","04-2018","05-2018","06-2018","07-2018","08-2018","09-2018","10-2018","11-2018","12-2018","01-2019","02-2019","03-2019","04-2019","05-2019","06-2019","07-2019","08-2019","09-2019","10-2019","11-2019","12-2019","01-2020","02-2020","03-2020","04-2020","05-2020","06-2020","07-2020","08-2020","09-2020","10-2020","11-2020","12-2020","01-2021","02-2021","03-2021","04-2021","05-2021","06-2021","07-2021","08-2021","09-2021","10-2021","11-2021","12-2021","01-2022","02-2022","03-2022","04-2022","05-2022","06-2022","07-2022","08-2022","09-2022","10-2022","11-2022","12-2022","01-2023","02-2023","03-2023","04-2023","05-2023","06-2023","07-2023","08-2023","09-2023","10-2023","11-2023","12-2023","01-2024","02-2024","03-2024","04-2024","05-2024","06-2024","07-2024","08-2024","09-2024","10-2024","11-2024","12-2024","01-2025","02-2025","03-2025","04-2025","05-2025","06-2025","07-2025","08-2025","09-2025","10-2025","11-2025"
New York,196,174,134,150,170,149,148,165,154,166,165,164,160,140,150,153,158,178,163,176,149,169,161,207,206,183,184,135,146,170,187,220,234,202,190,165,218,138,155,172,158,176,186,218,216,237,189,220,181,207,167,265,172,212,219,210,244,217,206,262,219,212,169,226,226,220,225,223,242,234,196,181,209,198,176,215,179,212,178,237,194,226,198,197,184,211,167,200,156,201,210,220,219,229,178,186,236,179,160,196,169,147,193,202,196,156,122,124,144,143,98,121,109,116,160,155,159,115,119,105,135,105,115,110,100,114,130,117,118,82,96,118,125,99,82,90,70,87,106,112,80,80,78,97,91,79,77,68,65,78,67,82,89,80,70,65,73,70,69,62,59,77,91,78,78,74,73,66,64,73,92,78,78,76,62,75,90,67,82,73,65,75,63,62,67,88,78,83,90,72,85,82,83,64,56,64,81,59,85,17,28,191,27,20,200,18,23,176,31,24,184,46,22,165,30,21,186,22,23,159,23,21,171,33,29,179,23,24,187,24,24,142,29,30,148,32,31,187,35,19,175,22,20,152,16,32,162,25,33,198,35,41,186,31,21,134,25,24,145,31,25,167,24,24,154,29,21,142,20,20,157,29,36,164,31,23,164,23,28,121,31,21,127,28,36,158,21,27,160,33,26,142,26,22,150,27,38,181,22,20,178,15,9,132,20,27,140,28,26,157,18,24,173,12,19,111,13,18,123,27,30,146,25,21,137,43,40,50,39,66,56,58,69,44,67,53,58,55,32,41,37,44,57,53,53,60,60,44,80,54,35,35,43,54,56,56,52,64,58,49,57,47,39,52,43,53,54,63,70,72,47,51,36,42,37,39,46,47,43,65,44,36,50,40,56,33,28,41,58,53,67,68,46,47,41,35,43,52,42,38,32,37,57,62,58,53,50,36,39,52,37,53,65,68,81,92,98,96,65,59,60,13,12,22,23,30,30,16,17,17,19,19,11,61,61,65,58,88,71,90,65,81,57,53,53,63,42,47,55,76,62,71,63,59,39,43,43,41,37,47,40,47,54,72,52,50,55,51,27,39,30,32,35,28,34,36,36,0,0,
New York Clearances,96,29,97,105,129,97,113,126,104,110,86,125,123,98,80,97,86,111,82,140,113,99,109,124,144,130,114,89,89,171,113,95,150,116,112,138,153,85,119,108,79,122,111,96,98,110,127,23,24,114,147,193,98,129,135,96,191,94,180,148,126,121,95,157,105,128,140,126,133,160,138,111,146,94,104,138,98,170,113,146,99,108,114,113,171,128,128,115,90,150,94,100,144,124,130,140,131,123,96,126,100,93,65,121,113,118,100,93,136,96,78,96,60,57,75,28,23,17,19,18,21,69,99,79,87,80,71,110,86,51,32,44,54,40,42,43,27,40,278,62,116,73,61,53,57,55,61,60,52,55,65,48,87,73,49,60,82,62,59,58,53,65,72,76,48,52,77,54,45,50,45,70,54,53,67,55,75,58,54,68,55,66,44,35,42,55,64,54,74,37,49,43,47,50,53,48,60,45,21,20,14,26,22,13,30,15,22,17,18,16,13,13,12,13,15,6,19,16,17,16,18,16,16,21,11,21,18,19,21,19,17,12,22,20,16,27,25,20,20,19,14,13,14,15,16,20,14,15,12,17,19,15,15,21,14,16,9,16,20,17,17,17,14,17,12,23,9,10,11,10,12,20,18,18,19,15,16,18,16,12,9,12,13,12,9,17,11,13,16,20,14,15,10,12,17,14,17,10,8,10,9,13,8,8,9,10,22,13,11,8,5,9,17,7,9,7,6,3,12,12,9,16,12,13,7,39,29,42,27,40,28,31,43,35,39,34,20,40,24,28,29,29,29,36,31,41,30,26,36,38,30,28,40,30,26,39,29,46,35,28,45,35,32,30,30,35,26,29,34,45,29,42,21,38,29,30,34,33,48,44,35,24,33,45,30,43,14,22,31,33,39,40,32,38,27,21,66,31,28,29,23,24,43,38,26,23,34,29,84,42,28,35,35,40,34,40,40,45,29,30,46,6,5,8,7,16,16,6,5,6,11,10,12,22,19,21,8,25,19,19,17,21,19,14,9,35,31,27,36,39,46,45,41,48,23,39,25,27,26,41,32,37,38,43,37,30,38,43,16,32,27,24,22,18,23,35,23,0,0,
