Series,"12-1985","01-1986","02-1986","03-1986","04-1986","05-1986","06-1986","07-1986","08-1986","09-1986","10-1986","11-1986","12-1986","01-1987","02-1987","03-1987","04-1987","05-1987","06-1987","07-1987","08-1987","09-1987","10-1987","11-1987","12-1987","01-1988","02-1988","03-1988","04-1988","05-1988","06-1988","07-1988","08-1988","09-1988","10-1988","11-1988","12-1988","01-1989","02-1989","03-1989","04-1989","05-1989","06-1989","07-1989","08-1989","09-1989","10-1989","11-1989","12-1989","01-1990","02-1990","03-1990","04-1990","05-1990","06-1990","07-1990","08-1990","09-1990","10-1990","11-1990","12-1990","01-1991","02-1991","03-1991","04-1991","05-1991","06-1991","07-1991","08-1991","09-1991","10-1991","11-1991","12-1991","01-1992","02-1992","03-1992","04-1992","05-1992","06-1992","07-1992","08-1992","09-1992","10-1992","11-1992","12-1992","01-1993","02-1993","03-1993","04-1993","05-1993","06-1993","07-1993","08-1993","09-1993","10-1993","11-1993","12-1993","01-1994","02-1994","03-1994","04-1994","05-1994","06-1994","07-1994","08-1994","09-1994","10-1994","11-1994","12-1994","01-1995","02-1995","03-1995","04-1995","05-1995","06-1995","07-1995","08-1995","09-1995","10-1995","11-1995","12-1995","01-1996","02-1996","03-1996","04-1996","05-1996","06-1996","07-1996","08-1996","09-1996","10-1996","11-1996","12-1996","01-1997","02-1997","03-1997","04-1997","05-1997","06-1997","07-1997","08-1997","09-1997","10-1997","11-1997","12-1997","01-1998","02-1998","03-1998","04-1998","05-1998","06-1998","07-1998","08-1998","09-1998","10-1998","11-1998","12-1998","01-1999","02-1999","03-1999","04-1999","05-1999","06-1999","07-1999","08-1999","09-1999","10-1999","11-1999","12-1999","01-2000","02-2000","03-2000","04-2000","05-2000","06-2000","07-2000","08-2000","09-2000","10-2000","11-2000","12-2000","01-2001","02-2001","03-2001","04-2001","05-2001","06-2001","07-2001","08-2001","09-2001","10-2001","11-2001","12-2001","01-2002","02-2002","03-2002","04-2002","05-2002","06-2002","07-2002","08-2002","09-2002","10-2002","11-2002","12-2002","01-2003","02-2003","03-2003","04-2003","05-2003","06-2003","07-2003","08-2003","09-2003","10-2003","11-2003","12-2003","01-2004","02-2004","03-2004","04-2004","05-2004","06-2004","07-2004","08-2004","09-2004","10-2004","11-2004","12-2004","01-2005","02-2005","03-2005","04-2005","05-2005","06-2005","07-2005","08-2005","09-2005","10-2005","11-2005","12-2005","01-2006","02-2006","03-2006","04-2006","05-2006","06-2006","07-2006","08-2006","09-2006","10-2006","11-2006","12-2006","01-2007","02-2007","03-2007","04-2007","05-2007","06-2007","07-2007","08-2007","09-2007","10-2007","11-2007","12-2007","01-2008","02-2008","03-2008","04-2008","05-2008","06-2008","07-2008","08-2008","09-2008","10-2008","11-2008","12-2008","01-2009","02-2009","03-2009","04-2009","05-2009","06-2009","07-2009","08-2009","09-2009","10-2009","11-2009","12-2009","01-2010","02-2010","03-2010","04-2010","05-2010","06-2010","07-2010","08-2010","09-2010","10-2010","11-2010","12-2010","01-2011","02-2011","03-2011","04-2011","05-2011","06-2011","07-2011","08-2011","09-2011","10-2011","11-2011","12-2011","01-2012","02-2012","03-2012","04-2012","05-2012","06-2012","07-2012","08-2012","09-2012","10-2012","11-2012","12-2012","01-2013","02-2013","03-2013","04-2013","05-2013","06-2013","07-2013","08-2013","09-2013","10-2013","11-2013","12-2013","01-2014","02-2014","03-2014","04-2014","05-2014","06-2014","07-2014","08-2014","09-2014","10-2014","11-2014","12-2014","01-2015","02-2015","03-2015","04-2015","05-2015","06-2015","07-2015","08-2015","09-2015","10-2015","11-2015","12-2015","01-2016","02-2016","03-2016","04-2016","05-2016","06-2016","07-2016","08-2016","09-2016","10-2016","11-2016","12-2016","01-2017","02-2017","03-2017","04-2017","05-2017","06-2017","07-2017","08-2017","09-2017","10-2017","11-2017","12-2017","01-2018","02-2018","03-2018","04-2018","05-2018","06-2018","07-2018","08-2018","09-2018","10-2018","11-2018","12-2018","01-2019","02-2019","03-2019","04-2019","05-2019","06-2019","07-2019","08-2019","09-2019","10-2019","11-2019","12-2019","01-2020","02-2020","03-2020","04-2020","05-2020","06-2020","07-2020","08-2020","09-2020","10-2020","11-2020","12-2020","01-2021","02-2021","03-2021","04-2021","05-2021","06-2021","07-2021","08-2021","09-2021","10-2021","11-2021","12-2021","01-2022","02-2022","03-2022","04-2022","05-2022","06-2022","07-2022","08-2022","09-2022","10-2022","11-2022","12-2022","01-2023","02-2023","03-2023","04-2023","05-2023","06-2023","07-2023","08-2023","09-2023","10-2023","11-2023","12-2023","01-2024","02-2024","03-2024","04-2024","05-2024","06-2024","07-2024","08-2024","09-2024","10-2024","11-2024","12-2024","01-2025","02-2025","03-2025","04-2025","05-2025","06-2025","07-2025","08-2025","09-2025","10-2025","11-2025"
Michigan,2338,2174,1847,2222,2099,2149,2160,2274,2608,2452,2553,2278,2509,2207,1953,1884,1850,1841,1746,2164,2351,2221,2441,2362,2269,2063,1653,1801,1608,1692,1533,1667,1796,2029,2066,2088,2077,1933,1589,1575,1507,1483,1540,1688,1675,1837,1911,1761,1825,1901,1510,1583,1556,1591,1659,1843,1973,1913,2020,1773,2163,1823,1544,1692,1633,1776,1667,2167,2187,1966,2115,1936,2069,1848,1683,1758,1598,1750,1543,1578,1700,1737,1781,1895,1859,2050,1440,1680,1616,1573,1758,1978,1921,1902,2112,2115,2112,1624,1556,1818,1749,1686,1767,1840,1783,1752,2045,1658,1722,1596,1276,1318,1275,1347,1461,1452,1397,1493,1730,1415,1567,1479,1389,1540,1113,1029,1265,1362,1334,1378,1501,1370,1526,1309,1028,1204,1043,1242,1142,1316,1345,1268,1305,1132,1140,1455,1173,1125,1124,1076,1014,1123,1461,1383,1587,1284,1314,1189,984,1094,1010,1040,1065,1370,1233,1140,1233,1301,1148,1124,917,1028,975,1075,960,1308,1166,1141,1316,1229,1180,1065,860,964,972,1034,1065,1139,1239,1050,1180,1166,1055,1156,532,940,823,913,805,973,1108,1187,1128,1052,1180,1005,769,696,845,865,1088,996,899,1034,935,942,1102,879,778,721,866,814,985,1075,1059,990,1062,910,1103,996,794,938,1035,1027,1072,1096,1318,1181,1342,1295,1210,1268,938,1105,976,1162,1168,1332,1378,1224,1239,1216,1168,1051,744,1055,1071,1156,1108,1236,1192,1221,1170,1157,1135,1057,776,1026,1087,1090,1059,1271,1307,1121,1328,1113,951,906,711,886,923,1050,1109,1155,1233,1154,1198,1066,987,941,660,798,937,966,918,1117,1166,1044,1076,948,865,735,511,711,745,851,947,970,1091,894,915,908,971,803,627,705,766,894,876,1083,975,940,899,872,920,912,638,716,722,869,928,998,1071,916,815,766,666,614,465,519,594,720,679,790,860,830,735,581,617,631,406,511,632,628,691,725,755,739,736,656,685,593,462,506,551,533,550,642,749,664,636,602,619,588,446,498,492,507,547,640,617,574,553,540,477,455,367,390,421,454,525,555,539,519,455,469,487,414,317,335,365,444,455,513,549,483,508,448,513,495,367,344,315,358,351,352,426,379,394,387,417,365,254,289,292,366,301,333,355,401,375,366,324,279,232,260,261,339,354,352,330,341,323,301,300,303,252,254,284,357,320,362,337,296,309,285,349,215,219,205,222,248,291,297,327,321,291,287,240,224,159,184,209,209,249,242,223,198,97,11
Michigan Clearances,202,291,222,224,273,245,290,269,312,384,288,245,236,266,231,260,260,274,258,246,320,266,296,271,272,306,284,237,247,229,207,229,269,273,258,306,252,253,263,213,205,207,202,299,240,274,257,297,273,277,241,264,210,230,223,304,286,228,226,286,253,286,251,271,217,274,208,260,241,232,230,222,219,232,233,234,195,220,220,213,215,230,238,194,182,226,199,225,209,168,186,205,207,215,235,215,223,172,186,259,198,203,167,192,209,168,212,148,166,122,106,128,126,111,113,107,114,115,119,139,109,215,166,230,153,157,149,191,195,228,176,163,140,156,141,154,128,146,157,172,145,167,161,163,126,131,128,110,107,114,116,126,150,159,172,174,354,140,141,146,116,154,151,148,154,155,118,140,139,118,114,92,97,126,95,168,129,137,154,149,126,95,81,102,132,94,110,98,133,127,136,159,117,137,72,122,114,124,93,104,139,159,154,137,137,114,107,109,164,492,146,112,107,138,98,106,131,94,95,89,109,101,117,143,110,126,140,126,157,138,139,146,157,151,146,170,175,164,175,156,170,178,133,166,118,186,165,202,204,195,194,165,183,153,146,174,159,150,182,187,163,199,202,150,170,170,123,168,188,154,138,193,190,179,195,156,134,137,119,145,142,144,168,185,193,180,187,146,167,194,107,148,165,145,141,175,193,177,182,140,139,134,100,120,121,144,161,169,166,128,160,130,147,130,119,128,118,125,154,146,139,142,143,132,145,142,125,152,146,148,123,161,141,127,160,137,124,124,101,118,115,116,112,139,130,118,125,87,87,132,70,85,103,85,96,124,99,104,120,128,98,98,86,91,92,103,106,105,137,119,108,108,111,91,93,98,72,109,102,99,121,103,103,101,119,98,88,85,95,107,108,106,109,108,104,94,104,105,89,90,88,123,108,110,123,109,111,114,130,134,109,102,78,101,63,73,94,83,112,94,102,92,82,77,78,72,61,72,80,105,101,98,91,93,72,102,73,86,84,91,91,87,94,87,76,105,69,78,78,93,92,85,106,76,90,86,97,80,80,80,75,75,70,82,83,108,101,64,69,84,60,73,72,65,70,80,85,64,44,5
