Series,"12-1985","01-1986","02-1986","03-1986","04-1986","05-1986","06-1986","07-1986","08-1986","09-1986","10-1986","11-1986","12-1986","01-1987","02-1987","03-1987","04-1987","05-1987","06-1987","07-1987","08-1987","09-1987","10-1987","11-1987","12-1987","01-1988","02-1988","03-1988","04-1988","05-1988","06-1988","07-1988","08-1988","09-1988","10-1988","11-1988","12-1988","01-1989","02-1989","03-1989","04-1989","05-1989","06-1989","07-1989","08-1989","09-1989","10-1989","11-1989","12-1989","01-1990","02-1990","03-1990","04-1990","05-1990","06-1990","07-1990","08-1990","09-1990","10-1990","11-1990","12-1990","01-1991","02-1991","03-1991","04-1991","05-1991","06-1991","07-1991","08-1991","09-1991","10-1991","11-1991","12-1991","01-1992","02-1992","03-1992","04-1992","05-1992","06-1992","07-1992","08-1992","09-1992","10-1992","11-1992","12-1992","01-1993","02-1993","03-1993","04-1993","05-1993","06-1993","07-1993","08-1993","09-1993","10-1993","11-1993","12-1993","01-1994","02-1994","03-1994","04-1994","05-1994","06-1994","07-1994","08-1994","09-1994","10-1994","11-1994","12-1994","01-1995","02-1995","03-1995","04-1995","05-1995","06-1995","07-1995","08-1995","09-1995","10-1995","11-1995","12-1995","01-1996","02-1996","03-1996","04-1996","05-1996","06-1996","07-1996","08-1996","09-1996","10-1996","11-1996","12-1996","01-1997","02-1997","03-1997","04-1997","05-1997","06-1997","07-1997","08-1997","09-1997","10-1997","11-1997","12-1997","01-1998","02-1998","03-1998","04-1998","05-1998","06-1998","07-1998","08-1998","09-1998","10-1998","11-1998","12-1998","01-1999","02-1999","03-1999","04-1999","05-1999","06-1999","07-1999","08-1999","09-1999","10-1999","11-1999","12-1999","01-2000","02-2000","03-2000","04-2000","05-2000","06-2000","07-2000","08-2000","09-2000","10-2000","11-2000","12-2000","01-2001","02-2001","03-2001","04-2001","05-2001","06-2001","07-2001","08-2001","09-2001","10-2001","11-2001","12-2001","01-2002","02-2002","03-2002","04-2002","05-2002","06-2002","07-2002","08-2002","09-2002","10-2002","11-2002","12-2002","01-2003","02-2003","03-2003","04-2003","05-2003","06-2003","07-2003","08-2003","09-2003","10-2003","11-2003","12-2003","01-2004","02-2004","03-2004","04-2004","05-2004","06-2004","07-2004","08-2004","09-2004","10-2004","11-2004","12-2004","01-2005","02-2005","03-2005","04-2005","05-2005","06-2005","07-2005","08-2005","09-2005","10-2005","11-2005","12-2005","01-2006","02-2006","03-2006","04-2006","05-2006","06-2006","07-2006","08-2006","09-2006","10-2006","11-2006","12-2006","01-2007","02-2007","03-2007","04-2007","05-2007","06-2007","07-2007","08-2007","09-2007","10-2007","11-2007","12-2007","01-2008","02-2008","03-2008","04-2008","05-2008","06-2008","07-2008","08-2008","09-2008","10-2008","11-2008","12-2008","01-2009","02-2009","03-2009","04-2009","05-2009","06-2009","07-2009","08-2009","09-2009","10-2009","11-2009","12-2009","01-2010","02-2010","03-2010","04-2010","05-2010","06-2010","07-2010","08-2010","09-2010","10-2010","11-2010","12-2010","01-2011","02-2011","03-2011","04-2011","05-2011","06-2011","07-2011","08-2011","09-2011","10-2011","11-2011","12-2011","01-2012","02-2012","03-2012","04-2012","05-2012","06-2012","07-2012","08-2012","09-2012","10-2012","11-2012","12-2012","01-2013","02-2013","03-2013","04-2013","05-2013","06-2013","07-2013","08-2013","09-2013","10-2013","11-2013","12-2013","01-2014","02-2014","03-2014","04-2014","05-2014","06-2014","07-2014","08-2014","09-2014","10-2014","11-2014","12-2014","01-2015","02-2015","03-2015","04-2015","05-2015","06-2015","07-2015","08-2015","09-2015","10-2015","11-2015","12-2015","01-2016","02-2016","03-2016","04-2016","05-2016","06-2016","07-2016","08-2016","09-2016","10-2016","11-2016","12-2016","01-2017","02-2017","03-2017","04-2017","05-2017","06-2017","07-2017","08-2017","09-2017","10-2017","11-2017","12-2017","01-2018","02-2018","03-2018","04-2018","05-2018","06-2018","07-2018","08-2018","09-2018","10-2018","11-2018","12-2018","01-2019","02-2019","03-2019","04-2019","05-2019","06-2019","07-2019","08-2019","09-2019","10-2019","11-2019","12-2019","01-2020","02-2020","03-2020","04-2020","05-2020","06-2020","07-2020","08-2020","09-2020","10-2020","11-2020","12-2020","01-2021","02-2021","03-2021","04-2021","05-2021","06-2021","07-2021","08-2021","09-2021","10-2021","11-2021","12-2021","01-2022","02-2022","03-2022","04-2022","05-2022","06-2022","07-2022","08-2022","09-2022","10-2022","11-2022","12-2022","01-2023","02-2023","03-2023","04-2023","05-2023","06-2023","07-2023","08-2023","09-2023","10-2023","11-2023","12-2023","01-2024","02-2024","03-2024","04-2024","05-2024","06-2024","07-2024","08-2024","09-2024","10-2024","11-2024","12-2024","01-2025","02-2025","03-2025","04-2025","05-2025","06-2025","07-2025","08-2025","09-2025","10-2025","11-2025"
Pennsylvania,40,58,52,46,49,60,51,62,58,49,54,61,54,45,59,49,50,54,46,59,65,58,58,41,50,54,49,49,44,58,56,56,54,55,48,50,64,65,52,69,50,49,60,75,77,68,68,44,68,70,72,65,55,49,82,67,67,78,71,65,62,58,63,63,63,70,58,75,62,53,65,53,65,55,67,54,68,67,53,64,79,67,47,66,51,75,54,52,51,59,60,81,82,72,64,66,90,61,47,46,44,65,65,63,59,62,51,61,74,60,60,60,70,44,54,57,61,69,66,48,78,60,46,59,54,48,63,55,51,52,60,62,68,62,60,59,45,51,53,50,56,64,61,53,70,59,48,48,38,53,46,52,55,42,52,47,64,58,58,38,33,47,39,41,43,47,44,50,67,56,42,36,49,42,43,58,54,46,46,45,60,43,37,37,49,40,54,54,54,59,64,48,68,50,43,49,46,51,56,47,46,55,45,61,48,56,26,50,51,48,57,51,69,48,63,51,57,61,56,46,41,58,47,58,54,49,56,51,68,49,43,82,51,74,50,69,79,70,60,54,66,56,37,60,68,59,60,74,52,61,75,61,68,63,54,63,65,55,63,74,72,49,55,63,49,66,45,55,55,54,59,70,67,55,65,60,52,44,44,59,61,61,58,59,59,57,54,53,55,43,38,62,46,51,67,71,57,63,59,46,51,58,50,47,38,49,52,64,54,57,61,50,59,64,47,56,49,74,70,65,60,54,55,41,72,51,48,44,57,42,45,60,55,51,45,56,57,55,39,40,42,46,52,52,70,55,59,43,57,59,38,47,38,64,44,67,58,70,56,62,63,53,31,53,57,54,73,65,77,52,60,45,55,58,47,57,61,51,67,76,60,62,68,73,63,64,66,62,55,67,62,63,80,69,66,63,66,54,51,57,53,69,53,24,63,51,68,56,56,57,43,66,57,61,79,82,90,80,107,68,80,63,41,50,61,64,76,76,48,73,60,84,70,62,59,102,81,97,89,90,90,70,75,57,75,70,65,85,62,94,72,79,85,73,65,57,64,58,58,60,54,58,60,55,63,46,63,47,51,51,37,33,32,47,48,36,35,43,45,0
Pennsylvania Clearances,32,43,43,39,55,49,40,41,49,38,54,54,39,44,52,30,48,48,39,52,46,41,51,35,40,43,48,41,39,59,41,32,48,52,41,17,53,59,34,48,51,52,42,53,52,47,55,38,58,62,69,47,44,40,55,67,58,60,67,46,31,44,47,49,54,54,50,65,44,46,52,46,53,52,52,48,46,55,50,47,54,51,39,48,46,44,44,60,43,40,51,52,62,45,48,50,68,44,46,47,36,46,51,38,53,44,36,34,53,36,49,50,50,38,43,45,34,51,35,35,57,31,35,42,40,44,46,35,45,38,43,36,69,46,45,38,39,33,47,36,35,46,30,35,47,51,40,37,39,36,28,39,49,35,35,41,49,40,32,40,30,37,39,29,32,37,32,44,68,36,33,38,40,43,35,32,37,27,36,32,61,42,33,38,33,27,36,37,34,41,34,34,46,48,34,32,48,47,37,46,38,45,34,33,38,40,29,30,45,37,45,35,47,34,42,38,49,40,41,35,36,37,38,52,45,36,27,46,55,40,32,63,41,66,46,47,37,60,38,28,31,42,34,42,52,38,45,40,35,34,42,33,36,43,27,39,35,33,27,52,45,34,31,30,50,54,34,39,42,38,39,43,39,50,38,49,39,32,31,42,42,39,42,44,51,35,41,30,42,29,33,38,44,35,36,41,41,27,38,41,29,42,36,34,27,28,34,38,36,34,30,33,39,43,39,44,33,50,54,44,38,35,41,17,49,38,38,36,46,39,37,37,34,35,20,34,39,32,23,49,32,25,21,26,46,28,34,43,37,32,32,36,32,40,23,33,33,41,32,44,44,32,20,36,39,34,37,34,38,26,34,24,28,26,38,33,29,25,37,37,43,38,44,58,32,39,41,44,32,36,28,37,50,40,38,44,37,45,34,31,49,35,29,14,38,34,54,30,31,29,38,37,23,41,38,38,48,32,48,28,29,22,23,28,17,15,22,29,15,26,26,34,32,26,21,45,43,39,41,42,47,25,30,40,49,48,55,46,41,50,51,36,58,54,45,29,38,37,44,55,43,37,42,40,37,30,34,39,40,33,28,27,32,38,37,25,26,31,37,0
